construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
PIK3R1_chr5_67576421__PTEN_chr10_89711868	218	382	99	348	14
PIK3R1_chr5_67576421__RB1_chr13_48936969	0	2	1	133	264
PIK3R1_chr5_67576421__ROR1_chr1_64240089	845	26	711	705	525
PIK3R1_chr5_67576421__ROR1_chr1_64240143	70	42	129	89	398
PIK3R1_chr5_67576421__RPS6KB1_chr17_57970538	17	135	116	557	37
PIK3R1_chr5_67576421__RRM2_chr2_10262728	19	0	0	13	54
PIK3R1_chr5_67576421__RRM2_chr2_10262957	25	0	1	113	3
PIK3R1_chr5_67576421__RUNX1_chr21_36252902	369	0	1026	123	193
PIK3R1_chr5_67576421__SETD2_chr3_47142951	190	38	2	518	3576
PIK3R1_chr5_67576421__SMAD4_chr18_48575673	208	0	41	397	324
PIK3R1_chr5_67576421__SMAD4_chr18_48586241	62	0	1	1	0
PIK3R1_chr5_67576421__SMARCA4_chr19_11094851	111	5	865	335	97
PIK3R1_chr5_67576421__SMARCA4_chr19_11095011	413	221	445	1184	565
PIK3R1_chr5_67576421__SMARCB1_chr22_24129339	4	3	140	110	174
PIK3R1_chr5_67576421__SMARCB1_chr22_24133993	12	87	109	287	232
PIK3R1_chr5_67576421__SRC_chr20_36012562	6	0	151	384	100
PIK3R1_chr5_67576421__SRC_chr20_36022600	1053	422	1218	732	191
PIK3R1_chr5_67576421__TOP1_chr20_39690055	1	0	0	146	138
PIK3R1_chr5_67576421__TOP1_chr20_39690109	4	0	0	110	2
PIK3R1_chr5_67576421__TP53_chr17_7577537	897	537	205	313	304
PIK3R1_chr5_67576421__TSC1_chr9_135796748	389	149	426	801	503
PIK3R1_chr5_67576421__TSC1_chr9_135796796	199	2	0	921	17
PIK3R1_chr5_67576421__TYMS_chr18_657730	416	27	238	194	170
PIK3R1_chr5_67576421__TYMS_chr18_659656	1	4	2	16	0
PIK3R1_chr5_67576421__TYMS_chr18_659665	178	850	48	282	7
PIK3R1_chr5_67576421__VEGFA_chr6_43738425	318	148	3	132	433
PIK3R1_chr5_67576421__VEGFA_chr6_43742077	165	2	0	163	248
PIK3R1_chr5_67576421__VHL_chr3_10183518	79	2290	205	731	392
PIK3R1_chr5_67576421__WEE1_chr11_9595462	426	60	2	277	88
PIK3R1_chr5_67576421__WEE1_chr11_9595845	0	0	1	129	250
PRKDC_chr8_48686398__ABL1_chr9_133738283	168	1	1	358	150
PRKDC_chr8_48686398__AKT1_chr14_105239686	680	1488	1298	692	635
PRKDC_chr8_48686398__AKT1_chr14_105258968	52	2143	1	55	122
PRKDC_chr8_48686398__APC_chr5_112102933	297	0	0	161	1
PRKDC_chr8_48686398__ARID1A_chr1_27022876	409	1	4	458	46
PRKDC_chr8_48686398__ARID2_chr12_46254608	97	2	2	52	219
PRKDC_chr8_48686398__ATM_chr11_108098390	313	1	2	162	0
PRKDC_chr8_48686398__BCL2_chr18_60795945	127	4	4	535	325
PRKDC_chr8_48686398__BRAF_chr7_140534469	711	258	1090	485	454
PRKDC_chr8_48686398__BRAF_chr7_140624501	173	79	33	239	325
PRKDC_chr8_48686398__BRCA1_chr17_41267735	556	3	326	749	249
PRKDC_chr8_48686398__BRCA1_chr17_41276018	2	0	1	113	212
PRKDC_chr8_48686398__BRCA2_chr13_32890586	649	0	633	118	84
PRKDC_chr8_48686398__BRD4_chr19_15376403	80	936	52	283	575
PRKDC_chr8_48686398__BTK_chrX_100626613	34	3	165	364	280
PRKDC_chr8_48686398__BTK_chrX_100629565	4	1786	1	3	1
PRKDC_chr8_48686398__CASP8_chr2_202134297	279	65	2177	302	133
PRKDC_chr8_48686398__CDH1_chr16_68772255	1	257	0	136	25
PRKDC_chr8_48686398__CDK6_chr7_92244474	83	1	84	465	184
PRKDC_chr8_48686398__CDK9_chr9_130548409	318	324	1	246	94
PRKDC_chr8_48686398__CDK9_chr9_130548998	0	0	0	117	1
PRKDC_chr8_48686398__CDK9_chr9_130550235	327	578	2102	444	99
PRKDC_chr8_48686398__CDKN1B_chr12_12870777	204	381	95	364	249
PRKDC_chr8_48686398__CDKN2A_chr9_21994327	449	180	123	132	186
PRKDC_chr8_48686398__CHEK2_chr22_29090029	0	3	3	314	2
PRKDC_chr8_48686398__DHFR_chr5_79949819	6	3	0	190	1
PRKDC_chr8_48686398__DHFR_chr5_79950217	639	127	802	1106	135
PRKDC_chr8_48686398__EGFR_chr7_55086962	2	1	168	168	133
PRKDC_chr8_48686398__EGFR_chr7_55209986	244	306	177	532	857
PRKDC_chr8_48686398__EGFR_chr7_55209992	92	2	2	48	1010
PRKDC_chr8_48686398__ERBB2_chr17_37868221	174	3	1	206	29
PRKDC_chr8_48686398__FGFR2_chr10_123298118	441	2	2	391	246
PRKDC_chr8_48686398__FGFR2_chr10_123298215	314	161	163	229	194
PRKDC_chr8_48686398__FGFR2_chr10_123353328	74	4	1	199	0
PRKDC_chr8_48686398__FGFR3_chr4_1795655	96	2	1902	236	1056
PRKDC_chr8_48686398__FGFR3_chr4_1795735	138	0	216	172	490
PRKDC_chr8_48686398__FLT3_chr13_28636172	276	539	63	579	1
PRKDC_chr8_48686398__FLT3_chr13_28674643	570	262	1764	361	80
PRKDC_chr8_48686398__FNTA_chr8_42911471	24	46	506	19	4
PRKDC_chr8_48686398__FNTA_chr8_42914260	4813	0	14	123	152
PRKDC_chr8_48686398__FNTA_chr8_42924781	392	0	0	57	22
PRKDC_chr8_48686398__GATA3_chr10_8097612	421	212	9	238	1
PRKDC_chr8_48686398__GATA3_chr10_8097722	513	885	423	314	409
PRKDC_chr8_48686398__GATA3_chr10_8097790	181	0	22	295	298
PRKDC_chr8_48686398__HDAC1_chr1_32757816	78	2	91	681	363
PRKDC_chr8_48686398__HDAC1_chr1_32792637	27	317	88	366	898
PRKDC_chr8_48686398__HDAC2_chr6_114292056	72	0	4	287	41
PRKDC_chr8_48686398__HDAC6_chrX_48674389	158	2	242	130	257
PRKDC_chr8_48686398__HSP90AA1_chr14_102552141	2	2	1	81	82
PRKDC_chr8_48686398__IGF1R_chr15_99192824	346	61	249	747	581
PRKDC_chr8_48686398__IGF1R_chr15_99434807	53	1	1	4	122
PRKDC_chr8_48686398__JAK2_chr9_5050721	845	90	1188	689	241
PRKDC_chr8_48686398__JAK2_chr9_5050816	125	26	210	82	863
PRKDC_chr8_48686398__KDM5C_chrX_53241022	1885	1	237	546	303
PRKDC_chr8_48686398__KDM6A_chrX_44732838	288	0	186	387	72
PRKDC_chr8_48686398__KIT_chr4_55524164	14	27	1	25	0
PRKDC_chr8_48686398__KIT_chr4_55524229	200	427	8	92	247
PRKDC_chr8_48686398__KMT2D_chr12_49448468	176	66	4	131	309
PRKDC_chr8_48686398__MAP2K1_chr15_66679728	151	0	34	439	196
PRKDC_chr8_48686398__MAP3K1_chr5_56111382	133	1	146	90	71
PRKDC_chr8_48686398__MET_chr7_116339123	188	109	3068	383	751
PRKDC_chr8_48686398__MET_chr7_116340188	602	2	539	248	415
PRKDC_chr8_48686398__MLH1_chr3_37038179	857	17	53	464	535
PRKDC_chr8_48686398__MSH6_chr2_48018154	629	69	4490	695	109
PRKDC_chr8_48686398__MTOR_chr1_11317010	1065	110	235	438	372
PRKDC_chr8_48686398__MTOR_chr1_11317149	123	30	0	146	21
PRKDC_chr8_48686398__MTOR_chr1_11319459	97	118	0	229	18
PRKDC_chr8_48686398__NF1_chr17_29422308	163	4	205	291	188
PRKDC_chr8_48686398__NonTargetingControlGuideForHuman0362	460	735	1880	205	431
PRKDC_chr8_48686398__NonTargetingControlGuideForHuman0412	92	13	2	244	24
PRKDC_chr8_48686398__PBRM1_chr3_52696257	20	53	138	31	25
PRKDC_chr8_48686398__PBRM1_chr3_52702516	71	593	257	394	14
PRKDC_chr8_48686398__PBRM1_chr3_52713723	500	367	331	256	327
PRKDC_chr8_48686398__PDGFRA_chr4_55124932	332	907	1204	449	210
PRKDC_chr8_48686398__PDGFRA_chr4_55124963	126	1483	190	477	155
PRKDC_chr8_48686398__PDGFRA_chr4_55129914	282	1041	67	202	33
PRKDC_chr8_48686398__PIK3CA_chr3_178916614	0	17	3	54	42
PRKDC_chr8_48686398__PIK3CA_chr3_178919070	82	486	167	173	415
PRKDC_chr8_48686398__PIK3R1_chr5_67576410	1	1	396	8	363
PRKDC_chr8_48686398__PTEN_chr10_89653786	356	64	22	346	526
PRKDC_chr8_48686398__PTEN_chr10_89685297	185	233	1481	152	23
PRKDC_chr8_48686398__RB1_chr13_48878054	1113	368	4421	845	282
PRKDC_chr8_48686398__RPS6KB1_chr17_57987922	20	355	1	474	208
PRKDC_chr8_48686398__RPS6KB1_chr17_57987949	663	0	2	99	203
PRKDC_chr8_48686398__RRM2_chr2_10262940	1251	602	441	1164	666
PRKDC_chr8_48686398__RUNX1_chr21_36252860	189	56	427	275	88
PRKDC_chr8_48686398__RUNX1_chr21_36421144	117	1	38	9	1
PRKDC_chr8_48686398__SMAD4_chr18_48573460	13	0	0	0	1
PRKDC_chr8_48686398__SMARCB1_chr22_24129339	737	216	1431	862	105
PRKDC_chr8_48686398__SMO_chr7_128828974	186	184	278	73	497
PRKDC_chr8_48686398__SMO_chr7_128845081	334	1	1	196	89
PRKDC_chr8_48686398__SRC_chr20_36022600	581	189	98	485	313
PRKDC_chr8_48686398__TOP1_chr20_39690055	141	0	0	793	46
PRKDC_chr8_48686398__TOP1_chr20_39690109	70	2	3457	209	146
PRKDC_chr8_48686398__TP53_chr17_7577537	895	880	571	608	2276
PRKDC_chr8_48686398__TSC1_chr9_135796748	2252	779	680	974	401
PRKDC_chr8_48686398__TSC1_chr9_135804256	163	0	1	28	339
PRKDC_chr8_48686398__TYMS_chr18_659656	129	321	2	710	89
PRKDC_chr8_48686398__TYMS_chr18_659665	130	4	130	30	249
PRKDC_chr8_48686398__VEGFA_chr6_43738425	215	135	404	718	62
PRKDC_chr8_48686398__VEGFA_chr6_43742077	479	3	444	58	627
PRKDC_chr8_48686398__VHL_chr3_10183791	53	36	2	67	338
PRKDC_chr8_48686398__WEE1_chr11_9595462	133	178	395	382	32
PRKDC_chr8_48686398__WEE1_chr11_9595845	2	0	0	113	1
PRKDC_chr8_48686781__ABL1_chr9_133738283	1	49	68	494	128
PRKDC_chr8_48686781__ABL1_chr9_133738356	209	3	683	482	32
PRKDC_chr8_48686781__ADA_chr20_43257696	121	1	220	461	77
PRKDC_chr8_48686781__ADA_chr20_43280245	3	0	0	334	18
PRKDC_chr8_48686781__AKT1_chr14_105239609	38	336	26	1126	5
PRKDC_chr8_48686781__AKT1_chr14_105239686	216	2	2	886	64
PRKDC_chr8_48686781__AKT1_chr14_105258968	121	1	51	387	64
PRKDC_chr8_48686781__ALK_chr2_29541171	120	0	209	120	147
PRKDC_chr8_48686781__ALK_chr2_29541172	0	90	45	44	3
PRKDC_chr8_48686781__ALK_chr2_30143522	2	40	87	490	2
PRKDC_chr8_48686781__APC_chr5_112043408	165	1023	196	1596	394
PRKDC_chr8_48686781__APC_chr5_112102023	148	169	11	160	14
PRKDC_chr8_48686781__ARID1A_chr1_27022876	0	21	111	220	107
PRKDC_chr8_48686781__ARID1A_chr1_27056286	42	1	60	1070	44
PRKDC_chr8_48686781__ARID2_chr12_46123614	84	42	1	581	106
PRKDC_chr8_48686781__ARID2_chr12_46205318	313	0	2	589	73
PRKDC_chr8_48686781__ARID2_chr12_46254608	173	64	198	315	36
PRKDC_chr8_48686781__ATM_chr11_108098402	0	203	0	119	0
PRKDC_chr8_48686781__BCL2_chr18_60795945	27	2	1	110	0
PRKDC_chr8_48686781__BCL2_chr18_60985877	3	0	226	430	2
PRKDC_chr8_48686781__BRAF_chr7_140624501	16	27	24	281	88
PRKDC_chr8_48686781__BRCA1_chr17_41276018	21	0	0	236	0
PRKDC_chr8_48686781__BRCA2_chr13_32890586	2	29	106	368	0
PRKDC_chr8_48686781__BRCA2_chr13_32914228	1	1	95	248	68
PRKDC_chr8_48686781__BRD4_chr19_15376361	258	1	85	341	30
PRKDC_chr8_48686781__BRD4_chr19_15376403	44	1	402	376	69
PRKDC_chr8_48686781__BRD4_chr19_15383894	9	27	142	398	34
PRKDC_chr8_48686781__CASP8_chr2_202131404	138	101	30	580	301
PRKDC_chr8_48686781__CDH1_chr16_68771300	179	1	327	474	194
PRKDC_chr8_48686781__CDH1_chr16_68772250	30	4	1	821	81
PRKDC_chr8_48686781__CDH1_chr16_68772255	100	0	0	277	1
PRKDC_chr8_48686781__CDK4_chr12_58143253	63	36	189	557	145
PRKDC_chr8_48686781__CDK4_chr12_58144705	224	283	875	763	135
PRKDC_chr8_48686781__CDK9_chr9_130548409	12	0	0	267	389
PRKDC_chr8_48686781__CDK9_chr9_130548998	12	0	0	459	1
PRKDC_chr8_48686781__CDKN1B_chr12_12870777	55	1081	257	351	20
PRKDC_chr8_48686781__CDKN2A_chr9_21968726	3	0	86	92	2
PRKDC_chr8_48686781__CHEK1_chr11_125496644	1126	221	29	1273	308
PRKDC_chr8_48686781__CHEK1_chr11_125499147	0	0	2	230	103
PRKDC_chr8_48686781__CHEK2_chr22_29085137	2	140	0	974	134
PRKDC_chr8_48686781__CHEK2_chr22_29090029	104	0	144	79	0
PRKDC_chr8_48686781__CHEK2_chr22_29130694	387	23	302	484	32
PRKDC_chr8_48686781__DHFR_chr5_79950217	159	151	355	365	367
PRKDC_chr8_48686781__EGFR_chr7_55086962	0	144	1	85	0
PRKDC_chr8_48686781__EGFR_chr7_55209986	631	26	0	192	20
PRKDC_chr8_48686781__EGFR_chr7_55209992	1	1	3	320	16
PRKDC_chr8_48686781__ERBB2_chr17_37855800	135	2	1	819	175
PRKDC_chr8_48686781__ERBB2_chr17_37868221	213	1	82	778	0
PRKDC_chr8_48686781__FGFR2_chr10_123298215	284	255	247	304	0
PRKDC_chr8_48686781__FGFR2_chr10_123353328	125	0	129	145	0
PRKDC_chr8_48686781__FGFR3_chr4_1795735	135	40	245	317	57
PRKDC_chr8_48686781__FLT3_chr13_28636172	85	1	0	186	0
PRKDC_chr8_48686781__FNTA_chr8_42911471	2	0	17	907	1
PRKDC_chr8_48686781__FNTA_chr8_42914260	19	0	1	775	153
PRKDC_chr8_48686781__FNTA_chr8_42924781	120	21	1106	343	208
PRKDC_chr8_48686781__GATA3_chr10_8097612	363	0	66	1118	74
PRKDC_chr8_48686781__GATA3_chr10_8097790	1	150	35	223	104
PRKDC_chr8_48686781__HDAC1_chr1_32757816	418	74	43	440	43
PRKDC_chr8_48686781__HDAC1_chr1_32792601	219	0	1	74	348
PRKDC_chr8_48686781__HDAC1_chr1_32792637	590	610	389	428	44
PRKDC_chr8_48686781__HDAC6_chrX_48661385	5	66	248	267	25
PRKDC_chr8_48686781__HSP90AA1_chr14_102605736	197	30	15	280	110
PRKDC_chr8_48686781__IGF1R_chr15_99192824	328	2	192	944	55
PRKDC_chr8_48686781__JAK2_chr9_5021970	63	1	0	343	252
PRKDC_chr8_48686781__JAK2_chr9_5050721	1	0	231	452	0
PRKDC_chr8_48686781__KDM5C_chrX_53241022	273	0	2450	392	134
PRKDC_chr8_48686781__KDM6A_chrX_44732838	142	0	1	373	2
PRKDC_chr8_48686781__KDM6A_chrX_44820616	2	14	93	75	1
PRKDC_chr8_48686781__KIT_chr4_55524164	123	1	223	40	0
PRKDC_chr8_48686781__KIT_chr4_55524176	134	0	430	128	215
PRKDC_chr8_48686781__KMT2D_chr12_49448161	1	0	384	37	21
PRKDC_chr8_48686781__MAP2K1_chr15_66679721	20	27	1789	621	1
PRKDC_chr8_48686781__MAP2K1_chr15_66679756	5	0	1	539	100
PRKDC_chr8_48686781__MAP3K1_chr5_56152485	197	2	57	604	0
PRKDC_chr8_48686781__MET_chr7_116340188	208	330	195	582	25
PRKDC_chr8_48686781__MLH1_chr3_37035029	141	252	185	418	422
PRKDC_chr8_48686781__MLH1_chr3_37045912	0	38	2	985	121
PRKDC_chr8_48686781__MSH6_chr2_48010356	502	6	27	247	0
PRKDC_chr8_48686781__MSH6_chr2_48018111	148	425	48	429	160
PRKDC_chr8_48686781__MSH6_chr2_48018154	14	87	114	224	78
PRKDC_chr8_48686781__MTOR_chr1_11319459	247	0	1	276	186
PRKDC_chr8_48686781__NonTargetingControlGuideForHuman0352	19	87	90	442	2
PRKDC_chr8_48686781__PARP1_chr1_226578249	1	75	1	408	2
PRKDC_chr8_48686781__PBRM1_chr3_52702516	114	1	1	740	353
PRKDC_chr8_48686781__PDGFRA_chr4_55124932	4	22	111	333	79
PRKDC_chr8_48686781__PDGFRA_chr4_55129914	330	62	59	450	1123
PRKDC_chr8_48686781__PIK3CA_chr3_178916614	134	155	2	517	416
PRKDC_chr8_48686781__PIK3CA_chr3_178919070	8	0	70	150	0
PRKDC_chr8_48686781__PIK3CA_chr3_178919167	36	85	33	919	44
PRKDC_chr8_48686781__PIK3R1_chr5_67522521	61	1	59	181	9
PRKDC_chr8_48686781__PIK3R1_chr5_67576421	354	2	1	218	7
PRKDC_chr8_48686781__RB1_chr13_48878054	0	6	0	162	31
PRKDC_chr8_48686781__RB1_chr13_48936969	30	65	190	558	63
PRKDC_chr8_48686781__ROR1_chr1_64240089	16	63	1922	433	43
PRKDC_chr8_48686781__RPS6KB1_chr17_57987949	92	20	28	920	0
PRKDC_chr8_48686781__RRM2_chr2_10262940	127	0	557	373	9
PRKDC_chr8_48686781__RRM2_chr2_10262957	1	0	59	401	80
PRKDC_chr8_48686781__RUNX1_chr21_36421144	116	578	347	229	0
PRKDC_chr8_48686781__SETD2_chr3_47142951	127	0	0	193	73
PRKDC_chr8_48686781__SETD2_chr3_47142972	20	0	170	171	4
PRKDC_chr8_48686781__SMAD4_chr18_48575673	1	272	0	261	7
PRKDC_chr8_48686781__SMAD4_chr18_48586241	14	1	326	269	40
PRKDC_chr8_48686781__SMARCA4_chr19_11094851	104	66	59	565	188
PRKDC_chr8_48686781__SMARCB1_chr22_24129339	10	103	126	469	15
PRKDC_chr8_48686781__SMARCB1_chr22_24133993	20	0	0	412	35
PRKDC_chr8_48686781__SMO_chr7_128828974	21	0	295	603	27
PRKDC_chr8_48686781__SMO_chr7_128845081	81	406	332	964	134
PRKDC_chr8_48686781__SRC_chr20_36012562	30	0	31	348	0
PRKDC_chr8_48686781__SRC_chr20_36014563	1111	31	510	532	200
PRKDC_chr8_48686781__TSC1_chr9_135796748	112	8	311	1264	213
PRKDC_chr8_48686781__TSC1_chr9_135796796	392	72	3	824	49
PRKDC_chr8_48686781__TSC1_chr9_135804256	216	0	1272	217	2
PRKDC_chr8_48686781__TYMS_chr18_657730	61	59	2494	733	13
PRKDC_chr8_48686781__TYMS_chr18_659656	225	175	233	677	1
PRKDC_chr8_48686781__VEGFA_chr6_43738425	223	0	1	243	38
PRKDC_chr8_48686781__VEGFA_chr6_43742077	217	23	581	1197	102
PRKDC_chr8_48686781__VEGFA_chr6_43742108	22	1	185	202	29
PRKDC_chr8_48686781__VHL_chr3_10183518	437	2	0	1530	0
PRKDC_chr8_48686781__VHL_chr3_10183791	639	0	13	682	0
PRKDC_chr8_48686781__WEE1_chr11_9595542	158	65	1	352	79
PRKDC_chr8_48872683__ABL1_chr9_133589790	5	514	1759	426	59
PRKDC_chr8_48872683__ADA_chr20_43257696	91	0	314	153	0
PRKDC_chr8_48872683__ADA_chr20_43257769	541	411	574	1145	316
PRKDC_chr8_48872683__ADA_chr20_43280245	125	867	581	1134	315
PRKDC_chr8_48872683__AKT1_chr14_105239686	783	2	938	1170	546
PRKDC_chr8_48872683__AKT1_chr14_105258968	323	8	607	637	677
PRKDC_chr8_48872683__ALK_chr2_29541171	346	2	176	280	85
PRKDC_chr8_48872683__ALK_chr2_29541172	3	1	1	184	56
PRKDC_chr8_48872683__ALK_chr2_30143522	92	202	3	328	153
PRKDC_chr8_48872683__APC_chr5_112102023	270	127	1	51	1
PRKDC_chr8_48872683__ARID1A_chr1_27056288	2087	638	128	617	69
PRKDC_chr8_48872683__ARID2_chr12_46205318	2181	1365	467	1149	336
PRKDC_chr8_48872683__ARID2_chr12_46254608	34	1001	27	185	2
PRKDC_chr8_48872683__ATM_chr11_108098350	212	243	96	1044	21
PRKDC_chr8_48872683__ATM_chr11_108098402	1	62	49	633	96
PRKDC_chr8_48872683__BCL2_chr18_60795945	29	0	740	234	7
PRKDC_chr8_48872683__BCL2_chr18_60985877	425	150	66	462	491
PRKDC_chr8_48872683__BRAF_chr7_140624501	279	169	212	754	124
PRKDC_chr8_48872683__BRCA2_chr13_32914228	287	3	2	315	2
PRKDC_chr8_48872683__BRD4_chr19_15376361	161	2	294	726	231
PRKDC_chr8_48872683__BRD4_chr19_15383894	1213	437	247	649	1093
PRKDC_chr8_48872683__BTK_chrX_100645534	3	16	339	351	262
PRKDC_chr8_48872683__CASP8_chr2_202134297	364	40	211	228	187
PRKDC_chr8_48872683__CDH1_chr16_68772255	0	37	420	261	186
PRKDC_chr8_48872683__CDK4_chr12_58143253	504	0	0	99	149
PRKDC_chr8_48872683__CDK4_chr12_58144705	313	3	371	411	36
PRKDC_chr8_48872683__CDK4_chr12_58145497	136	3	130	51	122
PRKDC_chr8_48872683__CDK6_chr7_92462628	185	278	557	419	271
PRKDC_chr8_48872683__CDK9_chr9_130548998	39	0	0	333	77
PRKDC_chr8_48872683__CDK9_chr9_130550235	687	23	206	865	135
PRKDC_chr8_48872683__CDKN1B_chr12_12870777	103	99	560	83	113
PRKDC_chr8_48872683__CDKN2A_chr9_21968726	318	163	2267	139	612
PRKDC_chr8_48872683__CDKN2A_chr9_21994327	361	624	247	163	46
PRKDC_chr8_48872683__CHEK1_chr11_125496687	0	0	218	242	115
PRKDC_chr8_48872683__EGFR_chr7_55086962	579	222	184	126	393
PRKDC_chr8_48872683__EGFR_chr7_55209986	221	45	216	210	221
PRKDC_chr8_48872683__EGFR_chr7_55209992	173	4	0	222	9
PRKDC_chr8_48872683__ERBB2_chr17_37855800	220	3	465	156	178
PRKDC_chr8_48872683__ERBB2_chr17_37868292	525	2	135	299	427
PRKDC_chr8_48872683__FGFR2_chr10_123353328	62	50	19	110	0
PRKDC_chr8_48872683__FLT3_chr13_28636131	104	12	313	417	229
PRKDC_chr8_48872683__FNTA_chr8_42914260	610	117	53	727	144
PRKDC_chr8_48872683__GATA3_chr10_8097722	156	3	3099	571	143
PRKDC_chr8_48872683__GATA3_chr10_8097790	235	7292	155	394	217
PRKDC_chr8_48872683__HDAC1_chr1_32792601	197	76	1129	680	128
PRKDC_chr8_48872683__HDAC1_chr1_32792637	413	134	2273	1150	319
PRKDC_chr8_48872683__HDAC2_chr6_114267214	33	0	609	126	67
PRKDC_chr8_48872683__HSP90AA1_chr14_102552141	252	8	2	123	48
PRKDC_chr8_48872683__IGF1R_chr15_99434807	105	4	372	494	239
PRKDC_chr8_48872683__JAK2_chr9_5021970	997	156	117	451	305
PRKDC_chr8_48872683__JAK2_chr9_5050721	160	185	4343	144	1
PRKDC_chr8_48872683__JAK2_chr9_5050816	1363	622	1209	1216	133
PRKDC_chr8_48872683__KDM5C_chrX_53241021	7	0	1	234	2
PRKDC_chr8_48872683__KDM5C_chrX_53241022	65	1	50	196	183
PRKDC_chr8_48872683__KDM6A_chrX_44820615	22	0	211	165	226
PRKDC_chr8_48872683__KMT2D_chr12_49448161	1	3	668	876	150
PRKDC_chr8_48872683__KMT2D_chr12_49448468	390	148	532	258	550
PRKDC_chr8_48872683__MAP2K1_chr15_66679721	210	1	353	346	61
PRKDC_chr8_48872683__MAP3K1_chr5_56152466	149	1	3	239	97
PRKDC_chr8_48872683__MAP3K1_chr5_56152485	318	854	292	579	148
PRKDC_chr8_48872683__MET_chr7_116340188	480	3	3019	156	77
PRKDC_chr8_48872683__MLH1_chr3_37035029	422	461	720	1025	528
PRKDC_chr8_48872683__MSH6_chr2_48010356	196	88	714	25	74
PRKDC_chr8_48872683__MSH6_chr2_48018111	346	324	1	940	327
PRKDC_chr8_48872683__MSH6_chr2_48018154	93	277	3	304	2
PRKDC_chr8_48872683__MTOR_chr1_11317149	461	0	2	453	105
PRKDC_chr8_48872683__NF1_chr17_29422308	809	245	568	1125	660
PRKDC_chr8_48872683__NonTargetingControlGuideForHuman0362	400	1650	762	739	402
PRKDC_chr8_48872683__NonTargetingControlGuideForHuman0412	177	49	145	28	127
PRKDC_chr8_48872683__PARP1_chr1_226578301	0	0	84	217	2
PRKDC_chr8_48872683__PARP1_chr1_226595581	408	2124	2087	312	257
PRKDC_chr8_48872683__PBRM1_chr3_52696257	69	1498	243	325	1198
PRKDC_chr8_48872683__PBRM1_chr3_52702516	59	36	1	134	182
PRKDC_chr8_48872683__PDGFRA_chr4_55124932	1101	3	492	304	164
PRKDC_chr8_48872683__PDGFRA_chr4_55124963	398	168	833	1251	20
PRKDC_chr8_48872683__PIK3CA_chr3_178919070	464	54	68	328	333
PRKDC_chr8_48872683__PIK3CA_chr3_178919167	652	509	125	591	450
PRKDC_chr8_48872683__PIK3R1_chr5_67576410	552	78	89	90	253
PRKDC_chr8_48872683__PTEN_chr10_89653786	248	10	3	332	102
PRKDC_chr8_48872683__PTEN_chr10_89711868	189	1	137	600	278
PRKDC_chr8_48872683__RB1_chr13_48878054	2	3	587	67	77
PRKDC_chr8_48872683__ROR1_chr1_64240072	86	24	1947	641	140
PRKDC_chr8_48872683__ROR1_chr1_64240089	201	1165	2	203	629
PRKDC_chr8_48872683__RPS6KB1_chr17_57970538	543	4322	370	514	423
PRKDC_chr8_48872683__RPS6KB1_chr17_57987922	390	198	14	139	84
PRKDC_chr8_48872683__RRM2_chr2_10262957	262	1	128	400	164
PRKDC_chr8_48872683__RUNX1_chr21_36252860	311	35	190	553	60
PRKDC_chr8_48872683__RUNX1_chr21_36252902	231	802	200	378	385
PRKDC_chr8_48872683__SMARCA4_chr19_11094819	653	104	790	693	89
PRKDC_chr8_48872683__SMARCA4_chr19_11094851	468	73	5513	873	220
PRKDC_chr8_48872683__SMARCA4_chr19_11095011	465	137	199	271	315
PRKDC_chr8_48872683__SMARCB1_chr22_24129339	241	157	1735	355	173
PRKDC_chr8_48872683__SMARCB1_chr22_24133949	331	2	876	231	680
PRKDC_chr8_48872683__SRC_chr20_36012562	1	168	172	585	137
PRKDC_chr8_48872683__TOP1_chr20_39657693	569	90	2	770	216
PRKDC_chr8_48872683__TOP1_chr20_39690109	17	0	283	144	71
PRKDC_chr8_48872683__TP53_chr17_7577537	540	4	161	1132	211
PRKDC_chr8_48872683__TP53_chr17_7579881	22	17	1071	201	123
PRKDC_chr8_48872683__TSC1_chr9_135796796	313	97	2	802	218
PRKDC_chr8_48872683__TSC1_chr9_135804256	226	793	770	551	494
PRKDC_chr8_48872683__TYMS_chr18_659656	222	310	155	298	960
PRKDC_chr8_48872683__VEGFA_chr6_43742077	438	4	84	1252	156
PRKDC_chr8_48872683__VEGFA_chr6_43742108	1	222	1	126	37
PRKDC_chr8_48872683__VHL_chr3_10183518	1	1253	0	77	92
PRKDC_chr8_48872683__WEE1_chr11_9595462	171	31	339	1081	75
PRKDC_chr8_48872683__WEE1_chr11_9595845	30	0	36	279	1
PTEN_chr10_89653786__ABL1_chr9_133738356	219	64	902	303	630
PTEN_chr10_89653786__ADA_chr20_43280245	504	3455	361	528	725
PTEN_chr10_89653786__AKT1_chr14_105258968	1388	39	349	132	414
PTEN_chr10_89653786__ALK_chr2_29541172	15	1	28	27	105
PTEN_chr10_89653786__ALK_chr2_30143522	744	157	209	206	264
PTEN_chr10_89653786__APC_chr5_112102023	3	2	664	40	46
