construct_id	ln229cas9At28_S2_trimmed53_len_filtered_counts	ln229parentt28_S1_trimmed53_len_filtered_counts	ln229cas9trex2Bt28_S5_trimmed53_len_filtered_counts	Undetermined_S0_trimmed53_len_filtered_counts	ln229cas9trex2At28_S4_trimmed53_len_filtered_counts	ln229cas9Bt28_S3_trimmed53_len_filtered_counts
RRM2_chr2_10262940__PIK3R1_chr5_67576410	257	71	12	10	258	17
RRM2_chr2_10262940__PIK3R1_chr5_67576421	429	61	327	10	7	71
RRM2_chr2_10262940__PRKDC_chr8_48872683	57	145	400	15	194	138
RRM2_chr2_10262940__RB1_chr13_48878054	23	86	285	17	427	62
RRM2_chr2_10262940__RB1_chr13_48936969	664	192	332	22	210	190
RRM2_chr2_10262940__ROR1_chr1_64240072	445	662	135	27	78	436
RRM2_chr2_10262940__ROR1_chr1_64240089	2824	209	605	78	1070	708
RRM2_chr2_10262940__ROR1_chr1_64240143	2952	472	455	69	377	463
RRM2_chr2_10262940__RPS6KB1_chr17_57987922	285	202	9	20	491	139
RRM2_chr2_10262940__RPS6KB1_chr17_57987949	3773	444	1800	103	815	469
RRM2_chr2_10262940__RUNX1_chr21_36252902	763	222	209	30	470	540
RRM2_chr2_10262940__RUNX1_chr21_36421144	861	328	198	83	1624	526
RRM2_chr2_10262940__SETD2_chr3_47142951	103	104	181	10	321	10
RRM2_chr2_10262940__SMAD4_chr18_48573460	689	273	1018	31	124	365
RRM2_chr2_10262940__SMARCA4_chr19_11094851	1167	226	359	49	818	667
RRM2_chr2_10262940__SMARCA4_chr19_11095011	729	603	1266	51	287	709
RRM2_chr2_10262940__SMARCB1_chr22_24133993	252	62	207	14	195	467
RRM2_chr2_10262940__SMO_chr7_128828974	381	620	651	69	1462	892
RRM2_chr2_10262940__SMO_chr7_128845081	2625	750	382	71	229	711
RRM2_chr2_10262940__SRC_chr20_36014563	82	481	449	36	756	275
RRM2_chr2_10262940__SRC_chr20_36022600	2063	751	429	72	614	1600
RRM2_chr2_10262940__TOP1_chr20_39657693	85	673	7	24	2	856
RRM2_chr2_10262940__TOP1_chr20_39690109	32	48	262	12	3	429
RRM2_chr2_10262940__TP53_chr17_7577537	763	329	154	46	768	2118
RRM2_chr2_10262940__TSC1_chr9_135796748	1540	392	647	59	111	617
RRM2_chr2_10262940__TSC1_chr9_135796796	1367	160	175	69	2038	1085
RRM2_chr2_10262940__TSC1_chr9_135804256	842	440	28	32	96	379
RRM2_chr2_10262940__TYMS_chr18_659656	13	354	151	12	296	179
RRM2_chr2_10262940__VEGFA_chr6_43738425	699	217	86	42	432	2033
RRM2_chr2_10262940__VHL_chr3_10183518	380	193	139	20	418	516
RRM2_chr2_10262940__WEE1_chr11_9595542	630	233	10	24	22	275
RRM2_chr2_10262940__WEE1_chr11_9595845	239	48	8	4	119	77
RRM2_chr2_10262957__ABL1_chr9_133589790	233	11	121	7	32	160
RRM2_chr2_10262957__ABL1_chr9_133738283	82	73	10	12	412	195
RRM2_chr2_10262957__ADA_chr20_43257696	68	49	5	4	0	45
RRM2_chr2_10262957__ADA_chr20_43280245	88	51	120	14	56	293
RRM2_chr2_10262957__AKT1_chr14_105239609	540	54	4	20	292	544
RRM2_chr2_10262957__AKT1_chr14_105239686	70	109	1073	23	296	23
RRM2_chr2_10262957__AKT1_chr14_105258968	452	28	1	7	171	159
RRM2_chr2_10262957__ALK_chr2_29541172	0	67	21	2	2	1
RRM2_chr2_10262957__APC_chr5_112043408	131	97	55	13	257	618
RRM2_chr2_10262957__ARID1A_chr1_27056288	104	18	116	3	1	72
RRM2_chr2_10262957__ARID2_chr12_46123614	17	69	2	3	2	28
RRM2_chr2_10262957__ARID2_chr12_46254608	135	93	137	34	1096	272
RRM2_chr2_10262957__ATM_chr11_108098390	264	66	4	6	2	55
RRM2_chr2_10262957__ATM_chr11_108098402	1	7	34	2	5	1
RRM2_chr2_10262957__BCL2_chr18_60795960	669	287	306	27	379	198
RRM2_chr2_10262957__BRCA1_chr17_41256141	823	16	168	26	26	745
RRM2_chr2_10262957__BRCA1_chr17_41267735	239	27	0	17	267	397
RRM2_chr2_10262957__BRCA2_chr13_32890586	97	73	4	10	0	299
RRM2_chr2_10262957__BRD4_chr19_15376403	128	84	9	10	336	93
RRM2_chr2_10262957__BTK_chrX_100626613	19	9	50	15	180	682
RRM2_chr2_10262957__CDH1_chr16_68772250	531	88	3	14	47	9
RRM2_chr2_10262957__CDH1_chr16_68772255	444	31	151	13	438	98
RRM2_chr2_10262957__CDK4_chr12_58143253	11	93	2	5	5	235
RRM2_chr2_10262957__CDK4_chr12_58145497	148	67	140	16	3	616
RRM2_chr2_10262957__CDK9_chr9_130548409	29	115	4	20	26	882
RRM2_chr2_10262957__CDK9_chr9_130548998	125	18	0	4	175	0
RRM2_chr2_10262957__CDK9_chr9_130550235	61	39	251	17	320	8
RRM2_chr2_10262957__CDKN1B_chr12_12870777	321	124	3	19	355	414
RRM2_chr2_10262957__CDKN1B_chr12_12870931	3	9	13	3	0	171
RRM2_chr2_10262957__CDKN1B_chr12_12871196	139	144	78	10	2	128
RRM2_chr2_10262957__CDKN2A_chr9_21971100	176	308	207	35	154	850
RRM2_chr2_10262957__CHEK1_chr11_125499147	291	58	6	7	379	173
RRM2_chr2_10262957__CHEK2_chr22_29090029	555	18	428	15	27	6
RRM2_chr2_10262957__CHEK2_chr22_29130694	302	56	1086	28	140	76
RRM2_chr2_10262957__DHFR_chr5_79949819	335	81	120	14	175	101
RRM2_chr2_10262957__EGFR_chr7_55209986	151	76	168	15	419	35
RRM2_chr2_10262957__ERBB2_chr17_37855800	252	87	102	11	319	9
RRM2_chr2_10262957__ERBB2_chr17_37868221	197	35	6	10	4	496
RRM2_chr2_10262957__FGFR2_chr10_123298215	5	16	187	1	2	4
RRM2_chr2_10262957__FGFR2_chr10_123353328	0	27	56	3	7	19
RRM2_chr2_10262957__FGFR3_chr4_1795655	100	18	726	15	5	222
RRM2_chr2_10262957__FLT3_chr13_28674643	110	69	32	3	157	62
RRM2_chr2_10262957__FNTA_chr8_42914260	126	16	1	4	0	8
RRM2_chr2_10262957__FNTA_chr8_42924781	309	105	195	14	209	187
RRM2_chr2_10262957__GATA3_chr10_8097722	399	216	17	14	182	120
RRM2_chr2_10262957__GATA3_chr10_8097790	708	78	327	13	160	84
RRM2_chr2_10262957__HDAC1_chr1_32757816	74	247	9	6	92	267
RRM2_chr2_10262957__HDAC6_chrX_48661385	123	59	117	11	286	260
RRM2_chr2_10262957__HDAC6_chrX_48674389	23	24	104	3	1	49
RRM2_chr2_10262957__HSP90AA1_chr14_102551760	96	46	85	11	207	30
RRM2_chr2_10262957__IGF1R_chr15_99192824	753	182	45	41	1606	143
RRM2_chr2_10262957__IGF1R_chr15_99434807	275	46	60	5	1	32
RRM2_chr2_10262957__JAK2_chr9_5021970	97	15	3	2	0	2
RRM2_chr2_10262957__KDM5C_chrX_53241022	311	24	115	5	0	2
RRM2_chr2_10262957__KDM6A_chrX_44732838	325	43	414	20	518	7
RRM2_chr2_10262957__KDM6A_chrX_44820616	766	102	329	35	104	658
RRM2_chr2_10262957__KIT_chr4_55524164	2	78	8	6	1	126
RRM2_chr2_10262957__KIT_chr4_55524229	3	24	0	13	63	295
RRM2_chr2_10262957__KMT2D_chr12_49448168	158	45	32	14	0	911
RRM2_chr2_10262957__KMT2D_chr12_49448468	47	33	24	11	476	202
RRM2_chr2_10262957__MAP2K1_chr15_66679728	113	58	70	0	1	34
RRM2_chr2_10262957__MAP3K1_chr5_56111382	6	20	18	4	222	9
RRM2_chr2_10262957__MAP3K1_chr5_56152485	310	24	18	7	1	64
RRM2_chr2_10262957__MET_chr7_116339123	135	69	89	14	10	19
RRM2_chr2_10262957__MET_chr7_116340188	248	117	2	14	28	108
RRM2_chr2_10262957__MET_chr7_116340207	25	38	15	13	388	175
RRM2_chr2_10262957__MLH1_chr3_37038179	533	202	165	21	162	251
RRM2_chr2_10262957__MLH1_chr3_37045912	47	25	98	4	2	112
RRM2_chr2_10262957__MSH6_chr2_48010356	268	13	1	8	0	57
RRM2_chr2_10262957__MSH6_chr2_48018154	328	117	16	3	6	47
RRM2_chr2_10262957__MTOR_chr1_11317010	52	29	3	3	2	88
RRM2_chr2_10262957__MTOR_chr1_11319459	372	18	0	4	1	27
RRM2_chr2_10262957__NF1_chr17_29422308	199	40	389	13	4	220
RRM2_chr2_10262957__NF1_chr17_29483039	226	20	4	3	1	120
RRM2_chr2_10262957__NonTargetingControlGuideForHuman0352	1	42	6	4	10	383
RRM2_chr2_10262957__PBRM1_chr3_52696257	129	21	936	17	0	40
RRM2_chr2_10262957__PBRM1_chr3_52713723	139	18	120	12	96	372
RRM2_chr2_10262957__PDGFRA_chr4_55124932	49	130	7	7	109	5
RRM2_chr2_10262957__PDGFRA_chr4_55124963	256	96	453	15	307	184
RRM2_chr2_10262957__PDGFRA_chr4_55129914	119	132	22	14	330	220
RRM2_chr2_10262957__PIK3CA_chr3_178919070	23	70	226	7	147	16
RRM2_chr2_10262957__PIK3CA_chr3_178919167	53	134	118	13	110	55
RRM2_chr2_10262957__PIK3R1_chr5_67522521	361	69	96	8	70	13
RRM2_chr2_10262957__PIK3R1_chr5_67576410	3	41	13	11	669	100
RRM2_chr2_10262957__PRKDC_chr8_48686398	90	20	19	2	68	15
RRM2_chr2_10262957__PTEN_chr10_89685297	205	387	30	29	499	55
RRM2_chr2_10262957__PTEN_chr10_89711868	34	38	231	12	261	205
RRM2_chr2_10262957__RB1_chr13_48878054	16	24	198	1	2	0
RRM2_chr2_10262957__RPS6KB1_chr17_57970538	15	193	3	34	1214	128
RRM2_chr2_10262957__RUNX1_chr21_36252860	4	32	100	3	1	1
RRM2_chr2_10262957__SETD2_chr3_47142972	314	14	32	7	82	442
RRM2_chr2_10262957__SETD2_chr3_47205411	34	43	292	9	72	203
RRM2_chr2_10262957__SMAD4_chr18_48573460	4	61	2	5	227	4
RRM2_chr2_10262957__SMAD4_chr18_48586241	129	25	413	4	90	4
RRM2_chr2_10262957__SMARCA4_chr19_11094819	2	127	51	2	15	14
RRM2_chr2_10262957__SMO_chr7_128828974	1	149	185	12	6	530
RRM2_chr2_10262957__SMO_chr7_128845081	127	29	205	20	262	567
RRM2_chr2_10262957__SMO_chr7_128845117	1	19	41	1	2	1
RRM2_chr2_10262957__SRC_chr20_36022600	678	270	306	25	60	144
RRM2_chr2_10262957__TP53_chr17_7579881	367	42	412	22	615	141
RRM2_chr2_10262957__TSC1_chr9_135796796	80	47	63	6	2	170
RRM2_chr2_10262957__TSC1_chr9_135804256	405	126	1	5	20	1
RRM2_chr2_10262957__VEGFA_chr6_43742077	257	356	57	37	832	191
RRM2_chr2_10262957__VEGFA_chr6_43742108	13	42	346	16	48	82
RRM2_chr2_10262957__VHL_chr3_10183518	162	10	168	5	1	15
RRM2_chr2_10262957__VHL_chr3_10183773	113	30	5	14	421	107
RRM2_chr2_10262957__WEE1_chr11_9595462	238	48	19	7	87	16
RUNX1_chr21_36252860__ABL1_chr9_133589790	5	162	26	12	63	214
RUNX1_chr21_36252860__ABL1_chr9_133738356	417	450	2807	116	748	1869
RUNX1_chr21_36252860__ADA_chr20_43257769	141	424	63	34	668	325
RUNX1_chr21_36252860__ADA_chr20_43280245	1202	723	646	89	485	566
RUNX1_chr21_36252860__AKT1_chr14_105239609	1028	452	13	45	243	198
RUNX1_chr21_36252860__ALK_chr2_29541171	257	173	114	38	162	1128
RUNX1_chr21_36252860__ALK_chr2_30143522	1295	304	266	85	941	1112
RUNX1_chr21_36252860__APC_chr5_112102023	450	451	308	51	697	41
RUNX1_chr21_36252860__ARID1A_chr1_27022876	490	242	387	23	80	77
RUNX1_chr21_36252860__ARID1A_chr1_27056286	800	363	35	25	5	32
RUNX1_chr21_36252860__ARID2_chr12_46123614	139	67	34	8	3	17
RUNX1_chr21_36252860__ARID2_chr12_46254608	1085	433	1545	96	894	331
RUNX1_chr21_36252860__ATM_chr11_108098350	232	196	225	30	491	11
RUNX1_chr21_36252860__BCL2_chr18_60795945	246	453	372	46	293	400
RUNX1_chr21_36252860__BCL2_chr18_60795960	2495	622	2823	156	696	2381
RUNX1_chr21_36252860__BRAF_chr7_140534469	735	498	134	55	499	391
RUNX1_chr21_36252860__BRCA1_chr17_41276018	427	142	5	16	47	132
RUNX1_chr21_36252860__BRCA2_chr13_32890586	713	307	340	34	47	375
RUNX1_chr21_36252860__BRCA2_chr13_32914228	6	171	631	22	197	5
RUNX1_chr21_36252860__BRD4_chr19_15376361	218	164	135	85	3046	553
RUNX1_chr21_36252860__BRD4_chr19_15383894	637	160	88	20	189	7
RUNX1_chr21_36252860__BTK_chrX_100626613	492	306	321	44	154	1002
RUNX1_chr21_36252860__CASP8_chr2_202134297	250	381	744	58	655	686
RUNX1_chr21_36252860__CDH1_chr16_68771300	1208	1008	795	121	227	611
RUNX1_chr21_36252860__CDH1_chr16_68772250	470	299	714	49	724	679
RUNX1_chr21_36252860__CDH1_chr16_68772255	43	50	70	11	3	406
RUNX1_chr21_36252860__CDK4_chr12_58143253	704	133	94	23	97	64
RUNX1_chr21_36252860__CDK4_chr12_58145497	619	995	135	74	168	586
RUNX1_chr21_36252860__CDK6_chr7_92244474	246	322	541	40	618	13
RUNX1_chr21_36252860__CDK6_chr7_92252365	475	916	726	70	217	436
RUNX1_chr21_36252860__CDK6_chr7_92462628	293	211	311	34	4	96
RUNX1_chr21_36252860__CDKN1B_chr12_12870777	156	259	386	30	10	358
RUNX1_chr21_36252860__CDKN2A_chr9_21971100	748	1719	731	143	1164	1455
RUNX1_chr21_36252860__CHEK1_chr11_125496644	301	476	556	49	434	296
RUNX1_chr21_36252860__CHEK1_chr11_125496687	166	103	231	14	2	192
RUNX1_chr21_36252860__CHEK1_chr11_125499147	14	132	6	9	81	323
RUNX1_chr21_36252860__CHEK2_chr22_29085137	1722	1240	3546	168	408	1878
RUNX1_chr21_36252860__CHEK2_chr22_29090029	109	63	116	12	144	5
RUNX1_chr21_36252860__CHEK2_chr22_29130694	930	1527	1425	133	1178	279
RUNX1_chr21_36252860__EGFR_chr7_55086962	448	227	122	27	3	703
RUNX1_chr21_36252860__EGFR_chr7_55209992	646	247	94	39	688	98
RUNX1_chr21_36252860__ERBB2_chr17_37855800	1690	533	325	85	925	374
RUNX1_chr21_36252860__ERBB2_chr17_37868221	330	621	102	44	94	1085
RUNX1_chr21_36252860__ERBB2_chr17_37868292	636	412	997	74	978	311
RUNX1_chr21_36252860__FGFR2_chr10_123298118	1858	498	187	81	899	342
RUNX1_chr21_36252860__FGFR2_chr10_123298215	686	601	568	92	1175	615
RUNX1_chr21_36252860__FGFR3_chr4_1795735	409	721	617	63	475	524
RUNX1_chr21_36252860__FLT3_chr13_28636172	728	387	1026	73	384	418
RUNX1_chr21_36252860__FLT3_chr13_28674643	1175	384	93	77	834	405
RUNX1_chr21_36252860__FNTA_chr8_42911471	435	214	63	28	204	776
RUNX1_chr21_36252860__GATA3_chr10_8097612	751	397	265	40	541	206
RUNX1_chr21_36252860__GATA3_chr10_8097722	608	260	321	36	973	279
RUNX1_chr21_36252860__GATA3_chr10_8097790	613	365	553	40	533	459
RUNX1_chr21_36252860__HDAC2_chr6_114266539	1105	740	180	78	257	536
RUNX1_chr21_36252860__HDAC6_chrX_48661089	190	136	255	13	3	547
RUNX1_chr21_36252860__HDAC6_chrX_48674389	420	185	190	23	3	580
RUNX1_chr21_36252860__HSP90AA1_chr14_102551760	347	222	212	48	1085	646
RUNX1_chr21_36252860__IGF1R_chr15_99192824	471	449	637	42	177	85
RUNX1_chr21_36252860__IGF1R_chr15_99434664	516	438	119	35	78	236
RUNX1_chr21_36252860__JAK2_chr9_5050721	1407	238	144	44	976	429
RUNX1_chr21_36252860__KDM5C_chrX_53241021	173	170	4	9	0	15
RUNX1_chr21_36252860__KDM6A_chrX_44732838	150	256	175	19	224	140
RUNX1_chr21_36252860__KIT_chr4_55524176	712	106	444	25	112	8
RUNX1_chr21_36252860__MAP2K1_chr15_66679721	772	436	2055	99	41	614
RUNX1_chr21_36252860__MAP2K1_chr15_66679728	1205	490	264	53	136	101
RUNX1_chr21_36252860__MAP2K1_chr15_66679756	521	393	140	36	146	412
RUNX1_chr21_36252860__MAP3K1_chr5_56111382	16	56	25	2	4	1
RUNX1_chr21_36252860__MAP3K1_chr5_56152466	1346	180	538	61	570	187
RUNX1_chr21_36252860__MAP3K1_chr5_56152485	975	745	43	51	25	126
RUNX1_chr21_36252860__MET_chr7_116340188	1458	419	981	74	532	552
RUNX1_chr21_36252860__MET_chr7_116340207	533	524	354	44	268	3
RUNX1_chr21_36252860__MLH1_chr3_37038179	227	792	186	50	870	374
RUNX1_chr21_36252860__MLH1_chr3_37045912	504	124	283	30	259	638
RUNX1_chr21_36252860__MSH6_chr2_48010356	514	128	191	17	202	306
RUNX1_chr21_36252860__MSH6_chr2_48018154	12	152	185	26	141	578
RUNX1_chr21_36252860__MTOR_chr1_11317010	751	594	202	68	571	1151
RUNX1_chr21_36252860__MTOR_chr1_11317149	352	80	31	10	0	294
RUNX1_chr21_36252860__MTOR_chr1_11319459	1212	196	177	28	28	146
RUNX1_chr21_36252860__NF1_chr17_29483038	75	156	92	13	165	111
RUNX1_chr21_36252860__NonTargetingControlGuideForHuman0352	841	1144	636	81	195	654
RUNX1_chr21_36252860__PARP1_chr1_226578249	665	278	88	27	54	244
RUNX1_chr21_36252860__PARP1_chr1_226595581	93	184	1400	50	26	526
RUNX1_chr21_36252860__PBRM1_chr3_52702516	763	369	292	37	147	202
RUNX1_chr21_36252860__PBRM1_chr3_52713723	611	156	36	21	4	355
RUNX1_chr21_36252860__PDGFRA_chr4_55129914	153	248	201	59	1366	1094
RUNX1_chr21_36252860__PIK3CA_chr3_178916614	1212	566	313	100	2010	741
RUNX1_chr21_36252860__PIK3CA_chr3_178919070	144	169	525	33	138	153
RUNX1_chr21_36252860__PIK3R1_chr5_67522521	1251	423	690	64	66	220
RUNX1_chr21_36252860__PIK3R1_chr5_67576421	313	126	36	16	5	256
RUNX1_chr21_36252860__PRKDC_chr8_48686781	1341	767	706	90	346	1107
RUNX1_chr21_36252860__PTEN_chr10_89685297	8	116	23	12	126	64
RUNX1_chr21_36252860__RB1_chr13_48934148	290	138	328	24	64	36
RUNX1_chr21_36252860__ROR1_chr1_64240143	521	858	1031	94	397	1265
RUNX1_chr21_36252860__RPS6KB1_chr17_57987949	302	714	289	51	208	57
RUNX1_chr21_36252860__RRM2_chr2_10262940	820	265	661	35	353	182
RUNX1_chr21_36252860__SETD2_chr3_47142951	135	310	316	31	4	807
RUNX1_chr21_36252860__SMAD4_chr18_48573460	697	77	120	18	9	201
RUNX1_chr21_36252860__SMAD4_chr18_48575673	290	329	143	37	379	744
RUNX1_chr21_36252860__SMAD4_chr18_48586241	540	623	451	49	604	588
RUNX1_chr21_36252860__SMARCB1_chr22_24133993	8	289	339	15	2	5
RUNX1_chr21_36252860__SMO_chr7_128828974	1379	340	446	74	450	384
RUNX1_chr21_36252860__SMO_chr7_128845117	2201	191	318	73	1461	391
RUNX1_chr21_36252860__SRC_chr20_36012562	35	513	246	41	32	59
RUNX1_chr21_36252860__SRC_chr20_36014563	276	366	35	40	5	1183
RUNX1_chr21_36252860__TOP1_chr20_39657693	602	570	9	45	158	5
RUNX1_chr21_36252860__TP53_chr17_7578373	2691	660	878	123	881	1142
RUNX1_chr21_36252860__TP53_chr17_7579881	1687	559	1184	131	609	1532
RUNX1_chr21_36252860__TSC1_chr9_135796748	2461	596	126	88	639	897
RUNX1_chr21_36252860__TYMS_chr18_657730	2423	2104	1594	211	1503	1283
RUNX1_chr21_36252860__VEGFA_chr6_43742108	68	162	11	22	226	457
RUNX1_chr21_36252860__VHL_chr3_10183773	1114	240	123	44	153	840
RUNX1_chr21_36252860__VHL_chr3_10183791	337	145	65	10	2	11
RUNX1_chr21_36252860__WEE1_chr11_9595542	138	629	732	39	115	103
RUNX1_chr21_36252860__WEE1_chr11_9595845	860	702	492	72	116	33
RUNX1_chr21_36252902__ABL1_chr9_133738356	612	809	653	79	535	430
RUNX1_chr21_36252902__ADA_chr20_43280245	276	555	148	55	522	325
RUNX1_chr21_36252902__AKT1_chr14_105239609	21	214	310	40	371	632
RUNX1_chr21_36252902__AKT1_chr14_105239686	1543	732	166	93	793	926
RUNX1_chr21_36252902__ALK_chr2_29541172	521	473	900	63	156	555
RUNX1_chr21_36252902__ALK_chr2_30143522	321	814	635	125	1768	409
RUNX1_chr21_36252902__APC_chr5_112102933	462	950	663	71	74	218
RUNX1_chr21_36252902__ARID1A_chr1_27022876	1270	165	275	35	163	204
RUNX1_chr21_36252902__ARID1A_chr1_27056288	82	253	28	19	5	12
RUNX1_chr21_36252902__ARID2_chr12_46205318	576	1441	1842	168	836	1116
RUNX1_chr21_36252902__ATM_chr11_108098350	232	142	514	26	82	45
RUNX1_chr21_36252902__ATM_chr11_108098390	146	376	8	18	5	180
RUNX1_chr21_36252902__BCL2_chr18_60985877	492	767	1151	121	937	392
RUNX1_chr21_36252902__BRAF_chr7_140508787	2271	696	491	101	268	728
RUNX1_chr21_36252902__BRAF_chr7_140534469	307	833	356	100	1277	897
RUNX1_chr21_36252902__BRAF_chr7_140624501	223	422	7	28	117	153
RUNX1_chr21_36252902__BRCA1_chr17_41256141	44	252	111	22	314	475
RUNX1_chr21_36252902__BRCA2_chr13_32890586	394	197	53	26	204	368
RUNX1_chr21_36252902__BRCA2_chr13_32912006	762	455	184	59	287	558
RUNX1_chr21_36252902__BRD4_chr19_15376361	1363	106	240	57	93	623
RUNX1_chr21_36252902__BRD4_chr19_15376403	947	707	90	88	1114	1407
RUNX1_chr21_36252902__BRD4_chr19_15383894	5	433	416	28	3	334
RUNX1_chr21_36252902__BTK_chrX_100629565	66	164	118	16	4	6
RUNX1_chr21_36252902__CASP8_chr2_202123033	941	426	473	72	224	928
RUNX1_chr21_36252902__CASP8_chr2_202134297	1051	917	144	112	709	311
RUNX1_chr21_36252902__CDK6_chr7_92244474	277	736	1602	106	1401	599
RUNX1_chr21_36252902__CDK9_chr9_130548409	1224	382	456	81	901	683
RUNX1_chr21_36252902__CDK9_chr9_130550235	1276	331	106	47	327	331
RUNX1_chr21_36252902__CDKN1B_chr12_12870931	530	76	32	17	249	6
RUNX1_chr21_36252902__CDKN2A_chr9_21971100	718	576	821	105	1272	2096
RUNX1_chr21_36252902__CDKN2A_chr9_21994327	433	191	5	56	1450	68
RUNX1_chr21_36252902__CHEK1_chr11_125496644	293	567	330	55	237	729
RUNX1_chr21_36252902__CHEK1_chr11_125496687	126	73	284	12	1	24
RUNX1_chr21_36252902__CHEK2_chr22_29090029	237	184	57	21	267	16
RUNX1_chr21_36252902__CHEK2_chr22_29130694	760	653	447	86	918	237
RUNX1_chr21_36252902__DHFR_chr5_79950216	760	756	473	75	516	472
RUNX1_chr21_36252902__DHFR_chr5_79950217	1138	372	1047	106	382	1353
RUNX1_chr21_36252902__EGFR_chr7_55209986	2008	707	441	103	748	487
RUNX1_chr21_36252902__EGFR_chr7_55209992	8	98	749	36	749	56
RUNX1_chr21_36252902__ERBB2_chr17_37868221	248	806	290	54	114	104
RUNX1_chr21_36252902__ERBB2_chr17_37868292	107	326	433	48	249	275
RUNX1_chr21_36252902__FGFR2_chr10_123298118	961	926	560	98	305	758
RUNX1_chr21_36252902__FGFR2_chr10_123353328	897	374	52	51	78	362
RUNX1_chr21_36252902__FGFR3_chr4_1795655	466	277	240	43	353	99
RUNX1_chr21_36252902__FGFR3_chr4_1795736	266	221	463	49	725	485
RUNX1_chr21_36252902__FLT3_chr13_28674643	962	280	676	66	522	79
RUNX1_chr21_36252902__GATA3_chr10_8097722	1515	977	701	126	680	494
RUNX1_chr21_36252902__HDAC2_chr6_114266539	1888	500	271	97	1046	255
RUNX1_chr21_36252902__HDAC2_chr6_114267214	208	93	738	58	1182	47
RUNX1_chr21_36252902__HDAC6_chrX_48674389	1012	241	623	44	4	443
RUNX1_chr21_36252902__HSP90AA1_chr14_102551760	425	880	267	90	484	1092
RUNX1_chr21_36252902__HSP90AA1_chr14_102552141	266	144	800	39	287	54
RUNX1_chr21_36252902__IGF1R_chr15_99192824	934	560	1148	93	423	453
RUNX1_chr21_36252902__IGF1R_chr15_99434807	531	431	308	48	688	161
RUNX1_chr21_36252902__KDM5C_chrX_53254068	1167	520	402	88	939	924
RUNX1_chr21_36252902__KDM6A_chrX_44732838	669	331	162	54	23	1057
RUNX1_chr21_36252902__KIT_chr4_55524164	1814	207	431	90	438	492
RUNX1_chr21_36252902__KIT_chr4_55524176	1378	343	799	81	597	1076
RUNX1_chr21_36252902__KIT_chr4_55524229	852	240	150	49	681	327
RUNX1_chr21_36252902__KMT2D_chr12_49448468	807	759	378	135	719	1234
RUNX1_chr21_36252902__MAP3K1_chr5_56111382	5	164	159	17	74	126
RUNX1_chr21_36252902__MAP3K1_chr5_56152466	338	133	110	19	120	55
RUNX1_chr21_36252902__MAP3K1_chr5_56152485	831	495	217	98	1399	1334
RUNX1_chr21_36252902__MET_chr7_116340188	843	375	1744	73	142	816
RUNX1_chr21_36252902__MLH1_chr3_37038179	83	449	27	34	609	620
RUNX1_chr21_36252902__MSH6_chr2_48018111	2323	1109	2116	192	411	686
RUNX1_chr21_36252902__MSH6_chr2_48018154	695	301	475	53	162	592
RUNX1_chr21_36252902__MTOR_chr1_11317010	2571	236	1125	110	160	1374
RUNX1_chr21_36252902__NF1_chr17_29422308	1967	1097	803	203	2429	1770
RUNX1_chr21_36252902__NF1_chr17_29483038	89	109	9	14	6	203
RUNX1_chr21_36252902__NonTargetingControlGuideForHuman0362	347	752	140	58	435	393
RUNX1_chr21_36252902__NonTargetingControlGuideForHuman0412	1877	192	148	81	1160	257
RUNX1_chr21_36252902__PARP1_chr1_226578249	340	197	7	30	117	95
RUNX1_chr21_36252902__PARP1_chr1_226595581	373	275	440	37	40	203
RUNX1_chr21_36252902__PDGFRA_chr4_55124963	455	814	1178	96	907	1025
RUNX1_chr21_36252902__PDGFRA_chr4_55129914	374	499	305	60	129	1107
RUNX1_chr21_36252902__PIK3R1_chr5_67576410	818	289	308	70	584	529
RUNX1_chr21_36252902__PRKDC_chr8_48686398	408	187	600	45	457	9
RUNX1_chr21_36252902__PRKDC_chr8_48686781	225	833	117	78	875	433
RUNX1_chr21_36252902__PTEN_chr10_89653786	93	347	9	29	800	33
RUNX1_chr21_36252902__PTEN_chr10_89711868	379	227	1008	65	313	381
RUNX1_chr21_36252902__RB1_chr13_48878054	392	287	131	36	2	417
RUNX1_chr21_36252902__RB1_chr13_48934148	179	446	278	53	845	11
RUNX1_chr21_36252902__ROR1_chr1_64240089	99	248	106	35	804	437
RUNX1_chr21_36252902__ROR1_chr1_64240143	1215	319	484	72	329	648
RUNX1_chr21_36252902__RPS6KB1_chr17_57987922	172	107	194	21	84	19
RUNX1_chr21_36252902__RRM2_chr2_10262728	546	142	720	44	280	291
RUNX1_chr21_36252902__RRM2_chr2_10262957	423	148	122	47	354	781
RUNX1_chr21_36252902__SETD2_chr3_47142951	143	191	245	41	729	663
RUNX1_chr21_36252902__SETD2_chr3_47205411	456	566	214	64	27	971
RUNX1_chr21_36252902__SMAD4_chr18_48573460	677	701	272	53	245	209
RUNX1_chr21_36252902__SMAD4_chr18_48575673	1137	1500	227	128	421	928
RUNX1_chr21_36252902__SMARCA4_chr19_11094819	518	432	557	73	428	697
RUNX1_chr21_36252902__SMARCA4_chr19_11094851	799	298	162	46	215	333
RUNX1_chr21_36252902__SMARCB1_chr22_24133993	471	203	87	28	1	510
RUNX1_chr21_36252902__SMO_chr7_128828974	2143	992	253	138	470	1126
RUNX1_chr21_36252902__SMO_chr7_128845081	211	194	201	25	21	274
