construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
SMO_chr7_128845117__PRKDC_chr8_48872683	235	223	73	134	261	0
SMO_chr7_128845117__PTEN_chr10_89653786	57	800	51	260	213	170
SMO_chr7_128845117__PTEN_chr10_89711868	1097	861	1653	1095	681	1149
SMO_chr7_128845117__RB1_chr13_48934148	1	82	0	101	27	136
SMO_chr7_128845117__RB1_chr13_48936969	368	345	152	830	580	2826
SMO_chr7_128845117__ROR1_chr1_64240072	37	226	0	284	574	1421
SMO_chr7_128845117__ROR1_chr1_64240089	361	702	52	163	255	0
SMO_chr7_128845117__ROR1_chr1_64240143	233	559	85	434	722	1978
SMO_chr7_128845117__RPS6KB1_chr17_57970538	495	400	640	128	397	264
SMO_chr7_128845117__RPS6KB1_chr17_57987949	390	816	274	769	681	1740
SMO_chr7_128845117__RRM2_chr2_10262940	249	860	44	139	178	26
SMO_chr7_128845117__RUNX1_chr21_36252902	82	191	69	94	358	185
SMO_chr7_128845117__RUNX1_chr21_36421144	75	142	2	9	274	1
SMO_chr7_128845117__SETD2_chr3_47142951	487	82	45	150	0	212
SMO_chr7_128845117__SETD2_chr3_47142972	575	111	131	384	123	137
SMO_chr7_128845117__SMAD4_chr18_48586241	22	366	0	26	57	0
SMO_chr7_128845117__SMARCA4_chr19_11094819	483	941	102	176	746	300
SMO_chr7_128845117__SMARCB1_chr22_24129339	782	258	1793	156	137	151
SMO_chr7_128845117__SMARCB1_chr22_24133949	584	1170	345	439	1080	415
SMO_chr7_128845117__SMARCB1_chr22_24133993	39	183	0	61	223	0
SMO_chr7_128845117__SRC_chr20_36012562	174	1	181	135	153	176
SMO_chr7_128845117__SRC_chr20_36014563	864	759	988	450	629	76
SMO_chr7_128845117__TOP1_chr20_39657693	119	636	1	114	803	0
SMO_chr7_128845117__TSC1_chr9_135796796	201	732	155	222	803	266
SMO_chr7_128845117__TSC1_chr9_135804256	122	65	122	34	94	39
SMO_chr7_128845117__TYMS_chr18_659656	162	405	157	154	217	66
SMO_chr7_128845117__VEGFA_chr6_43742077	348	608	368	165	753	57
SMO_chr7_128845117__VEGFA_chr6_43742108	118	157	298	53	426	41
SRC_chr20_36012562__ABL1_chr9_133589790	294	366	398	125	266	116
SRC_chr20_36012562__ABL1_chr9_133738356	372	429	662	299	544	9
SRC_chr20_36012562__ADA_chr20_43257696	832	703	333	310	1030	69
SRC_chr20_36012562__ADA_chr20_43257769	1	229	0	0	0	0
SRC_chr20_36012562__ADA_chr20_43280245	0	181	117	87	347	32
SRC_chr20_36012562__ALK_chr2_29541171	52	231	3	39	0	45
SRC_chr20_36012562__ALK_chr2_29541172	0	74	0	11	0	61
SRC_chr20_36012562__ALK_chr2_30143522	949	611	480	511	415	389
SRC_chr20_36012562__APC_chr5_112043408	204	252	207	163	305	0
SRC_chr20_36012562__APC_chr5_112102023	0	159	80	41	373	0
SRC_chr20_36012562__ARID1A_chr1_27056288	159	455	22	58	141	200
SRC_chr20_36012562__ARID2_chr12_46123614	0	0	0	0	183	0
SRC_chr20_36012562__ARID2_chr12_46205318	371	216	262	108	419	491
SRC_chr20_36012562__ARID2_chr12_46254608	45	357	61	81	85	127
SRC_chr20_36012562__ATM_chr11_108098350	115	1086	0	103	396	139
SRC_chr20_36012562__ATM_chr11_108098390	77	304	12	138	18	191
SRC_chr20_36012562__BRAF_chr7_140624501	486	134	489	112	257	0
SRC_chr20_36012562__BRCA1_chr17_41276018	48	55	64	0	169	0
SRC_chr20_36012562__BRCA2_chr13_32890586	165	419	443	48	306	23
SRC_chr20_36012562__BRD4_chr19_15376361	7	523	5	120	15	23
SRC_chr20_36012562__BRD4_chr19_15376403	295	793	0	74	1022	0
SRC_chr20_36012562__BRD4_chr19_15383894	1	0	0	0	0	0
SRC_chr20_36012562__BTK_chrX_100645534	82	170	1	1	500	0
SRC_chr20_36012562__CASP8_chr2_202131404	476	178	57	16	1	45
SRC_chr20_36012562__CASP8_chr2_202134297	21	388	124	86	502	0
SRC_chr20_36012562__CDH1_chr16_68771300	271	1186	1	239	991	31
SRC_chr20_36012562__CDH1_chr16_68772250	225	78	142	143	101	40
SRC_chr20_36012562__CDK4_chr12_58143253	0	0	0	138	60	150
SRC_chr20_36012562__CDK4_chr12_58144705	122	326	122	56	162	33
SRC_chr20_36012562__CDK4_chr12_58145497	140	166	19	57	425	57
SRC_chr20_36012562__CDK6_chr7_92244474	923	839	853	164	1177	117
SRC_chr20_36012562__CDK9_chr9_130548409	190	150	0	40	234	10
SRC_chr20_36012562__CDK9_chr9_130548998	2	273	0	0	96	0
SRC_chr20_36012562__CDKN1B_chr12_12871196	261	698	305	34	589	87
SRC_chr20_36012562__CDKN2A_chr9_21968726	53	11	0	8	344	0
SRC_chr20_36012562__CDKN2A_chr9_21971100	706	927	636	59	677	118
SRC_chr20_36012562__CHEK1_chr11_125499147	31	395	0	0	247	58
SRC_chr20_36012562__CHEK2_chr22_29130694	708	506	391	215	437	135
SRC_chr20_36012562__DHFR_chr5_79950217	95	456	0	151	390	58
SRC_chr20_36012562__ERBB2_chr17_37855800	156	385	775	70	476	76
SRC_chr20_36012562__FGFR2_chr10_123298215	257	0	109	15	612	23
SRC_chr20_36012562__FGFR3_chr4_1795655	490	313	576	24	442	0
SRC_chr20_36012562__FLT3_chr13_28636131	374	21	320	118	497	58
SRC_chr20_36012562__FLT3_chr13_28636172	355	490	816	150	803	1
SRC_chr20_36012562__FNTA_chr8_42911471	449	81	283	75	97	0
SRC_chr20_36012562__FNTA_chr8_42914260	20	632	0	0	97	0
SRC_chr20_36012562__FNTA_chr8_42924781	240	389	0	315	324	281
SRC_chr20_36012562__GATA3_chr10_8097612	385	692	332	166	703	100
SRC_chr20_36012562__GATA3_chr10_8097722	375	243	109	164	106	122
SRC_chr20_36012562__GATA3_chr10_8097790	1340	444	1983	120	724	210
SRC_chr20_36012562__HDAC1_chr1_32792601	460	171	144	112	425	33
SRC_chr20_36012562__HDAC6_chrX_48661089	576	168	562	42	133	28
SRC_chr20_36012562__HDAC6_chrX_48674389	38	50	0	70	276	0
SRC_chr20_36012562__HSP90AA1_chr14_102551760	288	368	126	163	549	35
SRC_chr20_36012562__IGF1R_chr15_99192824	325	509	479	39	852	0
SRC_chr20_36012562__IGF1R_chr15_99434807	136	36	0	1	199	0
SRC_chr20_36012562__JAK2_chr9_5021970	0	148	0	36	0	3
SRC_chr20_36012562__JAK2_chr9_5050721	0	191	0	0	132	0
SRC_chr20_36012562__JAK2_chr9_5050816	131	0	202	0	407	0
SRC_chr20_36012562__KDM5C_chrX_53241022	161	141	151	486	49	460
SRC_chr20_36012562__KIT_chr4_55524164	444	243	339	166	343	55
SRC_chr20_36012562__KIT_chr4_55524176	24	314	1	102	400	408
SRC_chr20_36012562__KIT_chr4_55524229	0	25	0	3	2	3
SRC_chr20_36012562__KMT2D_chr12_49448168	268	219	48	103	295	13
SRC_chr20_36012562__KMT2D_chr12_49448468	669	454	912	110	383	9
SRC_chr20_36012562__MAP2K1_chr15_66679721	191	637	4	120	727	52
SRC_chr20_36012562__MAP2K1_chr15_66679728	683	614	583	214	253	17
SRC_chr20_36012562__MAP2K1_chr15_66679756	14	811	28	278	655	243
SRC_chr20_36012562__MAP3K1_chr5_56152466	15	272	0	166	174	80
SRC_chr20_36012562__MET_chr7_116339123	488	283	261	15	633	0
SRC_chr20_36012562__MLH1_chr3_37045912	184	245	181	218	610	641
SRC_chr20_36012562__MSH6_chr2_48018111	796	587	613	295	484	147
SRC_chr20_36012562__MSH6_chr2_48018154	164	311	63	131	302	17
SRC_chr20_36012562__NF1_chr17_29422308	391	448	211	653	742	525
SRC_chr20_36012562__NonTargetingControlGuideForHuman0362	82	720	1	141	614	226
SRC_chr20_36012562__NonTargetingControlGuideForHuman0412	759	472	270	764	1587	638
SRC_chr20_36012562__PARP1_chr1_226578249	524	816	216	171	645	43
SRC_chr20_36012562__PBRM1_chr3_52696257	0	180	0	108	79	43
SRC_chr20_36012562__PBRM1_chr3_52702516	0	209	0	537	517	541
SRC_chr20_36012562__PBRM1_chr3_52713723	15	360	0	66	129	64
SRC_chr20_36012562__PDGFRA_chr4_55124932	880	36	592	322	326	169
SRC_chr20_36012562__PDGFRA_chr4_55124963	1	263	0	163	1	180
SRC_chr20_36012562__PIK3CA_chr3_178916614	170	459	78	235	71	90
SRC_chr20_36012562__PIK3CA_chr3_178919070	0	0	0	23	0	0
SRC_chr20_36012562__PIK3CA_chr3_178919167	790	387	225	132	306	0
SRC_chr20_36012562__PRKDC_chr8_48686398	461	473	85	172	567	48
SRC_chr20_36012562__RB1_chr13_48936969	47	122	84	175	693	1
SRC_chr20_36012562__ROR1_chr1_64240089	406	826	265	321	213	178
SRC_chr20_36012562__ROR1_chr1_64240143	326	593	1	265	729	581
SRC_chr20_36012562__RPS6KB1_chr17_57970538	163	325	372	388	259	371
SRC_chr20_36012562__RPS6KB1_chr17_57987922	1	361	1	218	349	296
SRC_chr20_36012562__RPS6KB1_chr17_57987949	405	834	365	181	188	117
SRC_chr20_36012562__RRM2_chr2_10262940	57	245	21	44	760	1
SRC_chr20_36012562__RRM2_chr2_10262957	0	277	2	211	503	112
SRC_chr20_36012562__RUNX1_chr21_36252902	130	771	0	196	224	199
SRC_chr20_36012562__RUNX1_chr21_36421144	0	99	0	47	38	108
SRC_chr20_36012562__SETD2_chr3_47142951	104	518	85	336	546	216
SRC_chr20_36012562__SMAD4_chr18_48575673	267	554	45	152	486	362
SRC_chr20_36012562__SMARCA4_chr19_11094819	1474	1307	899	281	1339	406
SRC_chr20_36012562__SMARCA4_chr19_11094851	34	0	0	23	114	1
SRC_chr20_36012562__SMARCA4_chr19_11095011	621	19	621	137	426	0
SRC_chr20_36012562__SMARCB1_chr22_24129339	0	2	25	277	651	262
SRC_chr20_36012562__SMARCB1_chr22_24133949	0	342	0	84	178	0
SRC_chr20_36012562__SMARCB1_chr22_24133993	106	350	24	202	531	126
SRC_chr20_36012562__TOP1_chr20_39657693	306	235	0	135	328	1
SRC_chr20_36012562__TOP1_chr20_39690109	0	0	0	123	158	8
SRC_chr20_36012562__TP53_chr17_7578373	612	836	673	409	695	414
SRC_chr20_36012562__TSC1_chr9_135796796	1487	807	531	374	855	97
SRC_chr20_36012562__TSC1_chr9_135804256	71	28	137	0	125	1
SRC_chr20_36012562__TYMS_chr18_659656	135	327	11	86	9	70
SRC_chr20_36012562__TYMS_chr18_659665	522	482	1102	111	666	0
SRC_chr20_36012562__VEGFA_chr6_43738425	282	534	306	58	238	0
SRC_chr20_36012562__VEGFA_chr6_43742077	646	888	137	442	1033	266
SRC_chr20_36012562__VHL_chr3_10183773	51	585	0	68	834	0
SRC_chr20_36012562__WEE1_chr11_9595845	0	593	0	0	361	0
SRC_chr20_36014563__ABL1_chr9_133738283	335	111	240	50	0	1
SRC_chr20_36014563__ABL1_chr9_133738356	1350	554	557	472	1380	219
SRC_chr20_36014563__ADA_chr20_43280245	766	769	483	284	1454	476
SRC_chr20_36014563__AKT1_chr14_105239686	166	932	1	386	363	190
SRC_chr20_36014563__AKT1_chr14_105258968	296	495	128	300	560	399
SRC_chr20_36014563__ALK_chr2_29541172	305	71	38	64	128	102
SRC_chr20_36014563__APC_chr5_112043408	1438	875	675	302	1333	104
SRC_chr20_36014563__ARID1A_chr1_27056286	709	1083	421	857	1407	362
SRC_chr20_36014563__ARID1A_chr1_27056288	443	658	317	593	427	780
SRC_chr20_36014563__ATM_chr11_108098350	280	863	54	124	248	0
SRC_chr20_36014563__ATM_chr11_108098390	390	190	285	342	1039	93
SRC_chr20_36014563__ATM_chr11_108098402	19	0	0	0	75	0
SRC_chr20_36014563__BCL2_chr18_60795945	243	138	171	220	383	739
SRC_chr20_36014563__BRAF_chr7_140508787	1362	1019	1576	470	1454	249
SRC_chr20_36014563__BRAF_chr7_140624501	202	454	456	14	26	41
SRC_chr20_36014563__BRCA1_chr17_41256141	421	381	834	297	792	52
SRC_chr20_36014563__BRCA1_chr17_41267735	117	67	0	2	0	0
SRC_chr20_36014563__BRCA2_chr13_32890586	55	949	1	415	721	201
SRC_chr20_36014563__BRCA2_chr13_32912006	38	311	0	183	297	0
SRC_chr20_36014563__BRD4_chr19_15383894	167	172	486	106	89	1
SRC_chr20_36014563__BTK_chrX_100629565	513	951	1705	578	1250	758
SRC_chr20_36014563__BTK_chrX_100645534	579	375	17	414	1047	461
SRC_chr20_36014563__CASP8_chr2_202123033	944	520	1454	80	483	1
SRC_chr20_36014563__CDK4_chr12_58144705	194	117	1	177	662	65
SRC_chr20_36014563__CDK4_chr12_58145497	323	699	0	412	481	899
SRC_chr20_36014563__CDK6_chr7_92244474	324	1207	278	745	1013	1032
SRC_chr20_36014563__CDK6_chr7_92252365	108	147	298	70	137	38
SRC_chr20_36014563__CDK9_chr9_130548998	0	207	0	111	395	334
SRC_chr20_36014563__CDKN1B_chr12_12870931	299	502	68	168	369	175
SRC_chr20_36014563__CDKN2A_chr9_21971100	288	694	195	500	1216	706
SRC_chr20_36014563__CDKN2A_chr9_21994327	43	483	0	252	81	522
SRC_chr20_36014563__CHEK1_chr11_125496644	1372	220	2402	358	851	108
SRC_chr20_36014563__CHEK1_chr11_125499147	199	75	73	121	83	0
SRC_chr20_36014563__CHEK2_chr22_29085137	963	729	1021	350	821	1231
SRC_chr20_36014563__DHFR_chr5_79949819	390	279	130	0	725	0
SRC_chr20_36014563__DHFR_chr5_79950216	201	194	776	281	455	167
SRC_chr20_36014563__EGFR_chr7_55086962	183	951	144	243	750	639
SRC_chr20_36014563__EGFR_chr7_55209992	182	424	270	132	279	0
SRC_chr20_36014563__ERBB2_chr17_37868221	121	232	25	99	40	136
SRC_chr20_36014563__FGFR2_chr10_123298215	188	408	144	174	52	322
SRC_chr20_36014563__FGFR2_chr10_123353328	536	284	215	391	178	576
SRC_chr20_36014563__FGFR3_chr4_1795655	758	381	780	191	995	678
SRC_chr20_36014563__FGFR3_chr4_1795736	569	245	724	185	683	72
SRC_chr20_36014563__FLT3_chr13_28636131	247	729	112	114	405	174
SRC_chr20_36014563__FNTA_chr8_42914260	0	368	0	81	189	0
SRC_chr20_36014563__FNTA_chr8_42924781	581	660	59	199	589	95
SRC_chr20_36014563__GATA3_chr10_8097790	135	274	93	103	600	58
SRC_chr20_36014563__HDAC1_chr1_32792637	388	464	192	13	955	47
SRC_chr20_36014563__HDAC2_chr6_114267214	619	511	25	215	685	96
SRC_chr20_36014563__HDAC2_chr6_114292056	133	0	171	248	416	76
SRC_chr20_36014563__HDAC6_chrX_48661385	1005	842	369	511	691	361
SRC_chr20_36014563__JAK2_chr9_5021970	69	497	195	94	666	140
SRC_chr20_36014563__JAK2_chr9_5050721	1419	830	749	910	812	689
SRC_chr20_36014563__JAK2_chr9_5050816	534	279	298	66	187	24
SRC_chr20_36014563__KDM5C_chrX_53241022	821	982	737	421	789	331
SRC_chr20_36014563__KDM5C_chrX_53254068	493	1497	82	390	624	263
SRC_chr20_36014563__KDM6A_chrX_44732838	343	380	546	464	419	1079
SRC_chr20_36014563__KDM6A_chrX_44820616	170	169	181	128	53	176
SRC_chr20_36014563__KIT_chr4_55524164	164	1186	1	484	193	414
SRC_chr20_36014563__KIT_chr4_55524229	299	390	128	82	679	0
SRC_chr20_36014563__KMT2D_chr12_49448468	1513	2807	1128	697	1386	351
SRC_chr20_36014563__MAP2K1_chr15_66679728	405	276	158	47	750	154
SRC_chr20_36014563__MAP3K1_chr5_56111382	442	230	465	159	203	120
SRC_chr20_36014563__MAP3K1_chr5_56152466	227	926	156	0	670	0
SRC_chr20_36014563__MET_chr7_116339123	261	223	0	21	285	0
SRC_chr20_36014563__MET_chr7_116340207	503	554	392	270	483	488
SRC_chr20_36014563__MLH1_chr3_37035029	284	194	577	168	354	110
SRC_chr20_36014563__MLH1_chr3_37038179	114	311	60	273	1468	127
SRC_chr20_36014563__MSH6_chr2_48018111	509	1629	249	655	1656	1078
SRC_chr20_36014563__MSH6_chr2_48018154	280	128	99	32	132	0
SRC_chr20_36014563__MTOR_chr1_11317010	523	754	478	402	857	297
SRC_chr20_36014563__NonTargetingControlGuideForHuman0352	842	734	167	203	1114	87
SRC_chr20_36014563__PARP1_chr1_226578249	693	788	258	514	495	458
SRC_chr20_36014563__PARP1_chr1_226595581	211	79	214	85	579	98
SRC_chr20_36014563__PDGFRA_chr4_55124932	157	241	135	392	375	283
SRC_chr20_36014563__PDGFRA_chr4_55124963	782	1076	1069	554	1036	758
SRC_chr20_36014563__PDGFRA_chr4_55129914	799	740	807	176	461	1
SRC_chr20_36014563__PIK3CA_chr3_178919167	811	489	533	317	698	280
SRC_chr20_36014563__PIK3R1_chr5_67576410	136	587	0	80	169	1
SRC_chr20_36014563__PIK3R1_chr5_67576421	210	219	36	172	514	134
SRC_chr20_36014563__PRKDC_chr8_48686398	332	744	245	397	609	283
SRC_chr20_36014563__PRKDC_chr8_48872683	560	587	45	518	759	1057
SRC_chr20_36014563__PTEN_chr10_89653786	316	980	830	782	764	1364
SRC_chr20_36014563__PTEN_chr10_89685297	41	225	534	371	169	927
SRC_chr20_36014563__PTEN_chr10_89711868	693	84	1042	476	188	639
SRC_chr20_36014563__RB1_chr13_48878054	300	396	63	44	636	46
SRC_chr20_36014563__RB1_chr13_48936969	264	360	261	51	472	90
SRC_chr20_36014563__ROR1_chr1_64240143	439	958	170	481	808	359
SRC_chr20_36014563__RPS6KB1_chr17_57970538	131	91	146	368	321	323
SRC_chr20_36014563__RRM2_chr2_10262957	215	506	218	0	151	0
SRC_chr20_36014563__RUNX1_chr21_36252902	448	255	161	141	260	139
SRC_chr20_36014563__SETD2_chr3_47142951	178	390	78	165	188	51
SRC_chr20_36014563__SETD2_chr3_47142972	254	443	0	224	425	1
SRC_chr20_36014563__SMAD4_chr18_48586241	1	422	0	266	179	42
SRC_chr20_36014563__SMARCA4_chr19_11094851	190	1267	24	397	761	774
SRC_chr20_36014563__SMARCA4_chr19_11095011	559	934	223	416	206	577
SRC_chr20_36014563__SMARCB1_chr22_24129339	400	300	549	55	470	13
SRC_chr20_36014563__SMARCB1_chr22_24133949	235	653	66	175	583	0
SRC_chr20_36014563__SMARCB1_chr22_24133993	456	382	839	219	456	79
SRC_chr20_36014563__TOP1_chr20_39657693	40	359	1	1	1296	0
SRC_chr20_36014563__TOP1_chr20_39690055	2	373	41	58	724	21
SRC_chr20_36014563__TOP1_chr20_39690109	0	72	0	54	224	0
SRC_chr20_36014563__TP53_chr17_7577537	527	818	81	328	378	390
SRC_chr20_36014563__TSC1_chr9_135796748	321	409	210	133	1062	89
SRC_chr20_36014563__TSC1_chr9_135796796	1495	519	231	93	328	69
SRC_chr20_36014563__TYMS_chr18_657730	555	708	406	442	1224	390
SRC_chr20_36014563__TYMS_chr18_659656	229	408	78	224	453	0
SRC_chr20_36014563__TYMS_chr18_659665	303	392	125	143	814	48
SRC_chr20_36014563__VEGFA_chr6_43738425	20	593	0	342	146	241
SRC_chr20_36014563__VEGFA_chr6_43742077	241	334	548	101	183	101
SRC_chr20_36014563__VEGFA_chr6_43742108	129	471	13	49	767	29
SRC_chr20_36014563__VHL_chr3_10183518	243	293	209	1	219	0
SRC_chr20_36014563__VHL_chr3_10183773	8	290	25	17	641	0
SRC_chr20_36014563__WEE1_chr11_9595462	314	337	349	170	671	15
SRC_chr20_36022600__ADA_chr20_43257696	128	194	128	98	339	0
SRC_chr20_36022600__ADA_chr20_43257769	929	779	881	371	985	222
SRC_chr20_36022600__ADA_chr20_43280245	498	608	142	468	464	665
SRC_chr20_36022600__AKT1_chr14_105239609	1092	365	1212	545	1719	650
SRC_chr20_36022600__ALK_chr2_30143522	756	672	31	365	787	92
SRC_chr20_36022600__APC_chr5_112043408	1562	708	1621	589	700	1126
SRC_chr20_36022600__APC_chr5_112102933	148	304	187	105	593	127
SRC_chr20_36022600__ARID1A_chr1_27056286	255	192	1003	269	255	268
SRC_chr20_36022600__ARID1A_chr1_27056288	728	909	902	135	1026	0
SRC_chr20_36022600__ARID2_chr12_46254608	762	433	1554	260	495	1
SRC_chr20_36022600__BCL2_chr18_60795960	419	1007	548	241	309	154
SRC_chr20_36022600__BCL2_chr18_60985877	588	734	769	372	811	850
SRC_chr20_36022600__BRAF_chr7_140534469	888	1255	1032	281	772	365
SRC_chr20_36022600__BRCA1_chr17_41256141	757	815	296	497	409	327
SRC_chr20_36022600__BRCA1_chr17_41267735	196	432	8	53	199	0
SRC_chr20_36022600__BRCA2_chr13_32914228	346	384	245	170	162	85
SRC_chr20_36022600__BRD4_chr19_15376403	614	760	478	354	790	618
SRC_chr20_36022600__BRD4_chr19_15383894	69	248	85	123	338	190
SRC_chr20_36022600__BTK_chrX_100629565	336	303	154	111	718	56
SRC_chr20_36022600__CASP8_chr2_202134297	267	767	25	338	368	503
SRC_chr20_36022600__CDH1_chr16_68771300	695	991	527	579	474	889
SRC_chr20_36022600__CDK4_chr12_58143253	43	750	54	394	830	103
SRC_chr20_36022600__CDK4_chr12_58145497	254	295	115	328	542	129
SRC_chr20_36022600__CDK9_chr9_130548409	1638	902	1434	821	1189	584
SRC_chr20_36022600__CDKN1B_chr12_12870931	48	567	1	651	354	1100
SRC_chr20_36022600__CDKN1B_chr12_12871196	55	317	0	104	211	5
SRC_chr20_36022600__CDKN2A_chr9_21971100	454	336	328	837	428	1013
SRC_chr20_36022600__CHEK2_chr22_29090029	268	191	237	23	161	0
SRC_chr20_36022600__CHEK2_chr22_29130694	74	911	230	287	313	460
SRC_chr20_36022600__ERBB2_chr17_37855800	131	1072	66	225	551	232
SRC_chr20_36022600__FGFR2_chr10_123298118	613	726	428	346	368	416
SRC_chr20_36022600__FGFR2_chr10_123298215	607	189	469	169	1104	0
SRC_chr20_36022600__FGFR3_chr4_1795655	362	253	481	40	375	0
SRC_chr20_36022600__GATA3_chr10_8097722	882	463	546	313	1278	371
SRC_chr20_36022600__GATA3_chr10_8097790	319	609	458	122	212	0
SRC_chr20_36022600__HDAC1_chr1_32792601	661	246	203	576	278	453
SRC_chr20_36022600__HDAC2_chr6_114266539	95	303	134	255	703	140
SRC_chr20_36022600__HDAC2_chr6_114267214	1316	569	2824	54	572	0
SRC_chr20_36022600__HDAC6_chrX_48674389	159	390	86	273	193	111
SRC_chr20_36022600__HSP90AA1_chr14_102551760	445	1230	407	824	875	429
SRC_chr20_36022600__HSP90AA1_chr14_102605736	1241	1087	1884	869	1520	1106
SRC_chr20_36022600__IGF1R_chr15_99192824	777	1819	549	60	1088	0
SRC_chr20_36022600__IGF1R_chr15_99434664	224	1344	49	14	1246	5
SRC_chr20_36022600__JAK2_chr9_5021970	672	147	292	301	214	78
SRC_chr20_36022600__KDM5C_chrX_53241021	135	569	135	88	405	1
SRC_chr20_36022600__KDM5C_chrX_53254068	306	507	1	555	623	387
SRC_chr20_36022600__KDM6A_chrX_44732838	1006	208	1580	147	763	74
SRC_chr20_36022600__KDM6A_chrX_44820616	495	249	964	248	535	828
SRC_chr20_36022600__KIT_chr4_55524176	150	266	66	82	52	68
SRC_chr20_36022600__KMT2D_chr12_49448161	664	706	589	139	695	264
SRC_chr20_36022600__KMT2D_chr12_49448168	445	872	489	151	525	0
SRC_chr20_36022600__MAP2K1_chr15_66679721	687	321	159	397	750	478
SRC_chr20_36022600__MAP2K1_chr15_66679728	526	1112	33	694	784	1223
SRC_chr20_36022600__MAP3K1_chr5_56111382	334	208	245	129	432	93
SRC_chr20_36022600__MAP3K1_chr5_56152466	198	477	0	0	278	0
SRC_chr20_36022600__MAP3K1_chr5_56152485	783	319	631	119	614	141
SRC_chr20_36022600__MET_chr7_116339123	624	366	379	252	268	234
SRC_chr20_36022600__MLH1_chr3_37038179	1012	697	381	56	1386	1
SRC_chr20_36022600__MLH1_chr3_37045912	170	1258	154	77	536	0
SRC_chr20_36022600__MSH6_chr2_48010356	689	13	650	216	1046	0
SRC_chr20_36022600__MTOR_chr1_11317010	1486	1416	588	98	1047	208
SRC_chr20_36022600__MTOR_chr1_11317149	347	422	455	138	303	24
SRC_chr20_36022600__MTOR_chr1_11319459	413	210	711	387	267	0
SRC_chr20_36022600__NonTargetingControlGuideForHuman0352	1528	835	1221	401	663	525
SRC_chr20_36022600__PARP1_chr1_226578249	908	459	616	729	522	1081
SRC_chr20_36022600__PARP1_chr1_226595581	572	405	644	103	476	59
SRC_chr20_36022600__PBRM1_chr3_52696257	296	572	317	478	392	850
SRC_chr20_36022600__PDGFRA_chr4_55124932	991	728	812	317	1172	217
SRC_chr20_36022600__PDGFRA_chr4_55129914	345	500	332	1246	710	2099
SRC_chr20_36022600__PIK3CA_chr3_178919070	50	302	0	33	34	0
SRC_chr20_36022600__PIK3R1_chr5_67522521	649	1358	112	334	854	234
SRC_chr20_36022600__PRKDC_chr8_48686781	1043	1028	661	373	596	593
SRC_chr20_36022600__PRKDC_chr8_48872683	1190	1222	1112	307	1033	806
SRC_chr20_36022600__PTEN_chr10_89653786	939	332	565	578	588	471
SRC_chr20_36022600__PTEN_chr10_89711868	287	1104	498	1296	546	3497
SRC_chr20_36022600__RB1_chr13_48878054	380	2	297	296	732	826
SRC_chr20_36022600__RB1_chr13_48934148	824	494	1908	461	371	345
SRC_chr20_36022600__RB1_chr13_48936969	405	242	318	538	113	610
SRC_chr20_36022600__ROR1_chr1_64240072	1570	980	1299	315	1765	177
SRC_chr20_36022600__ROR1_chr1_64240089	1404	804	499	876	885	1247
SRC_chr20_36022600__RPS6KB1_chr17_57970538	643	898	662	271	719	179
SRC_chr20_36022600__RRM2_chr2_10262728	418	550	107	365	107	8
SRC_chr20_36022600__RUNX1_chr21_36252860	506	500	365	541	249	543
SRC_chr20_36022600__RUNX1_chr21_36252902	1112	370	1531	322	1150	176
SRC_chr20_36022600__SETD2_chr3_47142951	171	542	75	118	519	63
SRC_chr20_36022600__SETD2_chr3_47142972	527	262	4	257	162	23
SRC_chr20_36022600__SMAD4_chr18_48586241	1118	468	1337	659	697	927
SRC_chr20_36022600__SMARCA4_chr19_11094819	552	521	308	387	644	288
SRC_chr20_36022600__SMARCA4_chr19_11095011	327	276	262	260	980	263
SRC_chr20_36022600__SMARCB1_chr22_24133949	205	811	0	586	442	131
SRC_chr20_36022600__SMARCB1_chr22_24133993	29	222	0	175	168	0
SRC_chr20_36022600__SMO_chr7_128845081	186	501	306	323	791	222
SRC_chr20_36022600__SMO_chr7_128845117	276	777	23	355	354	75
SRC_chr20_36022600__TOP1_chr20_39657693	55	439	71	37	384	123
SRC_chr20_36022600__TP53_chr17_7578373	167	365	66	510	217	1329
SRC_chr20_36022600__TP53_chr17_7579881	177	480	476	360	478	926
SRC_chr20_36022600__TSC1_chr9_135796748	165	606	13	83	703	305
SRC_chr20_36022600__TSC1_chr9_135796796	299	100	130	49	464	64
SRC_chr20_36022600__VEGFA_chr6_43742077	493	638	570	227	769	173
SRC_chr20_36022600__VHL_chr3_10183518	481	622	610	335	1296	157
SRC_chr20_36022600__WEE1_chr11_9595845	27	507	0	15	468	0
