construct_id	ln229_cas9trex2B_t0_S5_trimmed53_len_filtered_counts	ln229_cas9B_t0_S3_trimmed53_len_filtered_counts	ln229_cas9trex2A_t0_S4_trimmed53_len_filtered_counts	ln229_cas9A_t0_S2_trimmed53_len_filtered_counts	ln229_parent_t0_S1_trimmed53_len_filtered_counts
TYMS_chr18_657730__JAK2_chr9_5050721	51	2	35	3	0
TYMS_chr18_657730__JAK2_chr9_5050816	0	2	1	0	0
TYMS_chr18_657730__KDM5C_chrX_53241021	197	1	0	3129	2
TYMS_chr18_657730__KDM5C_chrX_53241022	226	0	0	4	1
TYMS_chr18_657730__KDM6A_chrX_44820615	258	4	143	811	4
TYMS_chr18_657730__KIT_chr4_55524164	995	3	523	30	4
TYMS_chr18_657730__KIT_chr4_55524176	53	1	297	3	5
TYMS_chr18_657730__KIT_chr4_55524229	9	4	0	4	1607
TYMS_chr18_657730__KMT2D_chr12_49448161	481	9	29	129	1909
TYMS_chr18_657730__MAP2K1_chr15_66679721	816	4861	458	1483	3754
TYMS_chr18_657730__MAP2K1_chr15_66679756	450	96	59	3227	6
TYMS_chr18_657730__MAP3K1_chr5_56111382	547	90	0	38	0
TYMS_chr18_657730__MAP3K1_chr5_56152485	1520	278	101	768	4
TYMS_chr18_657730__MET_chr7_116340188	976	154	1	394	566
TYMS_chr18_657730__MSH6_chr2_48018154	498	526	474	1	4
TYMS_chr18_657730__MTOR_chr1_11317149	312	0	267	1466	3
TYMS_chr18_657730__NF1_chr17_29422308	436	6	466	4	9
TYMS_chr18_657730__NF1_chr17_29483038	354	0	0	3	5
TYMS_chr18_657730__NonTargetingControlGuideForHuman0362	1238	1530	151	4	2856
TYMS_chr18_657730__NonTargetingControlGuideForHuman0412	622	281	56	2369	2
TYMS_chr18_657730__PARP1_chr1_226578301	693	2	23	6	1
TYMS_chr18_657730__PARP1_chr1_226595581	1	2	568	143	415
TYMS_chr18_657730__PBRM1_chr3_52696257	197	3	0	2	2036
TYMS_chr18_657730__PBRM1_chr3_52713723	1575	105	801	491	3
TYMS_chr18_657730__PDGFRA_chr4_55124932	1	766	166	5	6
TYMS_chr18_657730__PIK3CA_chr3_178916614	41	2	434	223	194
TYMS_chr18_657730__PIK3CA_chr3_178919070	0	764	0	0	2
TYMS_chr18_657730__PIK3R1_chr5_67522521	385	0	109	3	109
TYMS_chr18_657730__PRKDC_chr8_48686398	52	2	396	442	1569
TYMS_chr18_657730__PRKDC_chr8_48872683	185	208	4	567	15
TYMS_chr18_657730__PTEN_chr10_89653786	187	894	232	976	2146
TYMS_chr18_657730__RB1_chr13_48878054	94	0	72	3	0
TYMS_chr18_657730__RB1_chr13_48936969	53	0	0	2	590
TYMS_chr18_657730__ROR1_chr1_64240072	1034	17	1057	3553	1400
TYMS_chr18_657730__RPS6KB1_chr17_57987922	209	3	1	890	639
TYMS_chr18_657730__RRM2_chr2_10262728	144	4	166	974	2
TYMS_chr18_657730__RRM2_chr2_10262940	538	5	466	919	1292
TYMS_chr18_657730__RRM2_chr2_10262957	201	1044	389	264	3
TYMS_chr18_657730__SETD2_chr3_47142972	1778	1948	150	8	455
TYMS_chr18_657730__SETD2_chr3_47205411	20	3	7	4	2162
TYMS_chr18_657730__SMAD4_chr18_48573460	264	0	460	386	1576
TYMS_chr18_657730__SMARCB1_chr22_24129339	514	865	0	5	1637
TYMS_chr18_657730__SMO_chr7_128828974	358	2	0	4	2175
TYMS_chr18_657730__SMO_chr7_128845117	1339	1	467	1993	580
TYMS_chr18_657730__SRC_chr20_36012562	169	5915	8	1152	2
TYMS_chr18_657730__SRC_chr20_36022600	526	1536	150	31	1809
TYMS_chr18_657730__TOP1_chr20_39657693	1286	2799	40	1775	3
TYMS_chr18_657730__TOP1_chr20_39690055	100	310	0	1	9
TYMS_chr18_657730__TP53_chr17_7578373	137	6	0	190	1
TYMS_chr18_657730__TP53_chr17_7579881	89	23	830	3	2
TYMS_chr18_657730__TSC1_chr9_135796748	659	80	13	89	3487
TYMS_chr18_657730__VEGFA_chr6_43742077	454	4	566	66	5
TYMS_chr18_657730__VHL_chr3_10183518	1193	917	393	536	8
TYMS_chr18_657730__VHL_chr3_10183791	12	2697	111	2363	3
TYMS_chr18_657730__WEE1_chr11_9595542	311	3	0	2	0
TYMS_chr18_659656__ABL1_chr9_133589790	379	0	0	4	1
TYMS_chr18_659656__ABL1_chr9_133738283	33	0	1	2	885
TYMS_chr18_659656__ADA_chr20_43257696	553	0	228	2	0
TYMS_chr18_659656__AKT1_chr14_105239686	446	1	56	0	2
TYMS_chr18_659656__ALK_chr2_29541171	1	247	348	0	1
TYMS_chr18_659656__ALK_chr2_29541172	361	137	544	0	4
TYMS_chr18_659656__APC_chr5_112043408	89	2303	617	810	1723
TYMS_chr18_659656__APC_chr5_112102023	0	0	0	52	1
TYMS_chr18_659656__APC_chr5_112102933	837	0	0	278	1
TYMS_chr18_659656__ARID1A_chr1_27022876	326	0	1	0	187
TYMS_chr18_659656__ARID2_chr12_46123614	101	3	7	800	0
TYMS_chr18_659656__ARID2_chr12_46254608	813	1018	0	1	2
TYMS_chr18_659656__ATM_chr11_108098350	8	744	2	3	1
TYMS_chr18_659656__ATM_chr11_108098390	682	4	540	2995	1
TYMS_chr18_659656__BCL2_chr18_60795945	0	2	73	0	0
TYMS_chr18_659656__BCL2_chr18_60795960	917	4	203	3	3046
TYMS_chr18_659656__BCL2_chr18_60985877	0	1	0	1	3
TYMS_chr18_659656__BRAF_chr7_140534469	564	2	1037	2883	3
TYMS_chr18_659656__BRAF_chr7_140624501	766	0	603	965	1
TYMS_chr18_659656__BRCA1_chr17_41256141	269	0	42	0	2442
TYMS_chr18_659656__BRCA2_chr13_32890586	138	1020	392	97	1
TYMS_chr18_659656__BRCA2_chr13_32912006	62	0	0	1	1
TYMS_chr18_659656__BRD4_chr19_15376361	13	0	0	0	4
TYMS_chr18_659656__BRD4_chr19_15376403	98	0	2	2	1
TYMS_chr18_659656__BRD4_chr19_15383894	1064	0	0	1	4
TYMS_chr18_659656__BTK_chrX_100626613	137	0	0	0	0
TYMS_chr18_659656__BTK_chrX_100629565	385	2	1	2	0
TYMS_chr18_659656__BTK_chrX_100645534	0	1507	184	92	1
TYMS_chr18_659656__CASP8_chr2_202134297	247	2	145	3371	5
TYMS_chr18_659656__CDH1_chr16_68772255	1	0	1	0	1
TYMS_chr18_659656__CDK6_chr7_92244474	1184	99	57	1387	2
TYMS_chr18_659656__CDK6_chr7_92252365	560	985	72	1	0
TYMS_chr18_659656__CDK9_chr9_130548409	532	0	500	4	4
TYMS_chr18_659656__CDKN1B_chr12_12871196	650	0	835	1178	2
TYMS_chr18_659656__CDKN2A_chr9_21971100	315	5	0	981	7
TYMS_chr18_659656__CDKN2A_chr9_21994327	57	6935	827	3	2
TYMS_chr18_659656__CHEK1_chr11_125496644	778	1	665	1	1
TYMS_chr18_659656__CHEK2_chr22_29085137	21	0	2	1	2
TYMS_chr18_659656__CHEK2_chr22_29090029	154	0	0	1231	84
TYMS_chr18_659656__CHEK2_chr22_29130694	290	2	628	5	4444
TYMS_chr18_659656__DHFR_chr5_79949819	735	0	0	1046	1
TYMS_chr18_659656__DHFR_chr5_79950217	331	3	191	1	1
TYMS_chr18_659656__EGFR_chr7_55209992	592	0	0	934	0
TYMS_chr18_659656__ERBB2_chr17_37855800	374	1	3	2	2
TYMS_chr18_659656__ERBB2_chr17_37868221	177	1	0	2	3
TYMS_chr18_659656__FGFR2_chr10_123298118	38	2	3	0	162
TYMS_chr18_659656__FGFR2_chr10_123298215	0	0	931	0	0
TYMS_chr18_659656__FGFR2_chr10_123353328	870	11	158	0	1039
TYMS_chr18_659656__FGFR3_chr4_1795655	629	0	575	2	1
TYMS_chr18_659656__FLT3_chr13_28636131	32	0	232	1	1
TYMS_chr18_659656__GATA3_chr10_8097722	195	0	242	873	2
TYMS_chr18_659656__GATA3_chr10_8097790	1	1	259	2	0
TYMS_chr18_659656__HDAC1_chr1_32757816	352	0	0	0	3
TYMS_chr18_659656__HDAC1_chr1_32792601	84	1552	1	3	2
TYMS_chr18_659656__HDAC1_chr1_32792637	565	0	195	730	4
TYMS_chr18_659656__HDAC2_chr6_114266539	564	0	0	727	0
TYMS_chr18_659656__HDAC2_chr6_114267214	390	0	1	1	1
TYMS_chr18_659656__HDAC6_chrX_48674389	528	1	547	163	2491
TYMS_chr18_659656__HSP90AA1_chr14_102605736	1686	2	2	4640	10
TYMS_chr18_659656__IGF1R_chr15_99192824	1151	2	2	1	3
TYMS_chr18_659656__IGF1R_chr15_99434807	205	644	0	0	2
TYMS_chr18_659656__JAK2_chr9_5050721	64	0	0	0	1
TYMS_chr18_659656__KDM5C_chrX_53241022	0	36	48	6	1
TYMS_chr18_659656__KDM5C_chrX_53254068	956	4	0	7	3259
TYMS_chr18_659656__KDM6A_chrX_44732838	652	171	0	107	2
TYMS_chr18_659656__KIT_chr4_55524164	99	3	0	4	494
TYMS_chr18_659656__KIT_chr4_55524229	220	2	54	91	3165
TYMS_chr18_659656__KMT2D_chr12_49448468	1330	1558	27	3437	4
TYMS_chr18_659656__MAP2K1_chr15_66679728	382	2613	1	0	1
TYMS_chr18_659656__MAP3K1_chr5_56111382	0	0	0	0	0
TYMS_chr18_659656__MET_chr7_116340188	0	1	0	0	0
TYMS_chr18_659656__MLH1_chr3_37035029	456	603	0	3	0
TYMS_chr18_659656__MLH1_chr3_37045912	0	873	0	0	2
TYMS_chr18_659656__MSH6_chr2_48010356	110	0	0	0	271
TYMS_chr18_659656__MSH6_chr2_48018154	1	0	111	1	0
TYMS_chr18_659656__NonTargetingControlGuideForHuman0362	78	770	928	1010	6
TYMS_chr18_659656__NonTargetingControlGuideForHuman0412	2	1	2	0	0
TYMS_chr18_659656__PARP1_chr1_226578249	52	3	489	0	0
TYMS_chr18_659656__PARP1_chr1_226578301	38	0	0	1	1
TYMS_chr18_659656__PBRM1_chr3_52702516	1950	0	236	3	3
TYMS_chr18_659656__PBRM1_chr3_52713723	837	2	608	0	1
TYMS_chr18_659656__PDGFRA_chr4_55124932	629	0	606	2216	1
TYMS_chr18_659656__PDGFRA_chr4_55124963	291	3	2223	501	0
TYMS_chr18_659656__PIK3CA_chr3_178919070	190	0	0	0	1
TYMS_chr18_659656__PIK3CA_chr3_178919167	15	4	0	3773	1
TYMS_chr18_659656__RB1_chr13_48878054	19	1	0	2	0
TYMS_chr18_659656__RB1_chr13_48936969	2	2	0	1	1
TYMS_chr18_659656__ROR1_chr1_64240089	36	0	0	3	0
TYMS_chr18_659656__RPS6KB1_chr17_57987922	172	3	34	4	1622
TYMS_chr18_659656__RRM2_chr2_10262728	215	3	0	1803	1
TYMS_chr18_659656__RRM2_chr2_10262957	12	1388	394	3	2799
TYMS_chr18_659656__RUNX1_chr21_36252860	691	14	2	513	661
TYMS_chr18_659656__RUNX1_chr21_36252902	0	1	0	0	1
TYMS_chr18_659656__SETD2_chr3_47142951	1057	0	73	1	2
TYMS_chr18_659656__SMAD4_chr18_48573460	69	2	1	1	1858
TYMS_chr18_659656__SMAD4_chr18_48575673	58	1	0	1	0
TYMS_chr18_659656__SMAD4_chr18_48586241	96	1	0	0	3
TYMS_chr18_659656__SMARCA4_chr19_11094851	1	1	1	2	0
TYMS_chr18_659656__SMARCA4_chr19_11095011	429	1	1706	1	1
TYMS_chr18_659656__SMARCB1_chr22_24133993	100	2	177	2052	2
TYMS_chr18_659656__SRC_chr20_36022600	0	1	105	4	1893
TYMS_chr18_659656__TOP1_chr20_39690109	52	0	0	1	1
TYMS_chr18_659656__TP53_chr17_7577537	802	0	0	1	4
TYMS_chr18_659656__TP53_chr17_7578373	0	0	0	1	1
TYMS_chr18_659656__TP53_chr17_7579881	366	1	1	0	4
TYMS_chr18_659656__TSC1_chr9_135796796	53	2	0	0	0
TYMS_chr18_659656__VEGFA_chr6_43738425	138	0	0	4	1
TYMS_chr18_659656__VEGFA_chr6_43742077	1518	1	1	3	4472
TYMS_chr18_659656__VHL_chr3_10183518	190	2209	670	2324	3
TYMS_chr18_659656__VHL_chr3_10183773	355	2329	0	2	11
TYMS_chr18_659656__WEE1_chr11_9595462	989	68	468	469	3
TYMS_chr18_659656__WEE1_chr11_9595542	168	2852	108	4	1
TYMS_chr18_659656__WEE1_chr11_9595845	236	1	89	2	3
TYMS_chr18_659665__ADA_chr20_43257769	995	12	522	2	0
TYMS_chr18_659665__ADA_chr20_43280245	1252	3	849	0	936
TYMS_chr18_659665__AKT1_chr14_105239609	0	0	0	141	0
TYMS_chr18_659665__AKT1_chr14_105258968	687	1	0	15	4
TYMS_chr18_659665__APC_chr5_112043408	319	2641	302	432	1357
TYMS_chr18_659665__APC_chr5_112102933	615	0	1512	0	2
TYMS_chr18_659665__ARID1A_chr1_27022876	29	2	58	0	0
TYMS_chr18_659665__ARID1A_chr1_27056288	508	0	34	61	2
TYMS_chr18_659665__ARID2_chr12_46205318	16	1	911	77	2
TYMS_chr18_659665__ATM_chr11_108098350	0	0	0	1	1
TYMS_chr18_659665__BCL2_chr18_60795960	57	0	0	423	2
TYMS_chr18_659665__BCL2_chr18_60985877	895	3	11	978	0
TYMS_chr18_659665__BRAF_chr7_140534469	218	2	861	128	3
TYMS_chr18_659665__BRAF_chr7_140624501	0	1	0	0	0
TYMS_chr18_659665__BRCA1_chr17_41256141	273	0	144	1281	0
TYMS_chr18_659665__BRCA2_chr13_32914228	0	2	0	0	1
TYMS_chr18_659665__BRD4_chr19_15376403	0	2	0	1521	2
TYMS_chr18_659665__BRD4_chr19_15383894	92	1	0	2	0
TYMS_chr18_659665__BTK_chrX_100626613	0	1	0	1	0
TYMS_chr18_659665__CDH1_chr16_68771300	343	1	53	1	2
TYMS_chr18_659665__CDH1_chr16_68772255	15	905	0	0	0
TYMS_chr18_659665__CDK4_chr12_58143253	0	2	0	0	1
TYMS_chr18_659665__CDK4_chr12_58144705	1	0	184	0	2
TYMS_chr18_659665__CDK4_chr12_58145497	729	2	1	2	2
TYMS_chr18_659665__CDK6_chr7_92244474	1325	2	455	0	1
TYMS_chr18_659665__CDKN1B_chr12_12870777	0	1173	0	3	3003
TYMS_chr18_659665__CDKN1B_chr12_12870931	237	0	3	1	0
TYMS_chr18_659665__CDKN1B_chr12_12871196	135	3464	171	84	1
TYMS_chr18_659665__CDKN2A_chr9_21968726	208	1	0	6	1721
TYMS_chr18_659665__CDKN2A_chr9_21971100	309	0	1	0	0
TYMS_chr18_659665__CDKN2A_chr9_21994327	448	2	40	36	1
TYMS_chr18_659665__CHEK2_chr22_29130694	625	1	157	846	0
TYMS_chr18_659665__DHFR_chr5_79949819	0	0	332	1	3
TYMS_chr18_659665__DHFR_chr5_79950217	121	3	0	1	6
TYMS_chr18_659665__EGFR_chr7_55086962	68	2	0	0	0
TYMS_chr18_659665__EGFR_chr7_55209992	151	0	0	1	0
TYMS_chr18_659665__ERBB2_chr17_37855800	510	1	0	1	1
TYMS_chr18_659665__ERBB2_chr17_37868292	40	1	0	0	0
TYMS_chr18_659665__FGFR2_chr10_123298118	347	0	0	1216	1
TYMS_chr18_659665__FGFR2_chr10_123353328	115	3113	0	2	0
TYMS_chr18_659665__FGFR3_chr4_1795736	202	1	0	0	0
TYMS_chr18_659665__FLT3_chr13_28636131	99	432	0	1	2
TYMS_chr18_659665__FLT3_chr13_28636172	46	0	0	142	0
TYMS_chr18_659665__GATA3_chr10_8097612	152	2	203	2059	1223
TYMS_chr18_659665__GATA3_chr10_8097722	319	3678	0	362	2
TYMS_chr18_659665__HDAC1_chr1_32792601	930	1	0	1	1
TYMS_chr18_659665__HDAC2_chr6_114292056	1095	1	308	2057	0
TYMS_chr18_659665__HDAC6_chrX_48661385	2	4	135	2	2
TYMS_chr18_659665__HSP90AA1_chr14_102551760	116	0	1	1	1
TYMS_chr18_659665__HSP90AA1_chr14_102552141	1	0	0	2	2
TYMS_chr18_659665__IGF1R_chr15_99434807	4	2	0	1224	2
TYMS_chr18_659665__JAK2_chr9_5050721	157	1825	134	1428	2
TYMS_chr18_659665__KDM5C_chrX_53241021	0	0	0	0	3
TYMS_chr18_659665__KDM5C_chrX_53241022	568	1	0	588	2
TYMS_chr18_659665__KDM6A_chrX_44820615	6	1	0	1	0
TYMS_chr18_659665__KIT_chr4_55524164	172	2	137	0	0
TYMS_chr18_659665__KMT2D_chr12_49448161	1	2444	0	1	3
TYMS_chr18_659665__KMT2D_chr12_49448168	290	0	996	2	2
TYMS_chr18_659665__MAP2K1_chr15_66679721	3	2	64	2	4266
TYMS_chr18_659665__MET_chr7_116339123	0	0	0	1	0
TYMS_chr18_659665__MET_chr7_116340188	0	0	95	0	1
TYMS_chr18_659665__MLH1_chr3_37045912	528	142	129	0	0
TYMS_chr18_659665__MTOR_chr1_11317149	92	1	2	3	3143
TYMS_chr18_659665__NF1_chr17_29483038	200	1	146	2	0
TYMS_chr18_659665__NonTargetingControlGuideForHuman0352	454	960	1	1022	1
TYMS_chr18_659665__PARP1_chr1_226578301	44	0	298	2108	985
TYMS_chr18_659665__PARP1_chr1_226595581	873	7133	76	7	0
TYMS_chr18_659665__PBRM1_chr3_52696257	3	1	0	0	0
TYMS_chr18_659665__PBRM1_chr3_52713723	304	1228	0	1	1
TYMS_chr18_659665__PDGFRA_chr4_55124932	606	5	9	978	1
TYMS_chr18_659665__PIK3CA_chr3_178916614	405	1	0	636	2
TYMS_chr18_659665__PIK3R1_chr5_67522521	605	1070	9	4	0
TYMS_chr18_659665__PRKDC_chr8_48686781	141	44	160	147	1
TYMS_chr18_659665__PRKDC_chr8_48872683	220	0	0	2	0
TYMS_chr18_659665__PTEN_chr10_89653786	0	0	0	0	0
TYMS_chr18_659665__PTEN_chr10_89711868	0	0	178	298	2
TYMS_chr18_659665__RB1_chr13_48878054	0	0	103	0	0
TYMS_chr18_659665__RB1_chr13_48936969	214	404	0	0	1
TYMS_chr18_659665__ROR1_chr1_64240072	215	3768	0	2	4
TYMS_chr18_659665__ROR1_chr1_64240089	225	4	454	1302	366
TYMS_chr18_659665__RPS6KB1_chr17_57970538	585	842	0	2	928
TYMS_chr18_659665__RPS6KB1_chr17_57987949	309	2	44	2	1
TYMS_chr18_659665__RRM2_chr2_10262940	267	3	0	6	4743
TYMS_chr18_659665__RRM2_chr2_10262957	210	8635	199	5	3
TYMS_chr18_659665__RUNX1_chr21_36252860	210	0	0	0	1
TYMS_chr18_659665__SMAD4_chr18_48586241	0	1	0	1	0
TYMS_chr18_659665__SMARCA4_chr19_11094851	1922	2	735	477	1111
TYMS_chr18_659665__SMARCA4_chr19_11095011	271	1	0	406	2
TYMS_chr18_659665__SMARCB1_chr22_24133949	99	1587	26	2	1
TYMS_chr18_659665__SMO_chr7_128845117	253	2	774	3	0
TYMS_chr18_659665__SRC_chr20_36022600	3	160	806	3	1
TYMS_chr18_659665__TOP1_chr20_39657693	26	4230	481	1544	1044
TYMS_chr18_659665__TOP1_chr20_39690055	0	0	228	0	0
TYMS_chr18_659665__TP53_chr17_7577537	122	3	0	3	3065
TYMS_chr18_659665__TP53_chr17_7578373	146	2	0	0	1
TYMS_chr18_659665__TP53_chr17_7579881	629	3	1	1	3
TYMS_chr18_659665__TSC1_chr9_135796796	1	3	1	1	1
TYMS_chr18_659665__TSC1_chr9_135804256	1277	1	0	1	1
TYMS_chr18_659665__VHL_chr3_10183518	108	2	1	2	0
TYMS_chr18_659665__VHL_chr3_10183791	0	4	148	1	0
TYMS_chr18_659665__WEE1_chr11_9595462	1076	0	0	0	3
TYMS_chr18_659665__WEE1_chr11_9595542	0	0	0	0	0
VEGFA_chr6_43738425__ABL1_chr9_133589790	100	1	0	0	1
VEGFA_chr6_43738425__ADA_chr20_43280245	511	5543	3	9	7652
VEGFA_chr6_43738425__AKT1_chr14_105239609	1207	3600	33	4574	1299
VEGFA_chr6_43738425__AKT1_chr14_105239686	206	4	1	41	814
VEGFA_chr6_43738425__AKT1_chr14_105258968	0	3	0	1788	1
VEGFA_chr6_43738425__ALK_chr2_29541171	149	0	11	0	1
VEGFA_chr6_43738425__APC_chr5_112043408	891	7509	5	1362	4086
VEGFA_chr6_43738425__APC_chr5_112102023	565	2	0	431	1
VEGFA_chr6_43738425__APC_chr5_112102933	124	2	27	4	0
VEGFA_chr6_43738425__ARID2_chr12_46123614	710	4	0	1562	1
VEGFA_chr6_43738425__ATM_chr11_108098390	1177	283	1	3	0
VEGFA_chr6_43738425__ATM_chr11_108098402	1	1	0	0	0
VEGFA_chr6_43738425__BCL2_chr18_60795945	1014	1	0	2	1
VEGFA_chr6_43738425__BCL2_chr18_60795960	763	74	93	1553	4
VEGFA_chr6_43738425__BRAF_chr7_140508787	604	538	359	1239	7
VEGFA_chr6_43738425__BRAF_chr7_140534469	246	6097	1155	8	6
VEGFA_chr6_43738425__BRCA1_chr17_41256141	7	1	814	913	703
VEGFA_chr6_43738425__BRCA1_chr17_41276018	454	1344	431	1	1
VEGFA_chr6_43738425__BRCA2_chr13_32890586	246	1	372	2	3
VEGFA_chr6_43738425__BRCA2_chr13_32912006	1032	3	1344	2154	2
VEGFA_chr6_43738425__BRCA2_chr13_32914228	775	1	0	1	0
VEGFA_chr6_43738425__BRD4_chr19_15376403	414	1	1237	370	3
VEGFA_chr6_43738425__BTK_chrX_100629565	313	801	0	1	2
VEGFA_chr6_43738425__CASP8_chr2_202134297	111	3458	214	2830	4117
VEGFA_chr6_43738425__CDH1_chr16_68771300	1742	1050	80	41	4
VEGFA_chr6_43738425__CDH1_chr16_68772255	490	0	0	1	0
VEGFA_chr6_43738425__CDK4_chr12_58144705	107	4	1	3	4
VEGFA_chr6_43738425__CDK4_chr12_58145497	0	3	0	1	4
VEGFA_chr6_43738425__CDK6_chr7_92462628	196	0	0	620	2119
VEGFA_chr6_43738425__CDK9_chr9_130548409	675	97	0	0	5
VEGFA_chr6_43738425__CDK9_chr9_130550235	55	737	75	1045	463
VEGFA_chr6_43738425__CDKN1B_chr12_12870777	275	2	27	6	2684
VEGFA_chr6_43738425__CDKN1B_chr12_12871196	1134	2	9	4	0
VEGFA_chr6_43738425__CDKN2A_chr9_21971100	1176	4	277	409	1
VEGFA_chr6_43738425__CDKN2A_chr9_21994327	381	4	336	5668	8
VEGFA_chr6_43738425__CHEK1_chr11_125496687	371	2	0	5	133
VEGFA_chr6_43738425__CHEK2_chr22_29085137	234	50	0	124	4
VEGFA_chr6_43738425__DHFR_chr5_79949819	905	1833	0	5	2
VEGFA_chr6_43738425__DHFR_chr5_79950216	1375	1	749	46	173
VEGFA_chr6_43738425__EGFR_chr7_55209986	1404	6072	0	24	363
VEGFA_chr6_43738425__ERBB2_chr17_37868221	26	0	12	2	4
VEGFA_chr6_43738425__FGFR2_chr10_123298118	193	1	0	1631	14
VEGFA_chr6_43738425__FGFR2_chr10_123298215	657	1	0	343	1
VEGFA_chr6_43738425__FGFR3_chr4_1795655	1381	3	1	13	6
VEGFA_chr6_43738425__FGFR3_chr4_1795735	36	794	6	6	6
VEGFA_chr6_43738425__FGFR3_chr4_1795736	1361	5	561	4	2980
VEGFA_chr6_43738425__FLT3_chr13_28636172	1297	1936	602	891	1
VEGFA_chr6_43738425__HDAC2_chr6_114267214	311	0	1	3	3
VEGFA_chr6_43738425__HDAC2_chr6_114292056	0	0	20	0	4
VEGFA_chr6_43738425__HDAC6_chrX_48674389	42	2	0	3	3
VEGFA_chr6_43738425__HSP90AA1_chr14_102551760	2657	0	3	465	7
VEGFA_chr6_43738425__HSP90AA1_chr14_102552141	411	350	0	955	2223
VEGFA_chr6_43738425__HSP90AA1_chr14_102605736	835	4	102	7	6893
VEGFA_chr6_43738425__IGF1R_chr15_99192824	515	1	254	109	4
VEGFA_chr6_43738425__IGF1R_chr15_99434807	226	5	256	3433	3930
VEGFA_chr6_43738425__JAK2_chr9_5021970	326	2	541	1	4
VEGFA_chr6_43738425__KDM5C_chrX_53241022	454	4	123	174	2
VEGFA_chr6_43738425__KDM6A_chrX_44732838	58	1	501	3	1
VEGFA_chr6_43738425__KIT_chr4_55524176	389	2	135	0	2
VEGFA_chr6_43738425__KIT_chr4_55524229	46	0	0	1610	3
VEGFA_chr6_43738425__KMT2D_chr12_49448168	1389	2654	76	8	3424
VEGFA_chr6_43738425__MAP2K1_chr15_66679721	637	5	333	3	3
VEGFA_chr6_43738425__MAP2K1_chr15_66679728	1471	806	678	0	461
VEGFA_chr6_43738425__MAP2K1_chr15_66679756	128	4	244	915	94
VEGFA_chr6_43738425__MAP3K1_chr5_56152485	919	0	0	451	1
VEGFA_chr6_43738425__MET_chr7_116340188	394	1	89	1	3
VEGFA_chr6_43738425__MET_chr7_116340207	92	7184	131	7	6
VEGFA_chr6_43738425__MLH1_chr3_37035029	381	4	71	3	4
VEGFA_chr6_43738425__MLH1_chr3_37038179	1458	160	148	17	1802
VEGFA_chr6_43738425__MLH1_chr3_37045912	741	147	1	2	1566
VEGFA_chr6_43738425__MSH6_chr2_48018111	622	5	847	1324	6
VEGFA_chr6_43738425__MTOR_chr1_11317010	631	1236	104	1749	4
VEGFA_chr6_43738425__MTOR_chr1_11317149	502	0	177	2	732
VEGFA_chr6_43738425__MTOR_chr1_11319459	215	3361	1	649	1
VEGFA_chr6_43738425__NF1_chr17_29483038	52	2	0	0	0
VEGFA_chr6_43738425__NF1_chr17_29483039	137	0	69	4	0
VEGFA_chr6_43738425__NonTargetingControlGuideForHuman0352	3	3352	471	1761	2407
VEGFA_chr6_43738425__PBRM1_chr3_52696257	520	3	271	1	2
VEGFA_chr6_43738425__PBRM1_chr3_52702516	318	918	555	3	50
VEGFA_chr6_43738425__PDGFRA_chr4_55129914	4	7	352	1958	1
VEGFA_chr6_43738425__PIK3R1_chr5_67576410	27	5	354	3	2
VEGFA_chr6_43738425__PRKDC_chr8_48872683	689	3	127	724	1
VEGFA_chr6_43738425__PTEN_chr10_89685297	1584	1	65	1060	1
VEGFA_chr6_43738425__RRM2_chr2_10262728	0	1	0	4	5
VEGFA_chr6_43738425__RRM2_chr2_10262957	1345	5	2	220	4
VEGFA_chr6_43738425__RUNX1_chr21_36252860	832	2	0	0	2
VEGFA_chr6_43738425__SETD2_chr3_47142972	1346	3	0	4	1060
VEGFA_chr6_43738425__SETD2_chr3_47205411	1492	4	1	2731	7
VEGFA_chr6_43738425__SMAD4_chr18_48573460	2	0	383	0	2
VEGFA_chr6_43738425__SMAD4_chr18_48575673	288	5617	332	4403	1
VEGFA_chr6_43738425__SMAD4_chr18_48586241	225	0	592	1	4
VEGFA_chr6_43738425__SMARCA4_chr19_11094851	1684	1	0	1799	3
VEGFA_chr6_43738425__SMARCA4_chr19_11095011	491	157	0	46	4295
VEGFA_chr6_43738425__SMO_chr7_128828974	327	3	97	1104	4
VEGFA_chr6_43738425__SMO_chr7_128845081	606	0	355	4	4
VEGFA_chr6_43738425__SMO_chr7_128845117	245	4	41	366	1
VEGFA_chr6_43738425__SRC_chr20_36022600	938	3	376	3356	1
VEGFA_chr6_43738425__TOP1_chr20_39690055	40	1	127	1	4
VEGFA_chr6_43738425__TP53_chr17_7578373	68	1013	389	350	3
VEGFA_chr6_43738425__TP53_chr17_7579881	734	2829	580	9	1056
VEGFA_chr6_43738425__TSC1_chr9_135796748	946	646	11	1398	2522
VEGFA_chr6_43738425__TYMS_chr18_657730	876	5	152	1776	1847
VEGFA_chr6_43738425__TYMS_chr18_659665	1466	1	9	770	2
VEGFA_chr6_43738425__VHL_chr3_10183518	694	0	770	1	0
VEGFA_chr6_43738425__VHL_chr3_10183791	1	1	669	926	1
VEGFA_chr6_43738425__WEE1_chr11_9595542	192	5	54	2305	1097
VEGFA_chr6_43738425__WEE1_chr11_9595845	144	0	331	256	4
VEGFA_chr6_43742077__ADA_chr20_43280245	1238	2	417	7	4606
