construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
SMO_chr7_128845117__CDK6_chr7_92244474	431	544	581	202	284	664	283	47
SMO_chr7_128845117__CDK9_chr9_130548998	1698	1516	1818	1315	1142	1531	1536	896
SMO_chr7_128845117__CHEK1_chr11_125499147	838	884	1061	1807	784	748	1071	1405
SMO_chr7_128845117__CHEK2_chr22_29090029	401	971	1167	432	301	1036	604	366
SMO_chr7_128845117__CHEK2_chr22_29130694	389	1525	1711	577	300	455	795	331
SMO_chr7_128845117__EGFR_chr7_55086962	541	146	179	1288	651	602	938	1018
SMO_chr7_128845117__ERBB2_chr17_37855800	101	472	546	203	69	267	362	143
SMO_chr7_128845117__ERBB2_chr17_37868292	418	263	279	272	281	479	539	119
SMO_chr7_128845117__FGFR2_chr10_123353328	1029	1098	1290	2461	707	1438	1537	2052
SMO_chr7_128845117__FNTA_chr8_42911471	719	821	965	281	549	878	563	376
SMO_chr7_128845117__FNTA_chr8_42914260	1624	881	1011	1338	1804	1101	636	2796
SMO_chr7_128845117__FNTA_chr8_42924781	645	442	458	490	359	1352	606	197
SMO_chr7_128845117__HDAC1_chr1_32792601	625	697	818	1731	507	745	1391	954
SMO_chr7_128845117__HDAC2_chr6_114266539	219	361	388	298	183	406	468	227
SMO_chr7_128845117__HDAC6_chrX_48661089	896	1005	1166	840	818	883	723	880
SMO_chr7_128845117__HDAC6_chrX_48661385	1406	773	952	170	780	1558	608	147
SMO_chr7_128845117__HSP90AA1_chr14_102551760	212	892	1091	446	195	398	639	383
SMO_chr7_128845117__IGF1R_chr15_99434664	794	534	646	276	534	799	315	68
SMO_chr7_128845117__JAK2_chr9_5021970	342	448	492	543	261	293	698	430
SMO_chr7_128845117__JAK2_chr9_5050721	2075	1243	1537	558	845	1542	639	518
SMO_chr7_128845117__JAK2_chr9_5050816	274	791	919	853	377	184	1267	905
SMO_chr7_128845117__KIT_chr4_55524164	1226	1170	1406	1960	722	1257	2305	1921
SMO_chr7_128845117__KIT_chr4_55524176	541	718	867	145	817	883	191	27
SMO_chr7_128845117__MAP2K1_chr15_66679721	1087	472	544	248	782	1272	533	130
SMO_chr7_128845117__MET_chr7_116339123	1956	257	260	341	2610	1063	493	225
SMO_chr7_128845117__MTOR_chr1_11317010	1797	432	508	797	2009	1196	783	413
SMO_chr7_128845117__MTOR_chr1_11319459	464	524	572	649	286	370	713	612
SMO_chr7_128845117__NonTargetingControlGuideForHuman0362	2652	824	927	1188	2739	1825	1290	1511
SMO_chr7_128845117__NonTargetingControlGuideForHuman0412	1197	629	716	1265	1024	1111	932	1014
SMO_chr7_128845117__PARP1_chr1_226578249	1331	1252	1497	543	982	1067	752	623
SMO_chr7_128845117__PARP1_chr1_226595581	1944	970	1137	1279	1615	1629	1470	1053
SMO_chr7_128845117__PIK3CA_chr3_178916614	1553	746	879	674	1012	1044	858	359
SMO_chr7_128845117__PIK3CA_chr3_178919070	79	217	247	201	97	250	358	95
SMO_chr7_128845117__PRKDC_chr8_48686398	619	426	469	956	836	1015	874	1449
SMO_chr7_128845117__PRKDC_chr8_48686781	934	1607	1786	1083	654	1393	2160	1003
SMO_chr7_128845117__PRKDC_chr8_48872683	1351	786	925	1049	1113	1136	580	706
SMO_chr7_128845117__ROR1_chr1_64240072	280	1453	1853	280	306	237	383	156
SMO_chr7_128845117__ROR1_chr1_64240089	646	172	201	115	228	474	295	121
SMO_chr7_128845117__ROR1_chr1_64240143	1551	966	1070	814	2143	1047	792	970
SMO_chr7_128845117__RPS6KB1_chr17_57970538	608	249	321	1209	509	688	1542	795
SMO_chr7_128845117__RPS6KB1_chr17_57987949	914	1411	1659	885	821	907	1047	566
SMO_chr7_128845117__RRM2_chr2_10262940	258	447	443	115	336	542	168	122
SMO_chr7_128845117__SRC_chr20_36012562	310	901	1012	425	160	820	395	403
SMO_chr7_128845117__SRC_chr20_36014563	1492	969	1050	941	1318	1191	1281	698
SMO_chr7_128845117__TOP1_chr20_39657693	1488	502	596	2122	1189	885	1827	1770
SMO_chr7_128845117__TYMS_chr18_659656	274	425	558	698	89	524	1037	211
SMO_chr7_128845117__VEGFA_chr6_43742077	216	264	336	857	89	253	504	440
SMO_chr7_128845117__VEGFA_chr6_43742108	334	468	546	358	214	292	206	150
SRC_chr20_36012562__ABL1_chr9_133589790	612	7	11	86	463	593	166	91
SRC_chr20_36012562__ABL1_chr9_133738356	434	277	259	279	296	473	636	296
SRC_chr20_36012562__ADA_chr20_43257696	190	527	528	110	89	334	283	68
SRC_chr20_36012562__ADA_chr20_43257769	465	657	704	189	389	641	328	24
SRC_chr20_36012562__ADA_chr20_43280245	509	253	297	226	305	505	305	143
SRC_chr20_36012562__ALK_chr2_29541171	1000	465	489	358	803	1004	630	379
SRC_chr20_36012562__ALK_chr2_29541172	314	310	322	35	218	280	100	29
SRC_chr20_36012562__ALK_chr2_30143522	554	316	390	362	367	548	328	211
SRC_chr20_36012562__ATM_chr11_108098350	1243	933	1080	1160	1131	1083	961	1045
SRC_chr20_36012562__ATM_chr11_108098390	366	811	1030	251	315	446	739	318
SRC_chr20_36012562__BRAF_chr7_140624501	171	476	533	0	126	178	43	20
SRC_chr20_36012562__BRD4_chr19_15376361	866	65	101	776	1575	997	1057	833
SRC_chr20_36012562__BRD4_chr19_15376403	556	503	618	391	225	848	458	144
SRC_chr20_36012562__BRD4_chr19_15383894	417	240	291	634	51	252	1006	643
SRC_chr20_36012562__BTK_chrX_100645534	497	752	882	74	581	963	208	81
SRC_chr20_36012562__CDK4_chr12_58143253	99	697	751	372	11	176	315	87
SRC_chr20_36012562__CDK4_chr12_58144705	1571	820	893	1084	934	783	934	544
SRC_chr20_36012562__CDK4_chr12_58145497	888	1082	1281	860	816	743	883	829
SRC_chr20_36012562__CDK6_chr7_92244474	142	910	1086	421	148	249	468	394
SRC_chr20_36012562__CDK9_chr9_130548409	710	263	297	805	400	708	1027	700
SRC_chr20_36012562__CDK9_chr9_130548998	823	973	1200	2780	798	1058	1216	5999
SRC_chr20_36012562__CHEK1_chr11_125499147	602	836	915	220	980	904	204	52
SRC_chr20_36012562__CHEK2_chr22_29130694	785	121	91	211	271	773	132	373
SRC_chr20_36012562__DHFR_chr5_79950217	994	636	784	1932	666	1203	1317	2051
SRC_chr20_36012562__ERBB2_chr17_37855800	618	280	365	553	114	741	607	236
SRC_chr20_36012562__FGFR2_chr10_123298215	416	88	127	643	488	391	496	732
SRC_chr20_36012562__FGFR3_chr4_1795655	255	684	851	1100	7	181	1110	681
SRC_chr20_36012562__FLT3_chr13_28636131	767	690	874	392	665	972	610	299
SRC_chr20_36012562__FLT3_chr13_28636172	303	509	620	0	38	614	72	4
SRC_chr20_36012562__FNTA_chr8_42911471	687	420	526	559	568	572	799	322
SRC_chr20_36012562__FNTA_chr8_42914260	241	583	607	198	109	521	398	167
SRC_chr20_36012562__FNTA_chr8_42924781	675	188	213	435	683	933	376	396
SRC_chr20_36012562__HDAC1_chr1_32792601	635	179	198	236	345	723	463	226
SRC_chr20_36012562__HDAC6_chrX_48661089	1181	892	1007	790	748	1073	840	528
SRC_chr20_36012562__HDAC6_chrX_48674389	722	192	249	685	615	520	381	693
SRC_chr20_36012562__HSP90AA1_chr14_102551760	1881	1050	1120	653	1513	1618	1706	403
SRC_chr20_36012562__IGF1R_chr15_99192824	1860	1312	1377	698	1559	1238	1328	340
SRC_chr20_36012562__IGF1R_chr15_99434807	491	655	730	606	425	725	794	492
SRC_chr20_36012562__JAK2_chr9_5021970	100	169	180	36	146	180	148	23
SRC_chr20_36012562__JAK2_chr9_5050721	1119	714	773	375	1024	1379	660	210
SRC_chr20_36012562__JAK2_chr9_5050816	71	234	236	132	37	246	367	79
SRC_chr20_36012562__KIT_chr4_55524164	400	473	536	458	195	960	714	347
SRC_chr20_36012562__KIT_chr4_55524176	800	736	786	455	419	1023	240	386
SRC_chr20_36012562__KIT_chr4_55524229	954	671	720	607	701	1377	1002	378
SRC_chr20_36012562__MAP2K1_chr15_66679721	411	1001	1122	191	412	791	210	74
SRC_chr20_36012562__MAP2K1_chr15_66679728	1414	393	466	912	1396	1120	875	2076
SRC_chr20_36012562__MAP2K1_chr15_66679756	882	957	1075	747	912	734	657	451
SRC_chr20_36012562__MET_chr7_116339123	734	871	922	769	362	835	524	359
SRC_chr20_36012562__NonTargetingControlGuideForHuman0362	641	922	1001	917	435	621	896	236
SRC_chr20_36012562__NonTargetingControlGuideForHuman0412	881	216	264	627	1043	1165	904	313
SRC_chr20_36012562__PARP1_chr1_226578249	612	317	360	1698	1129	435	767	2600
SRC_chr20_36012562__PDGFRA_chr4_55124932	271	340	450	672	463	519	933	543
SRC_chr20_36012562__PDGFRA_chr4_55124963	983	688	782	1621	1758	729	1004	2601
SRC_chr20_36012562__PIK3CA_chr3_178916614	257	465	482	50	101	364	137	100
SRC_chr20_36012562__PIK3CA_chr3_178919070	504	0	0	50	161	600	40	7
SRC_chr20_36012562__PIK3CA_chr3_178919167	721	861	939	621	604	1030	638	299
SRC_chr20_36012562__PRKDC_chr8_48686398	750	613	795	492	535	862	301	496
SRC_chr20_36012562__ROR1_chr1_64240089	38	288	319	52	0	181	175	39
SRC_chr20_36012562__ROR1_chr1_64240143	1005	234	270	497	753	580	335	326
SRC_chr20_36012562__RPS6KB1_chr17_57970538	494	232	281	778	235	778	819	640
SRC_chr20_36012562__RPS6KB1_chr17_57987922	60	188	250	397	148	238	678	226
SRC_chr20_36012562__RPS6KB1_chr17_57987949	1046	694	805	512	817	1118	733	639
SRC_chr20_36012562__RRM2_chr2_10262940	828	498	588	427	523	1007	580	400
SRC_chr20_36012562__RRM2_chr2_10262957	0	557	620	352	0	122	348	171
SRC_chr20_36012562__TOP1_chr20_39657693	691	1312	1624	407	437	1535	803	155
SRC_chr20_36012562__TOP1_chr20_39690109	798	503	606	423	614	756	993	265
SRC_chr20_36012562__TYMS_chr18_659656	324	993	1162	1185	199	388	903	829
SRC_chr20_36012562__TYMS_chr18_659665	377	349	368	747	588	754	752	813
SRC_chr20_36012562__VEGFA_chr6_43738425	312	326	381	840	165	350	883	873
SRC_chr20_36012562__VEGFA_chr6_43742077	95	263	343	218	141	114	409	192
SRC_chr20_36012562__WEE1_chr11_9595845	579	454	494	1061	479	832	990	691
SRC_chr20_36014563__ABL1_chr9_133738283	303	150	204	182	273	606	362	265
SRC_chr20_36014563__ABL1_chr9_133738356	190	216	268	381	52	286	555	240
SRC_chr20_36014563__ADA_chr20_43280245	277	202	239	613	197	486	820	308
SRC_chr20_36014563__AKT1_chr14_105239686	1706	700	859	463	1934	1300	756	376
SRC_chr20_36014563__AKT1_chr14_105258968	470	731	868	1139	284	592	678	700
SRC_chr20_36014563__ALK_chr2_29541172	845	674	838	738	606	1300	1101	175
SRC_chr20_36014563__ATM_chr11_108098350	448	1463	1764	1018	245	784	1539	498
SRC_chr20_36014563__ATM_chr11_108098390	927	1629	2083	815	870	1165	1220	685
SRC_chr20_36014563__ATM_chr11_108098402	799	363	491	673	737	858	729	879
SRC_chr20_36014563__BCL2_chr18_60795945	1292	929	1071	1101	962	1242	1370	614
SRC_chr20_36014563__BRAF_chr7_140508787	732	1003	1194	630	295	1135	960	498
SRC_chr20_36014563__BRAF_chr7_140624501	1031	297	311	594	1179	595	461	331
SRC_chr20_36014563__BRD4_chr19_15383894	1215	623	747	1273	793	1406	1217	1316
SRC_chr20_36014563__BTK_chrX_100629565	1396	1599	1891	1494	683	1769	1318	1116
SRC_chr20_36014563__BTK_chrX_100645534	740	660	828	1366	435	987	1095	1592
SRC_chr20_36014563__CDK4_chr12_58144705	1041	704	762	350	927	877	594	144
SRC_chr20_36014563__CDK4_chr12_58145497	660	346	383	468	523	630	875	501
SRC_chr20_36014563__CDK6_chr7_92244474	1300	1315	1491	877	583	1325	1060	537
SRC_chr20_36014563__CDK6_chr7_92252365	679	476	489	338	806	878	486	293
SRC_chr20_36014563__CDK9_chr9_130548998	1114	1340	1616	638	1116	853	679	727
SRC_chr20_36014563__CHEK1_chr11_125496644	47	90	87	0	0	38	70	57
SRC_chr20_36014563__CHEK1_chr11_125499147	1279	789	956	727	903	1155	1057	881
SRC_chr20_36014563__CHEK2_chr22_29085137	228	1065	1320	830	173	440	875	651
SRC_chr20_36014563__DHFR_chr5_79949819	305	766	929	210	268	265	462	276
SRC_chr20_36014563__DHFR_chr5_79950216	507	753	913	1205	373	668	1543	979
SRC_chr20_36014563__EGFR_chr7_55086962	1495	1230	1443	1146	1067	2006	1199	1631
SRC_chr20_36014563__EGFR_chr7_55209992	477	486	535	492	334	909	513	529
SRC_chr20_36014563__ERBB2_chr17_37868221	245	431	547	286	60	143	418	123
SRC_chr20_36014563__FGFR2_chr10_123298215	364	69	75	0	399	233	97	1
SRC_chr20_36014563__FGFR2_chr10_123353328	227	532	562	518	50	689	637	614
SRC_chr20_36014563__FGFR3_chr4_1795655	487	1154	1333	440	499	859	1140	170
SRC_chr20_36014563__FGFR3_chr4_1795736	848	474	532	580	608	813	673	640
SRC_chr20_36014563__FLT3_chr13_28636131	1001	946	1037	524	513	1138	752	152
SRC_chr20_36014563__FNTA_chr8_42914260	83	104	140	69	2	401	267	68
SRC_chr20_36014563__FNTA_chr8_42924781	306	508	628	525	203	636	744	205
SRC_chr20_36014563__HDAC1_chr1_32792637	222	1088	1337	410	145	644	338	208
SRC_chr20_36014563__HDAC2_chr6_114267214	362	318	332	360	304	552	615	224
SRC_chr20_36014563__HDAC2_chr6_114292056	248	544	747	419	75	239	630	682
SRC_chr20_36014563__HDAC6_chrX_48661385	954	1223	1425	610	458	815	745	703
SRC_chr20_36014563__JAK2_chr9_5021970	1527	405	485	1426	2022	798	1066	1806
SRC_chr20_36014563__JAK2_chr9_5050721	903	1473	1650	915	611	846	1292	839
SRC_chr20_36014563__JAK2_chr9_5050816	559	290	371	517	386	731	671	533
SRC_chr20_36014563__KIT_chr4_55524164	352	396	462	433	455	287	654	412
SRC_chr20_36014563__KIT_chr4_55524229	1847	1608	1946	778	1655	2399	763	751
SRC_chr20_36014563__MAP2K1_chr15_66679728	1160	756	860	1308	1136	1741	1788	1183
SRC_chr20_36014563__MET_chr7_116339123	774	197	220	126	1246	404	228	69
SRC_chr20_36014563__MET_chr7_116340207	73	329	357	41	86	273	122	72
SRC_chr20_36014563__MTOR_chr1_11317010	1440	541	570	1082	1060	1220	683	705
SRC_chr20_36014563__NonTargetingControlGuideForHuman0352	1112	978	1051	620	756	853	561	399
SRC_chr20_36014563__PARP1_chr1_226578249	342	530	662	320	521	327	208	74
SRC_chr20_36014563__PARP1_chr1_226595581	749	1082	1336	1201	429	746	2084	1204
SRC_chr20_36014563__PDGFRA_chr4_55124932	1072	778	989	1198	1179	970	1080	758
SRC_chr20_36014563__PDGFRA_chr4_55124963	471	413	460	121	322	308	163	135
SRC_chr20_36014563__PDGFRA_chr4_55129914	867	451	565	1119	538	968	1425	848
SRC_chr20_36014563__PIK3CA_chr3_178919167	342	288	290	889	478	436	1407	591
SRC_chr20_36014563__PRKDC_chr8_48686398	1917	1574	1770	544	1815	1526	850	786
SRC_chr20_36014563__PRKDC_chr8_48872683	837	746	882	884	571	928	842	861
SRC_chr20_36014563__ROR1_chr1_64240143	1334	748	942	1726	1552	871	1895	1232
SRC_chr20_36014563__RPS6KB1_chr17_57970538	367	424	485	62	66	251	126	26
SRC_chr20_36014563__RRM2_chr2_10262957	1161	685	772	343	1509	1158	310	169
SRC_chr20_36014563__TOP1_chr20_39657693	1526	530	601	628	1263	1416	860	463
SRC_chr20_36014563__TOP1_chr20_39690055	1356	547	638	529	803	1425	537	58
SRC_chr20_36014563__TOP1_chr20_39690109	581	512	696	781	771	730	530	739
SRC_chr20_36014563__TYMS_chr18_657730	801	703	736	1174	494	986	1529	674
SRC_chr20_36014563__TYMS_chr18_659656	1413	503	580	719	1306	1769	1253	561
SRC_chr20_36014563__TYMS_chr18_659665	2591	1081	1254	1652	2838	1551	1413	2348
SRC_chr20_36014563__VEGFA_chr6_43738425	183	2	1	67	50	444	142	32
SRC_chr20_36014563__VEGFA_chr6_43742077	1329	867	1027	427	1590	839	466	193
SRC_chr20_36014563__VEGFA_chr6_43742108	266	609	727	499	71	344	589	288
SRC_chr20_36014563__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
SRC_chr20_36022600__ADA_chr20_43257696	852	488	563	249	730	457	459	280
SRC_chr20_36022600__ADA_chr20_43257769	562	1137	1410	1182	757	921	1333	828
SRC_chr20_36022600__ADA_chr20_43280245	124	129	167	425	118	114	308	270
SRC_chr20_36022600__AKT1_chr14_105239609	2079	422	461	2182	3421	1577	1277	3052
SRC_chr20_36022600__ALK_chr2_30143522	158	0	2	154	250	160	102	209
SRC_chr20_36022600__BCL2_chr18_60795960	1055	420	476	948	570	1224	695	533
SRC_chr20_36022600__BCL2_chr18_60985877	930	462	565	746	553	724	604	586
SRC_chr20_36022600__BRAF_chr7_140534469	147	599	667	104	103	441	241	0
SRC_chr20_36022600__BRD4_chr19_15376403	1161	445	517	887	1088	1000	1103	323
SRC_chr20_36022600__BRD4_chr19_15383894	381	662	736	742	407	556	726	563
SRC_chr20_36022600__BTK_chrX_100629565	726	557	635	960	497	604	726	434
SRC_chr20_36022600__CDK4_chr12_58143253	835	725	838	732	1129	1038	954	794
SRC_chr20_36022600__CDK4_chr12_58145497	1417	1057	1264	744	1027	1378	1123	350
SRC_chr20_36022600__CDK9_chr9_130548409	1598	515	549	906	1848	1389	704	808
SRC_chr20_36022600__CHEK2_chr22_29090029	2646	922	1095	485	2921	1426	858	320
SRC_chr20_36022600__CHEK2_chr22_29130694	452	379	421	455	422	466	662	209
SRC_chr20_36022600__ERBB2_chr17_37855800	77	377	450	4	29	144	31	0
SRC_chr20_36022600__FGFR2_chr10_123298118	1544	568	692	781	1706	1116	470	677
SRC_chr20_36022600__FGFR2_chr10_123298215	208	493	532	52	145	315	194	43
SRC_chr20_36022600__FGFR3_chr4_1795655	778	1314	1529	800	607	1419	1092	446
SRC_chr20_36022600__HDAC1_chr1_32792601	424	1067	1133	189	212	778	245	267
SRC_chr20_36022600__HDAC2_chr6_114266539	1594	375	434	499	676	1746	571	395
SRC_chr20_36022600__HDAC2_chr6_114267214	276	812	858	2394	291	694	1987	3994
SRC_chr20_36022600__HDAC6_chrX_48674389	651	217	267	439	445	747	510	517
SRC_chr20_36022600__HSP90AA1_chr14_102551760	254	378	376	630	186	599	638	264
SRC_chr20_36022600__HSP90AA1_chr14_102605736	558	78	107	393	322	632	507	123
SRC_chr20_36022600__IGF1R_chr15_99192824	1297	476	545	710	1031	1302	974	541
SRC_chr20_36022600__IGF1R_chr15_99434664	542	702	818	729	564	592	788	333
SRC_chr20_36022600__JAK2_chr9_5021970	1069	1327	1582	277	777	773	559	201
SRC_chr20_36022600__KIT_chr4_55524176	525	689	795	456	368	461	778	335
SRC_chr20_36022600__MAP2K1_chr15_66679721	863	703	789	1508	1142	1437	1507	1461
SRC_chr20_36022600__MAP2K1_chr15_66679728	1910	420	476	453	1994	1455	580	367
SRC_chr20_36022600__MET_chr7_116339123	1693	1041	1091	922	1298	1610	1411	990
SRC_chr20_36022600__MTOR_chr1_11317010	996	716	798	593	835	561	693	650
SRC_chr20_36022600__MTOR_chr1_11317149	788	870	938	362	704	548	421	322
SRC_chr20_36022600__MTOR_chr1_11319459	727	1914	2086	1710	587	854	2063	1998
SRC_chr20_36022600__NonTargetingControlGuideForHuman0352	2296	1992	2376	1493	2438	2603	1803	608
SRC_chr20_36022600__PARP1_chr1_226578249	1103	392	426	1384	1340	928	930	1936
SRC_chr20_36022600__PARP1_chr1_226595581	1268	1711	1932	1045	1082	1773	1082	976
SRC_chr20_36022600__PDGFRA_chr4_55124932	556	441	518	313	425	842	162	171
SRC_chr20_36022600__PDGFRA_chr4_55129914	834	85	79	734	463	921	869	950
SRC_chr20_36022600__PIK3CA_chr3_178919070	53	408	411	399	36	128	366	276
SRC_chr20_36022600__PRKDC_chr8_48686781	1597	990	1121	288	1310	1235	391	32
SRC_chr20_36022600__PRKDC_chr8_48872683	1075	945	1025	798	500	1371	1325	923
SRC_chr20_36022600__ROR1_chr1_64240072	1003	764	815	653	588	804	1090	601
SRC_chr20_36022600__ROR1_chr1_64240089	1402	1107	1179	635	1323	1206	535	554
SRC_chr20_36022600__RPS6KB1_chr17_57970538	858	343	409	415	691	874	269	243
SRC_chr20_36022600__RRM2_chr2_10262728	661	997	1181	297	295	1145	367	125
SRC_chr20_36022600__SMO_chr7_128845081	1636	395	412	627	1054	1628	458	473
SRC_chr20_36022600__SMO_chr7_128845117	591	945	1184	1141	217	662	1188	985
SRC_chr20_36022600__TOP1_chr20_39657693	1627	1206	1452	236	1239	1307	1148	351
SRC_chr20_36022600__VEGFA_chr6_43742077	339	419	449	249	318	459	203	130
SRC_chr20_36022600__WEE1_chr11_9595845	87	2	4	294	181	154	485	555
TOP1_chr20_39657693__ABL1_chr9_133738356	124	365	444	352	97	267	307	322
TOP1_chr20_39657693__ADA_chr20_43257696	181	161	175	611	179	186	256	443
TOP1_chr20_39657693__AKT1_chr14_105239609	610	1523	1792	672	774	1183	697	459
TOP1_chr20_39657693__AKT1_chr14_105239686	580	423	481	245	390	708	436	95
TOP1_chr20_39657693__AKT1_chr14_105258968	1165	959	1094	512	962	1335	521	327
TOP1_chr20_39657693__ATM_chr11_108098350	346	652	747	942	118	369	674	743
TOP1_chr20_39657693__ATM_chr11_108098390	226	559	687	331	210	401	209	453
TOP1_chr20_39657693__ATM_chr11_108098402	587	574	709	586	333	1263	571	347
TOP1_chr20_39657693__BRAF_chr7_140624501	359	114	130	113	86	417	221	29
TOP1_chr20_39657693__BRD4_chr19_15376361	205	155	172	3187	92	209	1063	4837
TOP1_chr20_39657693__BRD4_chr19_15376403	248	577	735	315	146	469	547	187
TOP1_chr20_39657693__CDK4_chr12_58143253	1064	1043	1243	1123	705	1293	753	905
TOP1_chr20_39657693__CDK4_chr12_58144705	1630	898	1078	826	3261	880	573	1490
TOP1_chr20_39657693__CDK4_chr12_58145497	715	316	323	320	429	899	344	322
TOP1_chr20_39657693__CDK6_chr7_92252365	771	263	322	229	388	466	307	88
TOP1_chr20_39657693__CDK9_chr9_130548998	1496	797	883	1123	1357	1083	1350	833
TOP1_chr20_39657693__CHEK1_chr11_125496644	674	289	321	294	506	614	413	271
TOP1_chr20_39657693__CHEK1_chr11_125496687	472	611	741	213	276	1079	451	115
TOP1_chr20_39657693__CHEK2_chr22_29085137	528	678	780	757	473	583	939	633
TOP1_chr20_39657693__CHEK2_chr22_29130694	2018	978	1111	1274	1706	1552	843	782
TOP1_chr20_39657693__DHFR_chr5_79949819	682	1249	1428	1480	388	521	699	1228
TOP1_chr20_39657693__DHFR_chr5_79950216	358	410	512	355	227	399	362	343
TOP1_chr20_39657693__EGFR_chr7_55209986	389	771	908	357	105	441	603	612
TOP1_chr20_39657693__ERBB2_chr17_37855800	560	159	168	165	507	323	277	76
TOP1_chr20_39657693__ERBB2_chr17_37868221	647	409	491	148	643	465	88	267
TOP1_chr20_39657693__ERBB2_chr17_37868292	758	630	679	73	873	1124	574	54
TOP1_chr20_39657693__FGFR2_chr10_123298118	835	1232	1544	1126	680	986	1308	1354
TOP1_chr20_39657693__FGFR2_chr10_123353328	645	209	235	253	447	844	583	158
TOP1_chr20_39657693__FGFR3_chr4_1795655	435	664	846	241	429	602	263	161
TOP1_chr20_39657693__FGFR3_chr4_1795735	888	967	1052	875	871	829	968	612
TOP1_chr20_39657693__FLT3_chr13_28636131	1405	1535	1673	929	1069	1040	1120	1183
TOP1_chr20_39657693__FNTA_chr8_42914260	793	330	343	202	590	478	280	138
TOP1_chr20_39657693__HDAC1_chr1_32757816	477	715	818	163	237	580	510	210
TOP1_chr20_39657693__HDAC1_chr1_32792601	646	924	1128	80	416	657	323	106
TOP1_chr20_39657693__HDAC1_chr1_32792637	326	290	357	217	236	217	262	71
TOP1_chr20_39657693__HDAC2_chr6_114267214	995	1711	2056	456	650	910	1189	250
TOP1_chr20_39657693__HDAC6_chrX_48661089	709	829	1025	547	587	1027	661	181
TOP1_chr20_39657693__HDAC6_chrX_48661385	1997	1232	1294	662	1962	1347	1154	627
TOP1_chr20_39657693__HSP90AA1_chr14_102552141	373	398	498	477	260	498	716	280
TOP1_chr20_39657693__IGF1R_chr15_99434807	949	855	1000	202	955	934	554	277
TOP1_chr20_39657693__JAK2_chr9_5021970	185	189	218	384	130	471	301	168
TOP1_chr20_39657693__JAK2_chr9_5050721	518	683	765	229	589	537	385	151
TOP1_chr20_39657693__JAK2_chr9_5050816	576	413	424	392	710	233	467	326
TOP1_chr20_39657693__KIT_chr4_55524164	335	732	781	472	64	606	628	127
TOP1_chr20_39657693__KIT_chr4_55524176	627	428	460	1093	495	760	945	794
TOP1_chr20_39657693__KIT_chr4_55524229	436	323	397	271	467	497	634	132
TOP1_chr20_39657693__MET_chr7_116340188	1146	180	207	721	674	917	799	713
TOP1_chr20_39657693__NonTargetingControlGuideForHuman0362	366	705	874	426	161	519	596	280
TOP1_chr20_39657693__NonTargetingControlGuideForHuman0412	271	570	662	171	87	363	413	79
TOP1_chr20_39657693__PARP1_chr1_226578249	558	800	926	362	237	417	313	297
TOP1_chr20_39657693__PARP1_chr1_226578301	335	53	60	200	96	286	287	253
TOP1_chr20_39657693__PDGFRA_chr4_55124932	411	503	757	145	303	472	240	90
TOP1_chr20_39657693__PDGFRA_chr4_55129914	71	299	358	117	80	197	302	21
TOP1_chr20_39657693__PIK3CA_chr3_178919070	0	202	271	35	2	0	129	168
TOP1_chr20_39657693__PRKDC_chr8_48686398	278	811	931	79	256	243	247	165
TOP1_chr20_39657693__PRKDC_chr8_48686781	2646	413	469	393	5017	1302	426	381
