construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
TOP1_chr20_39690055__VEGFA_chr6_43742077	83	0	0	1	848	0	572	52
TOP1_chr20_39690055__VEGFA_chr6_43742108	516	14	104	104	1295	0	1405	230
TOP1_chr20_39690055__WEE1_chr11_9595462	34	0	0	0	155	0	155	0
TOP1_chr20_39690055__WEE1_chr11_9595542	256	17	264	76	882	0	1499	368
TOP1_chr20_39690109__ABL1_chr9_133738283	183	110	615	495	63	120	1	341
TOP1_chr20_39690109__ADA_chr20_43257696	899	1781	615	873	177	1783	1161	630
TOP1_chr20_39690109__ADA_chr20_43257769	794	972	696	1047	1085	738	1335	698
TOP1_chr20_39690109__AKT1_chr14_105239609	1848	2563	3688	5307	1402	1895	2903	1825
TOP1_chr20_39690109__AKT1_chr14_105239686	527	558	910	1340	770	663	1030	534
TOP1_chr20_39690109__ATM_chr11_108098350	1246	1291	802	1077	739	931	123	469
TOP1_chr20_39690109__ATM_chr11_108098390	1940	1598	526	187	1245	869	901	535
TOP1_chr20_39690109__ATM_chr11_108098402	623	1182	961	1176	840	622	646	1146
TOP1_chr20_39690109__BCL2_chr18_60795960	1148	1181	1495	1620	690	877	819	1160
TOP1_chr20_39690109__BCL2_chr18_60985877	743	1493	431	500	780	983	124	546
TOP1_chr20_39690109__BRD4_chr19_15376361	944	675	170	416	1115	1001	1532	571
TOP1_chr20_39690109__BRD4_chr19_15376403	791	1072	1264	1540	1115	1002	912	763
TOP1_chr20_39690109__BTK_chrX_100626613	1935	2064	1502	1521	1006	2398	745	889
TOP1_chr20_39690109__CDK4_chr12_58143253	2741	2229	2490	1891	4234	1912	3546	1983
TOP1_chr20_39690109__CDK4_chr12_58145497	849	1530	1016	517	979	907	1373	584
TOP1_chr20_39690109__CDK6_chr7_92244474	473	752	789	961	304	1082	820	365
TOP1_chr20_39690109__CDK6_chr7_92252365	1674	1561	805	430	1560	1192	851	857
TOP1_chr20_39690109__CDK6_chr7_92462628	1027	1033	1300	1118	331	1025	884	898
TOP1_chr20_39690109__CDK9_chr9_130548409	1464	1559	636	447	960	1540	1796	560
TOP1_chr20_39690109__CDK9_chr9_130548998	2312	1777	1519	1365	947	791	1408	1153
TOP1_chr20_39690109__CHEK1_chr11_125496687	909	1277	1337	1476	661	1086	521	790
TOP1_chr20_39690109__CHEK1_chr11_125499147	1171	1546	880	908	1015	666	2194	842
TOP1_chr20_39690109__DHFR_chr5_79949819	491	260	411	450	1132	92	1263	915
TOP1_chr20_39690109__DHFR_chr5_79950216	372	861	450	449	717	606	261	567
TOP1_chr20_39690109__ERBB2_chr17_37855800	1163	1318	645	479	736	1221	553	859
TOP1_chr20_39690109__ERBB2_chr17_37868292	1066	1389	2195	2352	1979	743	992	2020
TOP1_chr20_39690109__FGFR2_chr10_123298118	1322	1665	1279	731	627	1506	2191	1451
TOP1_chr20_39690109__FGFR2_chr10_123298215	336	94	125	48	118	136	277	152
TOP1_chr20_39690109__FGFR2_chr10_123353328	1734	1298	1430	965	1432	1417	2222	1026
TOP1_chr20_39690109__FGFR3_chr4_1795655	547	246	363	264	1168	246	1541	628
TOP1_chr20_39690109__FGFR3_chr4_1795735	1429	2070	878	655	2046	2368	1140	762
TOP1_chr20_39690109__FLT3_chr13_28674643	327	501	1093	1488	402	152	614	918
TOP1_chr20_39690109__FNTA_chr8_42914260	1010	1583	1309	1075	401	1858	876	770
TOP1_chr20_39690109__HDAC1_chr1_32757816	1271	1948	749	1037	1273	1610	1540	672
TOP1_chr20_39690109__HDAC6_chrX_48661385	800	683	1031	697	1369	1077	1746	618
TOP1_chr20_39690109__HDAC6_chrX_48674389	328	1059	366	255	1554	2026	875	590
TOP1_chr20_39690109__HSP90AA1_chr14_102551760	1637	1416	1107	1025	1044	1017	1283	1147
TOP1_chr20_39690109__IGF1R_chr15_99192824	728	425	241	233	566	131	1027	220
TOP1_chr20_39690109__IGF1R_chr15_99434664	1090	1595	1831	2250	1202	1470	2510	1013
TOP1_chr20_39690109__IGF1R_chr15_99434807	1784	3233	1521	1407	2012	2929	1842	1080
TOP1_chr20_39690109__JAK2_chr9_5021970	1032	1495	325	311	489	850	1214	253
TOP1_chr20_39690109__KIT_chr4_55524164	1589	1952	2519	2225	1737	1731	2825	1953
TOP1_chr20_39690109__KIT_chr4_55524176	1952	2006	924	1113	1999	1749	1579	1124
TOP1_chr20_39690109__KIT_chr4_55524229	1951	2841	922	1122	727	3217	1635	1174
TOP1_chr20_39690109__MAP2K1_chr15_66679728	900	1165	393	170	465	818	356	392
TOP1_chr20_39690109__MET_chr7_116340207	1164	1479	1076	1022	2240	1256	1071	951
TOP1_chr20_39690109__MTOR_chr1_11317010	2346	2262	2337	2286	1340	2063	1026	1420
TOP1_chr20_39690109__MTOR_chr1_11319459	1793	2220	1812	1325	1158	2603	703	1409
TOP1_chr20_39690109__NonTargetingControlGuideForHuman0362	1073	985	1035	1278	2166	763	1310	1198
TOP1_chr20_39690109__NonTargetingControlGuideForHuman0412	2405	3484	1827	868	1350	2552	1521	1246
TOP1_chr20_39690109__PARP1_chr1_226578249	960	1562	1191	758	615	1452	650	1237
TOP1_chr20_39690109__PDGFRA_chr4_55124932	1529	1523	946	999	1876	1100	1164	1355
TOP1_chr20_39690109__PDGFRA_chr4_55129914	968	1215	1057	1539	254	968	1986	955
TOP1_chr20_39690109__PIK3CA_chr3_178919070	146	309	518	209	559	346	304	426
TOP1_chr20_39690109__PRKDC_chr8_48686781	1305	2273	2154	2241	1159	1986	705	1230
TOP1_chr20_39690109__RPS6KB1_chr17_57970538	487	862	1899	844	623	580	338	769
TOP1_chr20_39690109__RPS6KB1_chr17_57987922	577	896	813	986	845	1028	625	681
TOP1_chr20_39690109__RRM2_chr2_10262728	1584	1555	1330	799	2150	624	1268	1036
TOP1_chr20_39690109__RRM2_chr2_10262957	2308	1548	1201	1221	1825	2297	1256	1375
TOP1_chr20_39690109__SMO_chr7_128845117	1361	1546	1920	2357	777	1636	1581	860
TOP1_chr20_39690109__SRC_chr20_36022600	1893	1601	2445	1771	922	1442	1887	1223
TOP1_chr20_39690109__TYMS_chr18_657730	1010	603	560	692	887	839	1230	958
TOP1_chr20_39690109__TYMS_chr18_659665	1962	1738	990	1034	712	1331	1541	1030
TOP1_chr20_39690109__VEGFA_chr6_43738425	1016	1180	923	1561	1120	940	938	718
TOP1_chr20_39690109__VEGFA_chr6_43742077	198	475	880	911	84	358	565	467
TOP1_chr20_39690109__VEGFA_chr6_43742108	1929	2462	1304	1338	4428	2467	1257	869
TOP1_chr20_39690109__WEE1_chr11_9595462	0	0	88	20	0	0	0	107
TOP1_chr20_39690109__WEE1_chr11_9595542	405	342	624	679	798	374	1189	553
TYMS_chr18_657730__ABL1_chr9_133589790	814	986	429	455	633	749	1200	585
TYMS_chr18_657730__ADA_chr20_43280245	972	667	764	366	226	1071	808	675
TYMS_chr18_657730__AKT1_chr14_105258968	1075	930	1178	440	400	951	1630	689
TYMS_chr18_657730__ALK_chr2_29541172	727	1160	885	465	1591	313	1239	788
TYMS_chr18_657730__ATM_chr11_108098350	767	1481	505	230	730	1582	996	740
TYMS_chr18_657730__ATM_chr11_108098390	2469	2777	589	859	1281	2016	2101	562
TYMS_chr18_657730__BCL2_chr18_60795945	1803	1095	875	957	1523	931	1040	1158
TYMS_chr18_657730__BCL2_chr18_60795960	1109	1567	1161	1100	367	1504	757	910
TYMS_chr18_657730__BCL2_chr18_60985877	630	1269	1408	1462	258	1212	1153	805
TYMS_chr18_657730__BRAF_chr7_140508787	2349	3520	1535	1888	548	2954	1713	773
TYMS_chr18_657730__BRAF_chr7_140534469	600	1051	927	334	1181	617	1030	399
TYMS_chr18_657730__BRAF_chr7_140624501	1557	1117	1111	1049	1103	821	1485	1426
TYMS_chr18_657730__BTK_chrX_100629565	1653	1608	899	425	622	1640	485	504
TYMS_chr18_657730__BTK_chrX_100645534	1864	1641	2072	2317	847	1412	826	1298
TYMS_chr18_657730__CDK4_chr12_58144705	1197	1185	550	790	563	1286	513	481
TYMS_chr18_657730__CDK4_chr12_58145497	797	1193	849	604	454	722	645	440
TYMS_chr18_657730__CDK6_chr7_92244474	1296	1079	731	786	1456	1304	978	792
TYMS_chr18_657730__CDK6_chr7_92462628	877	953	92	85	441	844	832	75
TYMS_chr18_657730__CDK9_chr9_130550235	890	1506	282	68	495	1272	983	331
TYMS_chr18_657730__CHEK1_chr11_125496687	417	748	857	732	556	244	0	810
TYMS_chr18_657730__DHFR_chr5_79949819	999	934	939	1074	722	1960	1663	748
TYMS_chr18_657730__EGFR_chr7_55086962	1154	1994	678	556	1197	1697	1698	775
TYMS_chr18_657730__EGFR_chr7_55209986	682	1365	617	731	425	1177	287	390
TYMS_chr18_657730__EGFR_chr7_55209992	1542	957	400	405	121	720	495	534
TYMS_chr18_657730__ERBB2_chr17_37868292	1805	2011	1541	1316	1062	2077	908	1005
TYMS_chr18_657730__FGFR2_chr10_123353328	1187	1126	643	375	1396	1599	1156	470
TYMS_chr18_657730__FGFR3_chr4_1795736	1035	626	568	342	651	463	1149	635
TYMS_chr18_657730__FLT3_chr13_28636131	850	763	542	176	690	488	990	383
TYMS_chr18_657730__FLT3_chr13_28636172	2023	2680	1405	734	659	1944	421	813
TYMS_chr18_657730__FLT3_chr13_28674643	1039	1489	911	1444	586	2097	669	594
TYMS_chr18_657730__FNTA_chr8_42911471	1269	1270	1566	2001	1036	1903	1884	1175
TYMS_chr18_657730__FNTA_chr8_42914260	918	770	497	323	989	711	412	412
TYMS_chr18_657730__FNTA_chr8_42924781	1089	983	1186	1376	1389	648	392	776
TYMS_chr18_657730__HDAC1_chr1_32757816	1659	3000	1097	1663	394	2717	635	774
TYMS_chr18_657730__HDAC1_chr1_32792637	2157	2551	820	508	925	3224	1064	952
TYMS_chr18_657730__HDAC2_chr6_114292056	487	598	808	1479	675	786	569	466
TYMS_chr18_657730__HSP90AA1_chr14_102552141	776	658	779	368	831	1003	1024	240
TYMS_chr18_657730__HSP90AA1_chr14_102605736	1453	2006	411	380	727	1660	902	293
TYMS_chr18_657730__IGF1R_chr15_99434807	738	1184	48	71	288	2369	561	174
TYMS_chr18_657730__JAK2_chr9_5050721	852	905	1041	1173	761	540	786	734
TYMS_chr18_657730__JAK2_chr9_5050816	478	343	606	819	1221	193	1229	461
TYMS_chr18_657730__KIT_chr4_55524164	745	860	926	707	528	561	589	951
TYMS_chr18_657730__KIT_chr4_55524176	715	423	1227	849	550	289	1431	838
TYMS_chr18_657730__KIT_chr4_55524229	625	661	558	534	727	914	472	244
TYMS_chr18_657730__MAP2K1_chr15_66679721	2327	2422	2860	2194	1014	2054	2093	1636
TYMS_chr18_657730__MAP2K1_chr15_66679756	1245	1668	1153	1078	1072	1474	1230	623
TYMS_chr18_657730__MET_chr7_116340188	987	1786	1356	1437	886	1953	687	975
TYMS_chr18_657730__MTOR_chr1_11317149	509	399	152	63	356	340	142	424
TYMS_chr18_657730__NonTargetingControlGuideForHuman0362	1484	1350	2032	1951	1349	1419	2151	1873
TYMS_chr18_657730__NonTargetingControlGuideForHuman0412	1380	1256	915	493	880	2007	2050	898
TYMS_chr18_657730__PARP1_chr1_226578301	339	296	342	289	490	222	751	162
TYMS_chr18_657730__PARP1_chr1_226595581	1196	644	1491	1195	1106	364	1571	905
TYMS_chr18_657730__PDGFRA_chr4_55124932	2357	1783	912	890	900	1305	711	1018
TYMS_chr18_657730__PIK3CA_chr3_178916614	1009	732	957	1198	626	345	973	882
TYMS_chr18_657730__PIK3CA_chr3_178919070	292	141	264	238	548	53	300	354
TYMS_chr18_657730__PRKDC_chr8_48686398	964	996	396	394	865	719	506	564
TYMS_chr18_657730__PRKDC_chr8_48872683	1173	1331	1290	1399	1293	1165	942	864
TYMS_chr18_657730__ROR1_chr1_64240072	644	919	819	973	512	687	1105	817
TYMS_chr18_657730__RPS6KB1_chr17_57987922	608	738	634	168	489	552	336	550
TYMS_chr18_657730__RRM2_chr2_10262728	1343	2387	1080	577	1067	2870	1616	562
TYMS_chr18_657730__RRM2_chr2_10262940	1158	878	388	298	617	396	1682	549
TYMS_chr18_657730__RRM2_chr2_10262957	970	1084	498	386	325	363	1043	420
TYMS_chr18_657730__SMO_chr7_128828974	1394	1420	1700	1366	1220	1484	3197	1258
TYMS_chr18_657730__SMO_chr7_128845117	1008	1041	1085	414	0	374	196	208
TYMS_chr18_657730__SRC_chr20_36012562	1544	2132	1511	1419	588	1239	840	929
TYMS_chr18_657730__SRC_chr20_36022600	1138	977	1831	2046	751	427	1373	1355
TYMS_chr18_657730__TOP1_chr20_39657693	1283	1247	680	695	332	987	386	276
TYMS_chr18_657730__TOP1_chr20_39690055	1115	1171	1515	1092	1110	1323	1325	664
TYMS_chr18_657730__VEGFA_chr6_43742077	1269	795	569	174	978	713	385	520
TYMS_chr18_657730__WEE1_chr11_9595542	775	1576	722	701	679	2035	860	820
TYMS_chr18_659656__ABL1_chr9_133589790	565	425	868	450	815	412	463	621
TYMS_chr18_659656__ABL1_chr9_133738283	77	175	368	309	302	21	639	161
TYMS_chr18_659656__ADA_chr20_43257696	1577	1600	814	595	2227	1128	1699	1156
TYMS_chr18_659656__AKT1_chr14_105239686	668	803	1014	817	430	515	982	657
TYMS_chr18_659656__ALK_chr2_29541171	1983	2655	1729	1167	818	3029	1755	1330
TYMS_chr18_659656__ALK_chr2_29541172	1237	459	452	481	1040	209	886	406
TYMS_chr18_659656__ATM_chr11_108098350	2258	2260	2276	2444	1187	1123	1546	1624
TYMS_chr18_659656__ATM_chr11_108098390	921	369	1384	1534	765	337	1207	1131
TYMS_chr18_659656__BCL2_chr18_60795945	860	508	658	942	897	802	1285	577
TYMS_chr18_659656__BCL2_chr18_60795960	2452	1959	345	141	896	2545	542	894
TYMS_chr18_659656__BCL2_chr18_60985877	995	878	1613	2045	1554	1439	957	992
TYMS_chr18_659656__BRAF_chr7_140534469	656	739	566	237	1000	809	534	251
TYMS_chr18_659656__BRAF_chr7_140624501	863	738	782	1147	753	909	1331	784
TYMS_chr18_659656__BRD4_chr19_15376361	763	1489	770	943	1046	1054	1534	677
TYMS_chr18_659656__BRD4_chr19_15376403	2343	3040	1375	1002	1031	4639	1769	1070
TYMS_chr18_659656__BRD4_chr19_15383894	559	536	609	495	520	464	474	518
TYMS_chr18_659656__BTK_chrX_100626613	1704	1664	972	1074	910	925	672	893
TYMS_chr18_659656__BTK_chrX_100629565	659	631	194	312	274	334	273	102
TYMS_chr18_659656__BTK_chrX_100645534	39	62	0	1	132	1	138	83
TYMS_chr18_659656__CDK6_chr7_92244474	1395	1755	1014	572	1557	1729	1027	794
TYMS_chr18_659656__CDK6_chr7_92252365	644	1001	545	950	542	775	763	687
TYMS_chr18_659656__CDK9_chr9_130548409	1271	1364	1531	927	722	1653	874	814
TYMS_chr18_659656__CHEK1_chr11_125496644	1206	1242	806	976	698	926	400	383
TYMS_chr18_659656__CHEK2_chr22_29085137	558	717	411	248	399	468	786	535
TYMS_chr18_659656__CHEK2_chr22_29090029	1848	2665	576	475	1199	2983	768	890
TYMS_chr18_659656__CHEK2_chr22_29130694	767	1169	531	857	323	1370	1161	769
TYMS_chr18_659656__DHFR_chr5_79949819	1168	1245	365	118	703	588	504	356
TYMS_chr18_659656__DHFR_chr5_79950217	1559	1286	334	472	932	1203	1212	876
TYMS_chr18_659656__EGFR_chr7_55209992	980	787	623	355	385	366	554	342
TYMS_chr18_659656__ERBB2_chr17_37855800	479	320	267	207	485	247	2	249
TYMS_chr18_659656__ERBB2_chr17_37868221	726	578	638	868	702	416	950	707
TYMS_chr18_659656__FGFR2_chr10_123298118	663	338	328	389	611	721	752	460
TYMS_chr18_659656__FGFR2_chr10_123298215	90	356	160	277	34	145	255	241
TYMS_chr18_659656__FGFR2_chr10_123353328	1057	1345	1294	1431	480	757	900	1119
TYMS_chr18_659656__FGFR3_chr4_1795655	608	582	326	448	340	357	1160	456
TYMS_chr18_659656__FLT3_chr13_28636131	988	605	1071	1080	785	474	2276	997
TYMS_chr18_659656__HDAC1_chr1_32757816	149	171	347	261	270	11	778	173
TYMS_chr18_659656__HDAC1_chr1_32792601	2493	2908	1503	1659	1649	1907	2003	1486
TYMS_chr18_659656__HDAC1_chr1_32792637	518	353	75	150	210	189	492	136
TYMS_chr18_659656__HDAC2_chr6_114266539	828	1019	529	638	465	818	434	839
TYMS_chr18_659656__HDAC2_chr6_114267214	1052	1175	934	938	661	996	322	758
TYMS_chr18_659656__HDAC6_chrX_48674389	537	100	265	227	787	39	62	214
TYMS_chr18_659656__HSP90AA1_chr14_102605736	824	1054	934	1262	902	181	735	483
TYMS_chr18_659656__IGF1R_chr15_99192824	459	219	135	42	251	124	486	95
TYMS_chr18_659656__IGF1R_chr15_99434807	837	771	612	509	905	461	1247	764
TYMS_chr18_659656__JAK2_chr9_5050721	934	595	704	470	859	158	952	1081
TYMS_chr18_659656__KIT_chr4_55524164	1221	2471	1292	986	814	3055	1123	1238
TYMS_chr18_659656__KIT_chr4_55524229	1917	1633	933	838	788	1652	1381	538
TYMS_chr18_659656__MAP2K1_chr15_66679728	916	601	425	373	619	304	1176	391
TYMS_chr18_659656__MET_chr7_116340188	915	1581	1336	838	1329	1458	254	817
TYMS_chr18_659656__NonTargetingControlGuideForHuman0362	2641	3054	1753	1121	1286	3532	3707	1992
TYMS_chr18_659656__NonTargetingControlGuideForHuman0412	2688	1581	1099	1073	1092	1303	1271	1239
TYMS_chr18_659656__PARP1_chr1_226578249	253	385	454	960	878	342	685	732
TYMS_chr18_659656__PARP1_chr1_226578301	395	748	647	352	220	400	296	474
TYMS_chr18_659656__PDGFRA_chr4_55124932	2047	2019	1306	1906	923	1896	1544	1601
TYMS_chr18_659656__PDGFRA_chr4_55124963	800	963	383	136	320	584	1477	176
TYMS_chr18_659656__PIK3CA_chr3_178919070	60	0	38	25	94	0	151	99
TYMS_chr18_659656__PIK3CA_chr3_178919167	2478	2046	1757	1433	1648	1994	1878	1754
TYMS_chr18_659656__ROR1_chr1_64240089	1149	1603	917	896	743	736	1013	1004
TYMS_chr18_659656__RPS6KB1_chr17_57987922	1076	1776	1638	1900	1787	1371	2184	907
TYMS_chr18_659656__RRM2_chr2_10262728	404	52	136	185	72	89	363	216
TYMS_chr18_659656__RRM2_chr2_10262957	444	497	66	7	410	1489	656	226
TYMS_chr18_659656__SRC_chr20_36022600	1144	645	949	838	1721	1253	399	1019
TYMS_chr18_659656__TOP1_chr20_39690109	761	662	288	772	318	367	802	531
TYMS_chr18_659656__VEGFA_chr6_43738425	820	627	1258	502	342	236	807	372
TYMS_chr18_659656__VEGFA_chr6_43742077	621	854	494	366	929	1212	532	519
TYMS_chr18_659656__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
TYMS_chr18_659656__WEE1_chr11_9595542	907	573	584	192	1041	381	1288	923
TYMS_chr18_659656__WEE1_chr11_9595845	1317	1073	719	521	1026	796	1094	462
TYMS_chr18_659665__ADA_chr20_43257769	645	605	945	566	387	572	84	431
TYMS_chr18_659665__ADA_chr20_43280245	708	456	391	227	1223	157	366	212
TYMS_chr18_659665__AKT1_chr14_105239609	461	593	1100	1920	1061	439	471	989
TYMS_chr18_659665__AKT1_chr14_105258968	1345	1306	1633	1261	448	742	1170	1265
TYMS_chr18_659665__ATM_chr11_108098350	766	618	318	80	130	835	439	156
TYMS_chr18_659665__BCL2_chr18_60795960	773	602	468	449	257	332	821	443
TYMS_chr18_659665__BCL2_chr18_60985877	1075	1043	786	687	1105	380	849	1015
TYMS_chr18_659665__BRAF_chr7_140534469	556	338	241	197	398	173	590	205
TYMS_chr18_659665__BRAF_chr7_140624501	961	1813	521	369	613	952	504	407
TYMS_chr18_659665__BRD4_chr19_15376403	448	81	848	1178	192	229	212	278
TYMS_chr18_659665__BRD4_chr19_15383894	951	1208	587	348	1553	630	1721	356
TYMS_chr18_659665__BTK_chrX_100626613	723	2231	424	145	131	1527	247	471
TYMS_chr18_659665__CDK4_chr12_58143253	641	638	1120	1416	264	339	261	768
TYMS_chr18_659665__CDK4_chr12_58144705	1203	2296	988	889	1133	2443	379	704
TYMS_chr18_659665__CDK4_chr12_58145497	657	1128	244	366	342	1250	1262	304
TYMS_chr18_659665__CDK6_chr7_92244474	1364	1575	922	691	729	1137	1215	799
TYMS_chr18_659665__CHEK2_chr22_29130694	539	425	1241	990	466	228	808	389
TYMS_chr18_659665__DHFR_chr5_79949819	1066	1038	1016	2351	670	507	411	645
TYMS_chr18_659665__DHFR_chr5_79950217	245	314	799	1299	601	360	577	562
TYMS_chr18_659665__EGFR_chr7_55086962	904	2007	1249	1103	1018	2250	2066	1039
TYMS_chr18_659665__EGFR_chr7_55209992	975	1127	335	359	867	965	472	523
TYMS_chr18_659665__ERBB2_chr17_37855800	212	376	204	48	340	51	614	209
TYMS_chr18_659665__ERBB2_chr17_37868292	1280	1383	540	637	858	797	1263	464
TYMS_chr18_659665__FGFR2_chr10_123298118	479	459	68	185	338	359	527	269
TYMS_chr18_659665__FGFR2_chr10_123353328	1889	1962	1692	1181	509	1891	2076	818
TYMS_chr18_659665__FGFR3_chr4_1795736	663	871	655	836	965	207	1054	561
TYMS_chr18_659665__FLT3_chr13_28636131	881	1064	348	149	776	1068	1581	470
TYMS_chr18_659665__FLT3_chr13_28636172	459	307	1066	2153	587	313	643	475
TYMS_chr18_659665__HDAC1_chr1_32792601	1045	1206	434	217	506	421	1076	591
TYMS_chr18_659665__HDAC2_chr6_114292056	771	564	1043	889	1012	146	954	745
TYMS_chr18_659665__HDAC6_chrX_48661385	1568	1672	830	541	1239	989	1354	614
TYMS_chr18_659665__HSP90AA1_chr14_102551760	809	905	166	295	535	501	157	350
TYMS_chr18_659665__HSP90AA1_chr14_102552141	291	359	264	147	485	270	391	291
TYMS_chr18_659665__IGF1R_chr15_99434807	537	660	699	680	308	960	1001	537
TYMS_chr18_659665__JAK2_chr9_5050721	1011	1311	517	765	922	814	860	495
TYMS_chr18_659665__KIT_chr4_55524164	808	608	449	408	801	482	369	284
TYMS_chr18_659665__MAP2K1_chr15_66679721	1498	2492	592	607	808	3746	1015	641
TYMS_chr18_659665__MET_chr7_116339123	750	1070	496	817	272	594	620	580
TYMS_chr18_659665__MET_chr7_116340188	915	954	651	306	1192	1679	1386	776
TYMS_chr18_659665__MTOR_chr1_11317149	527	59	62	16	736	338	332	250
TYMS_chr18_659665__NonTargetingControlGuideForHuman0352	1259	1142	926	566	1270	982	1010	591
TYMS_chr18_659665__PARP1_chr1_226578301	267	243	178	439	291	163	364	202
TYMS_chr18_659665__PARP1_chr1_226595581	1138	1139	393	614	896	540	943	402
TYMS_chr18_659665__PDGFRA_chr4_55124932	1033	1313	836	882	602	1203	2025	714
TYMS_chr18_659665__PIK3CA_chr3_178916614	835	639	1207	542	559	284	286	388
TYMS_chr18_659665__PRKDC_chr8_48686781	978	1239	1237	925	809	293	1348	578
TYMS_chr18_659665__PRKDC_chr8_48872683	1105	956	993	832	402	1088	2591	815
TYMS_chr18_659665__ROR1_chr1_64240072	881	671	1603	1415	778	334	1365	1200
TYMS_chr18_659665__ROR1_chr1_64240089	734	823	813	460	913	486	537	1027
TYMS_chr18_659665__RPS6KB1_chr17_57970538	737	983	823	660	577	409	858	411
TYMS_chr18_659665__RPS6KB1_chr17_57987949	1215	1010	512	552	707	915	554	348
TYMS_chr18_659665__RRM2_chr2_10262940	682	429	654	340	773	230	1080	469
TYMS_chr18_659665__RRM2_chr2_10262957	1042	505	189	42	1153	195	805	212
TYMS_chr18_659665__SMO_chr7_128845117	565	1067	350	211	359	529	95	246
TYMS_chr18_659665__SRC_chr20_36022600	1205	1538	947	1268	1282	665	962	709
TYMS_chr18_659665__TOP1_chr20_39657693	868	1507	1084	1156	457	1350	931	836
TYMS_chr18_659665__TOP1_chr20_39690055	1085	1156	697	777	604	1650	689	764
TYMS_chr18_659665__WEE1_chr11_9595462	38	0	0	0	176	0	84	37
TYMS_chr18_659665__WEE1_chr11_9595542	437	269	381	455	522	131	353	532
VEGFA_chr6_43738425__ABL1_chr9_133589790	1084	859	286	283	535	881	1494	302
VEGFA_chr6_43738425__ADA_chr20_43280245	808	1706	1673	2692	787	1374	563	709
VEGFA_chr6_43738425__AKT1_chr14_105239609	1803	1273	1389	1363	1010	806	1372	1172
VEGFA_chr6_43738425__AKT1_chr14_105239686	307	424	710	725	184	377	769	659
VEGFA_chr6_43738425__AKT1_chr14_105258968	2020	2125	1494	1998	1032	3340	733	1186
VEGFA_chr6_43738425__ALK_chr2_29541171	1021	1373	755	724	855	788	1530	437
VEGFA_chr6_43738425__ATM_chr11_108098390	2745	2353	1854	2281	1407	3378	2227	1202
VEGFA_chr6_43738425__ATM_chr11_108098402	668	1258	899	767	706	816	191	495
VEGFA_chr6_43738425__BCL2_chr18_60795945	704	609	2332	2895	433	237	926	1136
VEGFA_chr6_43738425__BCL2_chr18_60795960	1448	1337	636	1137	1332	973	1705	906
VEGFA_chr6_43738425__BRAF_chr7_140508787	678	995	1063	1381	326	844	652	800
VEGFA_chr6_43738425__BRAF_chr7_140534469	610	669	535	383	456	570	894	330
VEGFA_chr6_43738425__BRD4_chr19_15376403	614	1001	1308	3161	554	780	687	843
VEGFA_chr6_43738425__BTK_chrX_100629565	1813	2281	1851	1710	516	1414	394	1395
VEGFA_chr6_43738425__CDK4_chr12_58144705	1168	1818	2516	3405	1338	1228	825	531
VEGFA_chr6_43738425__CDK4_chr12_58145497	920	1084	612	476	1193	729	759	599
VEGFA_chr6_43738425__CDK6_chr7_92462628	1922	2825	1963	2028	881	1466	550	1192
VEGFA_chr6_43738425__CDK9_chr9_130548409	1858	1741	990	1160	566	1618	1243	846
VEGFA_chr6_43738425__CDK9_chr9_130550235	1854	1680	909	1447	1326	1387	748	909
VEGFA_chr6_43738425__CHEK1_chr11_125496687	505	645	312	415	672	734	852	820
VEGFA_chr6_43738425__CHEK2_chr22_29085137	1781	1589	1046	601	948	649	861	721
VEGFA_chr6_43738425__DHFR_chr5_79949819	465	488	1375	2351	193	477	569	533
VEGFA_chr6_43738425__DHFR_chr5_79950216	889	576	796	1239	519	735	1111	666
VEGFA_chr6_43738425__EGFR_chr7_55209986	996	643	511	326	948	963	471	495
VEGFA_chr6_43738425__ERBB2_chr17_37868221	744	779	807	1193	113	813	383	226
VEGFA_chr6_43738425__FGFR2_chr10_123298118	959	1252	1179	948	2121	1597	560	1097
VEGFA_chr6_43738425__FGFR2_chr10_123298215	529	675	139	133	481	477	338	375
VEGFA_chr6_43738425__FGFR3_chr4_1795655	341	198	324	168	256	827	968	452
VEGFA_chr6_43738425__FGFR3_chr4_1795735	787	1314	1525	1711	897	925	783	1064
VEGFA_chr6_43738425__FGFR3_chr4_1795736	1629	1578	234	186	527	1141	1245	278
