construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
TYMS_chr18_657730__FLT3_chr13_28636172	39	114	64	44	2	54
TYMS_chr18_657730__FLT3_chr13_28674643	69	171	111	132	423	108
TYMS_chr18_657730__FNTA_chr8_42911471	70	16	8	11	4	8
TYMS_chr18_657730__FNTA_chr8_42914260	34	1	3	20	75	27
TYMS_chr18_657730__FNTA_chr8_42924781	96	82	233	50	34	15
TYMS_chr18_657730__GATA3_chr10_8097612	61	220	11	117	104	48
TYMS_chr18_657730__GATA3_chr10_8097722	205	82	48	140	320	68
TYMS_chr18_657730__GATA3_chr10_8097790	57	17	16	7	11	22
TYMS_chr18_657730__HDAC1_chr1_32757816	80	247	224	104	422	31
TYMS_chr18_657730__HDAC1_chr1_32792637	138	184	16	243	190	20
TYMS_chr18_657730__HDAC2_chr6_114292056	10	34	74	17	8	13
TYMS_chr18_657730__HSP90AA1_chr14_102552141	44	16	29	150	1618	32
TYMS_chr18_657730__HSP90AA1_chr14_102605736	237	32	24	53	65	43
TYMS_chr18_657730__IGF1R_chr15_99434807	44	112	84	85	179	28
TYMS_chr18_657730__JAK2_chr9_5050721	83	81	83	12	8	14
TYMS_chr18_657730__JAK2_chr9_5050816	48	60	186	10	7	32
TYMS_chr18_657730__KDM5C_chrX_53241021	33	49	10	140	420	33
TYMS_chr18_657730__KDM5C_chrX_53241022	116	21	14	22	2	38
TYMS_chr18_657730__KDM6A_chrX_44820615	42	29	26	65	43	84
TYMS_chr18_657730__KIT_chr4_55524164	49	7	32	69	42	47
TYMS_chr18_657730__KIT_chr4_55524176	19	22	5	31	24	34
TYMS_chr18_657730__KIT_chr4_55524229	38	51	19	38	10	13
TYMS_chr18_657730__KMT2D_chr12_49448161	24	69	16	19	6	66
TYMS_chr18_657730__MAP2K1_chr15_66679721	88	97	186	161	179	93
TYMS_chr18_657730__MAP2K1_chr15_66679756	163	65	108	30	9	26
TYMS_chr18_657730__MAP3K1_chr5_56111382	47	3	3	33	25	6
TYMS_chr18_657730__MAP3K1_chr5_56152485	312	26	8	147	4	61
TYMS_chr18_657730__MET_chr7_116340188	86	178	77	125	96	36
TYMS_chr18_657730__MSH6_chr2_48018154	298	127	183	94	20	35
TYMS_chr18_657730__MTOR_chr1_11317149	171	38	14	43	16	33
TYMS_chr18_657730__NF1_chr17_29422308	80	39	21	70	157	56
TYMS_chr18_657730__NF1_chr17_29483038	118	11	14	4	1	12
TYMS_chr18_657730__NonTargetingControlGuideForHuman0362	164	101	37	107	22	41
TYMS_chr18_657730__NonTargetingControlGuideForHuman0412	99	59	26	119	67	32
TYMS_chr18_657730__PARP1_chr1_226578301	46	3	5	44	48	42
TYMS_chr18_657730__PARP1_chr1_226595581	134	33	21	16	2	38
TYMS_chr18_657730__PBRM1_chr3_52696257	101	17	31	13	3	28
TYMS_chr18_657730__PBRM1_chr3_52713723	29	85	449	135	466	55
TYMS_chr18_657730__PDGFRA_chr4_55124932	224	100	25	5	6	13
TYMS_chr18_657730__PIK3CA_chr3_178916614	143	14	20	72	9	17
TYMS_chr18_657730__PIK3CA_chr3_178919070	14	2	9	41	8	0
TYMS_chr18_657730__PIK3R1_chr5_67522521	110	20	34	12	99	26
TYMS_chr18_657730__PRKDC_chr8_48686398	208	77	27	59	4	26
TYMS_chr18_657730__PRKDC_chr8_48872683	23	18	7	8	4	59
TYMS_chr18_657730__PTEN_chr10_89653786	259	66	40	281	1949	119
TYMS_chr18_657730__RB1_chr13_48878054	8	12	13	55	49	17
TYMS_chr18_657730__RB1_chr13_48936969	193	87	100	18	4	18
TYMS_chr18_657730__ROR1_chr1_64240072	134	122	162	49	6	56
TYMS_chr18_657730__RPS6KB1_chr17_57987922	80	94	14	74	212	55
TYMS_chr18_657730__RRM2_chr2_10262728	8	6	1	10	1	3
TYMS_chr18_657730__RRM2_chr2_10262940	52	37	90	161	402	27
TYMS_chr18_657730__RRM2_chr2_10262957	13	49	21	10	1	24
TYMS_chr18_657730__SETD2_chr3_47142972	31	169	238	67	98	39
TYMS_chr18_657730__SETD2_chr3_47205411	19	10	24	42	4	13
TYMS_chr18_657730__SMAD4_chr18_48573460	104	3	10	8	1	45
TYMS_chr18_657730__SMARCB1_chr22_24129339	71	65	18	15	1	44
TYMS_chr18_657730__SMO_chr7_128828974	88	14	16	39	7	80
TYMS_chr18_657730__SMO_chr7_128845117	125	50	32	42	3	24
TYMS_chr18_657730__SRC_chr20_36012562	154	2	6	7	2	13
TYMS_chr18_657730__SRC_chr20_36022600	243	85	295	108	81	64
TYMS_chr18_657730__TOP1_chr20_39657693	131	17	9	9	6	91
TYMS_chr18_657730__TOP1_chr20_39690055	30	6	13	3	5	14
TYMS_chr18_657730__TP53_chr17_7578373	98	17	7	44	18	40
TYMS_chr18_657730__TP53_chr17_7579881	21	296	296	32	107	19
TYMS_chr18_657730__TSC1_chr9_135796748	50	187	154	195	189	65
TYMS_chr18_657730__VEGFA_chr6_43742077	174	142	104	127	169	96
TYMS_chr18_657730__VHL_chr3_10183518	94	116	219	83	49	82
TYMS_chr18_657730__VHL_chr3_10183791	34	81	1	46	3	23
TYMS_chr18_657730__WEE1_chr11_9595542	30	329	279	75	282	40
TYMS_chr18_659656__ABL1_chr9_133589790	64	60	64	21	2	5
TYMS_chr18_659656__ABL1_chr9_133738283	20	1	18	16	4	6
TYMS_chr18_659656__ADA_chr20_43257696	139	53	21	51	7	44
TYMS_chr18_659656__AKT1_chr14_105239686	67	54	45	94	197	40
TYMS_chr18_659656__ALK_chr2_29541171	8	1	7	42	4	8
TYMS_chr18_659656__ALK_chr2_29541172	15	37	66	42	2	17
TYMS_chr18_659656__APC_chr5_112043408	80	187	160	139	303	58
TYMS_chr18_659656__APC_chr5_112102023	60	4	9	14	57	49
TYMS_chr18_659656__APC_chr5_112102933	16	5	14	58	2	9
TYMS_chr18_659656__ARID1A_chr1_27022876	12	4	10	3	2	0
TYMS_chr18_659656__ARID2_chr12_46123614	41	78	12	12	1	15
TYMS_chr18_659656__ARID2_chr12_46254608	45	41	36	8	7	6
TYMS_chr18_659656__ATM_chr11_108098350	7	9	16	34	1	2
TYMS_chr18_659656__ATM_chr11_108098390	72	9	19	401	1675	16
TYMS_chr18_659656__BCL2_chr18_60795945	30	122	79	89	42	7
TYMS_chr18_659656__BCL2_chr18_60795960	19	52	60	169	142	8
TYMS_chr18_659656__BCL2_chr18_60985877	2	6	11	16	3	60
TYMS_chr18_659656__BRAF_chr7_140534469	93	106	260	77	26	48
TYMS_chr18_659656__BRAF_chr7_140624501	5	8	9	5	2	16
TYMS_chr18_659656__BRCA1_chr17_41256141	153	6	19	117	138	15
TYMS_chr18_659656__BRCA2_chr13_32890586	14	26	14	78	3	25
TYMS_chr18_659656__BRCA2_chr13_32912006	19	4	20	2	1	39
TYMS_chr18_659656__BRD4_chr19_15376361	7	3	7	16	3	22
TYMS_chr18_659656__BRD4_chr19_15376403	36	60	47	21	4	12
TYMS_chr18_659656__BRD4_chr19_15383894	34	1	9	3	5	15
TYMS_chr18_659656__BTK_chrX_100626613	11	1	12	4	5	24
TYMS_chr18_659656__BTK_chrX_100629565	18	1	16	7	2	0
TYMS_chr18_659656__BTK_chrX_100645534	53	83	84	68	4	9
TYMS_chr18_659656__CASP8_chr2_202134297	32	15	12	13	10	8
TYMS_chr18_659656__CDH1_chr16_68772255	7	11	11	8	1	5
TYMS_chr18_659656__CDK6_chr7_92244474	22	6	19	9	8	20
TYMS_chr18_659656__CDK6_chr7_92252365	32	123	48	68	5	69
TYMS_chr18_659656__CDK9_chr9_130548409	186	16	20	46	4	73
TYMS_chr18_659656__CDKN1B_chr12_12871196	23	57	29	21	4	72
TYMS_chr18_659656__CDKN2A_chr9_21971100	116	167	315	45	10	30
TYMS_chr18_659656__CDKN2A_chr9_21994327	40	43	38	107	4	84
TYMS_chr18_659656__CHEK1_chr11_125496644	101	68	45	52	1	11
TYMS_chr18_659656__CHEK2_chr22_29085137	13	96	24	9	9	7
TYMS_chr18_659656__CHEK2_chr22_29090029	36	153	9	17	3	18
TYMS_chr18_659656__CHEK2_chr22_29130694	44	10	22	21	7	45
TYMS_chr18_659656__DHFR_chr5_79949819	174	78	16	83	4	35
TYMS_chr18_659656__DHFR_chr5_79950217	6	39	24	19	4	8
TYMS_chr18_659656__EGFR_chr7_55209992	11	17	45	258	385	21
TYMS_chr18_659656__ERBB2_chr17_37855800	30	7	11	16	5	54
TYMS_chr18_659656__ERBB2_chr17_37868221	78	61	414	95	58	17
TYMS_chr18_659656__FGFR2_chr10_123298118	24	6	24	13	3	1
TYMS_chr18_659656__FGFR2_chr10_123298215	10	255	976	14	9	8
TYMS_chr18_659656__FGFR2_chr10_123353328	23	178	241	24	5	23
TYMS_chr18_659656__FGFR3_chr4_1795655	10	48	39	7	2	3
TYMS_chr18_659656__FLT3_chr13_28636131	49	31	33	3	9	10
TYMS_chr18_659656__GATA3_chr10_8097722	20	43	22	3	4	2
TYMS_chr18_659656__GATA3_chr10_8097790	40	24	45	26	8	23
TYMS_chr18_659656__HDAC1_chr1_32757816	11	52	34	118	82	22
TYMS_chr18_659656__HDAC1_chr1_32792601	34	42	14	36	4	10
TYMS_chr18_659656__HDAC1_chr1_32792637	71	174	711	48	94	30
TYMS_chr18_659656__HDAC2_chr6_114266539	99	69	22	6	4	40
TYMS_chr18_659656__HDAC2_chr6_114267214	80	80	62	36	21	28
TYMS_chr18_659656__HDAC6_chrX_48674389	70	25	47	10	2	6
TYMS_chr18_659656__HSP90AA1_chr14_102605736	48	45	34	9	7	21
TYMS_chr18_659656__IGF1R_chr15_99192824	75	6	19	8	1	136
TYMS_chr18_659656__IGF1R_chr15_99434807	41	42	17	37	77	19
TYMS_chr18_659656__JAK2_chr9_5050721	124	7	9	21	51	1
TYMS_chr18_659656__KDM5C_chrX_53241022	12	54	66	2	5	29
TYMS_chr18_659656__KDM5C_chrX_53254068	85	68	42	32	6	5
TYMS_chr18_659656__KDM6A_chrX_44732838	98	30	10	43	10	14
TYMS_chr18_659656__KIT_chr4_55524164	144	496	9727	31	84	57
TYMS_chr18_659656__KIT_chr4_55524229	12	3	15	25	39	10
TYMS_chr18_659656__KMT2D_chr12_49448468	79	50	37	40	6	37
TYMS_chr18_659656__MAP2K1_chr15_66679728	34	18	9	9	3	4
TYMS_chr18_659656__MAP3K1_chr5_56111382	82	13	1	7	2	0
TYMS_chr18_659656__MET_chr7_116340188	79	27	78	90	309	17
TYMS_chr18_659656__MLH1_chr3_37035029	23	17	17	122	3	11
TYMS_chr18_659656__MLH1_chr3_37045912	52	4	19	20	5	0
TYMS_chr18_659656__MSH6_chr2_48010356	3	14	11	5	6	32
TYMS_chr18_659656__MSH6_chr2_48018154	12	1	12	23	11	42
TYMS_chr18_659656__NonTargetingControlGuideForHuman0362	52	24	43	251	1311	5
TYMS_chr18_659656__NonTargetingControlGuideForHuman0412	16	5	14	82	7	2
TYMS_chr18_659656__PARP1_chr1_226578249	23	12	33	11	8	18
TYMS_chr18_659656__PARP1_chr1_226578301	58	5	14	4	3	31
TYMS_chr18_659656__PBRM1_chr3_52702516	47	43	18	19	4	75
TYMS_chr18_659656__PBRM1_chr3_52713723	118	103	47	8	4	76
TYMS_chr18_659656__PDGFRA_chr4_55124932	58	88	112	47	3	69
TYMS_chr18_659656__PDGFRA_chr4_55124963	196	109	21	14	8	75
TYMS_chr18_659656__PIK3CA_chr3_178919070	75	64	37	63	177	17
TYMS_chr18_659656__PIK3CA_chr3_178919167	38	97	19	26	8	93
TYMS_chr18_659656__RB1_chr13_48878054	9	3	9	20	3	14
TYMS_chr18_659656__RB1_chr13_48936969	63	7	14	7	1	4
TYMS_chr18_659656__ROR1_chr1_64240089	104	72	49	16	7	55
TYMS_chr18_659656__RPS6KB1_chr17_57987922	91	59	9	39	4	55
TYMS_chr18_659656__RRM2_chr2_10262728	7	0	4	5	3	1
TYMS_chr18_659656__RRM2_chr2_10262957	30	67	58	26	4	47
TYMS_chr18_659656__RUNX1_chr21_36252860	98	126	232	28	5	12
TYMS_chr18_659656__RUNX1_chr21_36252902	4	4	8	5	2	0
TYMS_chr18_659656__SETD2_chr3_47142951	23	63	18	2	3	30
TYMS_chr18_659656__SMAD4_chr18_48573460	30	23	74	28	2	12
TYMS_chr18_659656__SMAD4_chr18_48575673	5	4	11	22	3	5
TYMS_chr18_659656__SMAD4_chr18_48586241	116	15	8	137	55	15
TYMS_chr18_659656__SMARCA4_chr19_11094851	18	120	392	263	277	40
TYMS_chr18_659656__SMARCA4_chr19_11095011	27	112	104	34	8	133
TYMS_chr18_659656__SMARCB1_chr22_24133993	61	18	2	6	1	14
TYMS_chr18_659656__SRC_chr20_36022600	84	125	91	18	3	23
TYMS_chr18_659656__TOP1_chr20_39690109	34	2	6	6	0	4
TYMS_chr18_659656__TP53_chr17_7577537	7	12	23	20	5	16
TYMS_chr18_659656__TP53_chr17_7578373	13	29	65	6	7	6
TYMS_chr18_659656__TP53_chr17_7579881	67	6	14	5	4	20
TYMS_chr18_659656__TSC1_chr9_135796796	73	221	924	8	10	33
TYMS_chr18_659656__VEGFA_chr6_43738425	10	41	68	29	37	17
TYMS_chr18_659656__VEGFA_chr6_43742077	110	74	268	23	14	60
TYMS_chr18_659656__VHL_chr3_10183518	13	19	11	59	22	26
TYMS_chr18_659656__VHL_chr3_10183773	102	16	11	34	2	26
TYMS_chr18_659656__WEE1_chr11_9595462	171	50	89	14	9	51
TYMS_chr18_659656__WEE1_chr11_9595542	27	4	11	63	28	6
TYMS_chr18_659656__WEE1_chr11_9595845	76	8	21	1	2	37
TYMS_chr18_659665__ADA_chr20_43257769	66	147	142	40	5	33
TYMS_chr18_659665__ADA_chr20_43280245	75	21	9	9	4	101
TYMS_chr18_659665__AKT1_chr14_105239609	162	68	22	7	5	90
TYMS_chr18_659665__AKT1_chr14_105258968	56	3	12	57	142	2
TYMS_chr18_659665__APC_chr5_112043408	121	193	117	89	92	46
TYMS_chr18_659665__APC_chr5_112102933	53	25	11	191	326	40
TYMS_chr18_659665__ARID1A_chr1_27022876	9	5	10	52	137	0
TYMS_chr18_659665__ARID1A_chr1_27056288	39	70	17	17	13	9
TYMS_chr18_659665__ARID2_chr12_46205318	77	557	525	58	9	41
TYMS_chr18_659665__ATM_chr11_108098350	3	3	1	5	0	3
TYMS_chr18_659665__BCL2_chr18_60795960	9	3	3	25	2	17
TYMS_chr18_659665__BCL2_chr18_60985877	102	67	59	25	19	64
TYMS_chr18_659665__BRAF_chr7_140534469	66	77	43	240	249	55
TYMS_chr18_659665__BRAF_chr7_140624501	36	5	6	131	527	0
TYMS_chr18_659665__BRCA1_chr17_41256141	181	9	14	4	4	17
TYMS_chr18_659665__BRCA2_chr13_32914228	47	24	4	9	3	60
TYMS_chr18_659665__BRD4_chr19_15376403	45	22	7	13	7	16
TYMS_chr18_659665__BRD4_chr19_15383894	19	3	5	45	41	3
TYMS_chr18_659665__BTK_chrX_100626613	38	3	8	35	50	4
TYMS_chr18_659665__CDH1_chr16_68771300	71	90	44	23	5	6
TYMS_chr18_659665__CDH1_chr16_68772255	100	25	8	1	4	0
TYMS_chr18_659665__CDK4_chr12_58143253	26	3	3	4	3	0
TYMS_chr18_659665__CDK4_chr12_58144705	59	18	7	16	3	27
TYMS_chr18_659665__CDK4_chr12_58145497	143	11	9	6	4	13
TYMS_chr18_659665__CDK6_chr7_92244474	136	46	84	77	136	86
TYMS_chr18_659665__CDKN1B_chr12_12870777	16	29	2	35	31	7
TYMS_chr18_659665__CDKN1B_chr12_12870931	64	20	3	15	3	0
TYMS_chr18_659665__CDKN1B_chr12_12871196	4	4	2	10	5	14
TYMS_chr18_659665__CDKN2A_chr9_21968726	9	4	3	6	2	10
TYMS_chr18_659665__CDKN2A_chr9_21971100	62	279	151	27	37	30
TYMS_chr18_659665__CDKN2A_chr9_21994327	50	15	8	12	5	2
TYMS_chr18_659665__CHEK2_chr22_29130694	74	61	152	78	194	67
TYMS_chr18_659665__DHFR_chr5_79949819	16	2	4	3	2	0
TYMS_chr18_659665__DHFR_chr5_79950217	16	7	14	3	4	4
TYMS_chr18_659665__EGFR_chr7_55086962	8	9	10	4	3	14
TYMS_chr18_659665__EGFR_chr7_55209992	127	3	10	3	1	24
TYMS_chr18_659665__ERBB2_chr17_37855800	34	37	29	2	5	17
TYMS_chr18_659665__ERBB2_chr17_37868292	35	18	14	191	330	9
TYMS_chr18_659665__FGFR2_chr10_123298118	33	58	11	76	26	42
TYMS_chr18_659665__FGFR2_chr10_123353328	125	51	22	6	3	3
TYMS_chr18_659665__FGFR3_chr4_1795736	27	14	19	5	5	100
TYMS_chr18_659665__FLT3_chr13_28636131	31	2	4	10	6	0
TYMS_chr18_659665__FLT3_chr13_28636172	30	8	19	14	3	6
TYMS_chr18_659665__GATA3_chr10_8097612	26	32	36	42	3	18
TYMS_chr18_659665__GATA3_chr10_8097722	8	80	250	46	2	44
TYMS_chr18_659665__HDAC1_chr1_32792601	51	4	4	221	314	12
TYMS_chr18_659665__HDAC2_chr6_114292056	208	66	98	16	2	55
TYMS_chr18_659665__HDAC6_chrX_48661385	147	108	83	6	8	21
TYMS_chr18_659665__HSP90AA1_chr14_102551760	48	7	5	8	8	3
TYMS_chr18_659665__HSP90AA1_chr14_102552141	31	3	9	6	9	3
TYMS_chr18_659665__IGF1R_chr15_99434807	44	43	28	3	3	2
TYMS_chr18_659665__JAK2_chr9_5050721	16	9	5	7	6	4
TYMS_chr18_659665__KDM5C_chrX_53241021	3	2	0	2	0	9
TYMS_chr18_659665__KDM5C_chrX_53241022	38	35	13	75	1	22
TYMS_chr18_659665__KDM6A_chrX_44820615	29	18	1	2	2	8
TYMS_chr18_659665__KIT_chr4_55524164	22	123	30	6	6	37
TYMS_chr18_659665__KMT2D_chr12_49448161	6	4	7	16	0	120
TYMS_chr18_659665__KMT2D_chr12_49448168	29	126	12	61	12	9
TYMS_chr18_659665__MAP2K1_chr15_66679721	95	34	17	9	6	31
TYMS_chr18_659665__MET_chr7_116339123	8	4	1	4	7	16
TYMS_chr18_659665__MET_chr7_116340188	31	3	14	35	10	2
TYMS_chr18_659665__MLH1_chr3_37045912	14	93	315	179	207	26
TYMS_chr18_659665__MTOR_chr1_11317149	16	37	33	36	34	21
TYMS_chr18_659665__NF1_chr17_29483038	13	19	7	6	7	0
TYMS_chr18_659665__NonTargetingControlGuideForHuman0352	103	8	15	8	9	28
TYMS_chr18_659665__PARP1_chr1_226578301	7	46	28	1	5	54
TYMS_chr18_659665__PARP1_chr1_226595581	3	36	28	59	46	57
TYMS_chr18_659665__PBRM1_chr3_52696257	5	51	9	4	7	0
TYMS_chr18_659665__PBRM1_chr3_52713723	16	16	9	21	1	5
TYMS_chr18_659665__PDGFRA_chr4_55124932	18	34	38	48	23	12
TYMS_chr18_659665__PIK3CA_chr3_178916614	93	27	84	25	37	35
TYMS_chr18_659665__PIK3R1_chr5_67522521	4	82	16	29	2	15
TYMS_chr18_659665__PRKDC_chr8_48686781	138	103	73	52	51	69
TYMS_chr18_659665__PRKDC_chr8_48872683	2	6	2	19	36	1
TYMS_chr18_659665__PTEN_chr10_89653786	15	1	9	25	3	0
TYMS_chr18_659665__PTEN_chr10_89711868	4	8	12	8	6	21
TYMS_chr18_659665__RB1_chr13_48878054	3	2	6	6	6	0
TYMS_chr18_659665__RB1_chr13_48936969	16	17	12	12	4	10
TYMS_chr18_659665__ROR1_chr1_64240072	79	80	30	12	3	23
TYMS_chr18_659665__ROR1_chr1_64240089	155	98	231	37	8	14
TYMS_chr18_659665__RPS6KB1_chr17_57970538	22	36	4	25	36	27
TYMS_chr18_659665__RPS6KB1_chr17_57987949	37	8	15	29	10	11
TYMS_chr18_659665__RRM2_chr2_10262940	41	4	13	3	4	3
TYMS_chr18_659665__RRM2_chr2_10262957	96	51	31	3	1	28
TYMS_chr18_659665__RUNX1_chr21_36252860	8	24	21	10	3	14
TYMS_chr18_659665__SMAD4_chr18_48586241	1	9	3	28	1	0
TYMS_chr18_659665__SMARCA4_chr19_11094851	257	44	28	91	51	21
TYMS_chr18_659665__SMARCA4_chr19_11095011	121	94	31	217	98	2
TYMS_chr18_659665__SMARCB1_chr22_24133949	15	29	79	8	2	3
TYMS_chr18_659665__SMO_chr7_128845117	228	25	29	7	2	21
TYMS_chr18_659665__SRC_chr20_36022600	75	80	91	52	50	64
TYMS_chr18_659665__TOP1_chr20_39657693	34	6	94	49	5	20
TYMS_chr18_659665__TOP1_chr20_39690055	38	1	8	58	65	75
TYMS_chr18_659665__TP53_chr17_7577537	138	35	130	88	243	23
TYMS_chr18_659665__TP53_chr17_7578373	186	36	37	5	2	21
TYMS_chr18_659665__TP53_chr17_7579881	28	39	7	49	32	12
TYMS_chr18_659665__TSC1_chr9_135796796	61	5	5	10	3	31
TYMS_chr18_659665__TSC1_chr9_135804256	54	106	43	4	3	0
TYMS_chr18_659665__VHL_chr3_10183518	22	107	283	17	53	10
TYMS_chr18_659665__VHL_chr3_10183791	16	1	1	6	2	2
TYMS_chr18_659665__WEE1_chr11_9595462	35	5	5	8	6	21
TYMS_chr18_659665__WEE1_chr11_9595542	10	27	2	5	3	1
VEGFA_chr6_43738425__ABL1_chr9_133589790	11	28	21	7	2	8
VEGFA_chr6_43738425__ADA_chr20_43280245	20	10	16	5	2	34
VEGFA_chr6_43738425__AKT1_chr14_105239609	35	13	14	100	21	13
VEGFA_chr6_43738425__AKT1_chr14_105239686	119	135	227	45	34	139
VEGFA_chr6_43738425__AKT1_chr14_105258968	128	13	12	7	13	36
VEGFA_chr6_43738425__ALK_chr2_29541171	21	22	6	33	1	25
VEGFA_chr6_43738425__APC_chr5_112043408	76	66	98	51	49	52
VEGFA_chr6_43738425__APC_chr5_112102023	29	3	6	14	11	92
VEGFA_chr6_43738425__APC_chr5_112102933	12	123	107	3	3	12
VEGFA_chr6_43738425__ARID2_chr12_46123614	19	5	10	2	5	6
VEGFA_chr6_43738425__ATM_chr11_108098390	22	78	47	41	75	39
VEGFA_chr6_43738425__ATM_chr11_108098402	3	12	5	2	0	4
VEGFA_chr6_43738425__BCL2_chr18_60795945	51	34	11	5	3	21
VEGFA_chr6_43738425__BCL2_chr18_60795960	150	83	121	127	122	65
VEGFA_chr6_43738425__BRAF_chr7_140508787	164	41	38	72	34	30
VEGFA_chr6_43738425__BRAF_chr7_140534469	84	14	32	70	8	66
VEGFA_chr6_43738425__BRCA1_chr17_41256141	190	441	390	97	159	35
VEGFA_chr6_43738425__BRCA1_chr17_41276018	124	10	5	13	3	42
VEGFA_chr6_43738425__BRCA2_chr13_32890586	39	3	10	38	1	8
VEGFA_chr6_43738425__BRCA2_chr13_32912006	195	350	2751	130	200	50
VEGFA_chr6_43738425__BRCA2_chr13_32914228	62	4	11	81	31	18
VEGFA_chr6_43738425__BRD4_chr19_15376403	146	127	65	25	38	19
VEGFA_chr6_43738425__BTK_chrX_100629565	153	45	63	62	61	56
VEGFA_chr6_43738425__CASP8_chr2_202134297	43	119	514	14	56	45
VEGFA_chr6_43738425__CDH1_chr16_68771300	69	95	141	189	60	65
VEGFA_chr6_43738425__CDH1_chr16_68772255	33	2	9	67	83	10
VEGFA_chr6_43738425__CDK4_chr12_58144705	136	70	56	223	143	31
VEGFA_chr6_43738425__CDK4_chr12_58145497	35	13	10	4	4	7
VEGFA_chr6_43738425__CDK6_chr7_92462628	46	6	25	5	33	32
VEGFA_chr6_43738425__CDK9_chr9_130548409	21	103	23	17	8	82
VEGFA_chr6_43738425__CDK9_chr9_130550235	308	52	36	39	4	83
VEGFA_chr6_43738425__CDKN1B_chr12_12870777	42	38	12	18	3	59
VEGFA_chr6_43738425__CDKN1B_chr12_12871196	37	99	60	25	37	52
VEGFA_chr6_43738425__CDKN2A_chr9_21971100	84	125	185	46	5	29
VEGFA_chr6_43738425__CDKN2A_chr9_21994327	29	100	85	14	7	13
VEGFA_chr6_43738425__CHEK1_chr11_125496687	14	66	152	34	4	110
VEGFA_chr6_43738425__CHEK2_chr22_29085137	34	12	7	139	89	58
VEGFA_chr6_43738425__DHFR_chr5_79949819	15	91	26	1	4	36
VEGFA_chr6_43738425__DHFR_chr5_79950216	342	72	40	73	5	113
VEGFA_chr6_43738425__EGFR_chr7_55209986	319	136	32	56	106	74
VEGFA_chr6_43738425__ERBB2_chr17_37868221	182	51	24	17	6	7
VEGFA_chr6_43738425__FGFR2_chr10_123298118	109	67	21	39	39	24
VEGFA_chr6_43738425__FGFR2_chr10_123298215	8	8	10	90	47	20
VEGFA_chr6_43738425__FGFR3_chr4_1795655	41	65	42	61	191	6
VEGFA_chr6_43738425__FGFR3_chr4_1795735	307	344	222	136	142	49
VEGFA_chr6_43738425__FGFR3_chr4_1795736	37	12	13	8	7	36
VEGFA_chr6_43738425__FLT3_chr13_28636172	229	35	80	35	7	87
VEGFA_chr6_43738425__HDAC2_chr6_114267214	15	21	16	48	2	9
VEGFA_chr6_43738425__HDAC2_chr6_114292056	64	24	14	25	1	62
VEGFA_chr6_43738425__HDAC6_chrX_48674389	28	8	18	4	1	8
VEGFA_chr6_43738425__HSP90AA1_chr14_102551760	33	93	22	280	832	53
VEGFA_chr6_43738425__HSP90AA1_chr14_102552141	95	82	89	55	81	50
VEGFA_chr6_43738425__HSP90AA1_chr14_102605736	248	50	63	125	150	56
VEGFA_chr6_43738425__IGF1R_chr15_99192824	132	112	58	96	11	33
VEGFA_chr6_43738425__IGF1R_chr15_99434807	135	19	17	20	12	26
VEGFA_chr6_43738425__JAK2_chr9_5021970	32	118	80	34	1	2
VEGFA_chr6_43738425__KDM5C_chrX_53241022	68	129	20	8	1	33
VEGFA_chr6_43738425__KDM6A_chrX_44732838	37	222	230	12	3	51
VEGFA_chr6_43738425__KIT_chr4_55524176	91	52	15	45	77	17
VEGFA_chr6_43738425__KIT_chr4_55524229	18	2	24	0	5	6
VEGFA_chr6_43738425__KMT2D_chr12_49448168	144	96	77	51	84	7
VEGFA_chr6_43738425__MAP2K1_chr15_66679721	107	30	28	37	98	54
VEGFA_chr6_43738425__MAP2K1_chr15_66679728	70	49	14	9	2	49
VEGFA_chr6_43738425__MAP2K1_chr15_66679756	26	24	20	26	8	3
VEGFA_chr6_43738425__MAP3K1_chr5_56152485	36	42	23	52	38	83
VEGFA_chr6_43738425__MET_chr7_116340188	32	19	20	64	42	30
VEGFA_chr6_43738425__MET_chr7_116340207	74	84	254	25	46	3
VEGFA_chr6_43738425__MLH1_chr3_37035029	137	30	21	30	4	44
VEGFA_chr6_43738425__MLH1_chr3_37038179	80	102	52	26	26	18
VEGFA_chr6_43738425__MLH1_chr3_37045912	25	48	38	4	3	5
VEGFA_chr6_43738425__MSH6_chr2_48018111	109	172	546	355	731	62
VEGFA_chr6_43738425__MTOR_chr1_11317010	68	56	6	66	68	27
VEGFA_chr6_43738425__MTOR_chr1_11317149	107	149	140	10	4	18
VEGFA_chr6_43738425__MTOR_chr1_11319459	7	44	14	9	1	6
VEGFA_chr6_43738425__NF1_chr17_29483038	12	22	6	10	3	46
VEGFA_chr6_43738425__NF1_chr17_29483039	76	13	19	56	24	13
VEGFA_chr6_43738425__NonTargetingControlGuideForHuman0352	135	174	32	47	59	55
VEGFA_chr6_43738425__PBRM1_chr3_52696257	20	52	8	100	31	13
VEGFA_chr6_43738425__PBRM1_chr3_52702516	105	13	17	3	3	15
